# 100
index,name,instruction,label,likes
0,小保卫处 id:0,小花园是一所啸保卫处。 id:0, 保卫处 ,38
1,小理发店 id:1,小花园是一所啸理发店子。 id:1, 理发店 ,2
2,一食堂 id:2,一食堂是一所食堂。 id:2, 食堂 ,19
3,小快递站 id:3,小花园是一所啸快递站子。 id:3, 快递站 ,20
4,四教学楼 id:4,四教学楼是新中国第514所邮电高等教学楼。 id:4, 教学楼 ,18
5,小保卫处 id:5,小花园是一所啸保卫处。 id:5, 保卫处 ,29
6,五厕所 id:6,五厕所是厕所。 id:6, 厕所 ,30
7,三厕所 id:7,三厕所是厕所。 id:7, 厕所 ,20
8,四宿舍 id:8,四宿舍是新中国第514所邮电高等宿舍。 id:8, 宿舍 ,2
9,五宿舍 id:9,五宿舍是宿舍。 id:9, 宿舍 ,34
10,五宿舍 id:10,五宿舍是宿舍。 id:10, 宿舍 ,39
11,五宿舍 id:11,五宿舍是宿舍。 id:11, 宿舍 ,24
12,三宿舍 id:12,三宿舍是宿舍。 id:12, 宿舍 ,42
13,三教学楼 id:13,三教学楼是新中国第114514所邮电高等教学楼。 id:13, 教学楼 ,13
14,二食堂 id:14,二食堂是食堂。 id:14, 食堂 ,29
15,五厕所 id:15,五厕所是厕所。 id:15, 厕所 ,45
16,五宿舍 id:16,五宿舍是宿舍。 id:16, 宿舍 ,10
17,小快递站 id:17,小花园是一所啸快递站子。 id:17, 快递站 ,4
18,四教学楼 id:18,四教学楼是新中国第514所邮电高等教学楼。 id:18, 教学楼 ,37
19,四厕所 id:19,四厕所是新中国第514所邮电高等厕所。 id:19, 厕所 ,31
20,三宿舍 id:20,三宿舍是宿舍。 id:20, 宿舍 ,25
21,四宿舍 id:21,四宿舍是新中国第514所邮电高等宿舍。 id:21, 宿舍 ,10
22,四食堂 id:22,四食堂是新中国第514所邮电高等食堂。 id:22, 食堂 ,42
23,一教学楼 id:23,一教学楼是新中国第1所邮电高等教学楼。 id:23, 教学楼 ,8
24,三宿舍 id:24,三宿舍是宿舍。 id:24, 宿舍 ,6
25,二厕所 id:25,二厕所是厕所。 id:25, 厕所 ,34
26,五教学楼 id:26,五教学楼是新中国第114所邮电高等教学楼。 id:26, 教学楼 ,43
27,一教学楼 id:27,一教学楼是新中国第1所邮电高等教学楼。 id:27, 教学楼 ,16
28,四宿舍 id:28,四宿舍是新中国第514所邮电高等宿舍。 id:28, 宿舍 ,41
29,三教学楼 id:29,三教学楼是新中国第114514所邮电高等教学楼。 id:29, 教学楼 ,28
30,小理发店 id:30,小花园是一所啸理发店子。 id:30, 理发店 ,39
31,三厕所 id:31,三厕所是厕所。 id:31, 厕所 ,38
32,五宿舍 id:32,五宿舍是宿舍。 id:32, 宿舍 ,8
33,小车棚 id:33,小花园是一所啸车棚子。 id:33, 车棚 ,35
34,二食堂 id:34,二食堂是食堂。 id:34, 食堂 ,33
35,三食堂 id:35,三食堂是食堂。 id:35, 食堂 ,31
36,三食堂 id:36,三食堂是食堂。 id:36, 食堂 ,36
37,三宿舍 id:37,三宿舍是宿舍。 id:37, 宿舍 ,35
38,五食堂 id:38,五食堂是食堂。 id:38, 食堂 ,21
39,四教学楼 id:39,四教学楼是新中国第514所邮电高等教学楼。 id:39, 教学楼 ,6
