# 100
index,name,instruction,label,likes
0,小理发店 id:0,小花园是一所啸理发店子。 id:0, 理发店 ,31
1,五厕所 id:1,五厕所是厕所。 id:1, 厕所 ,9
2,五宿舍 id:2,五宿舍是宿舍。 id:2, 宿舍 ,43
3,三教学楼 id:3,三教学楼是新中国第114514所邮电高等教学楼。 id:3, 教学楼 ,45
4,二食堂 id:4,二食堂是食堂。 id:4, 食堂 ,11
5,二宿舍 id:5,二宿舍是宿舍。 id:5, 宿舍 ,16
6,小快递站 id:6,小花园是一所啸快递站子。 id:6, 快递站 ,28
7,五宿舍 id:7,五宿舍是宿舍。 id:7, 宿舍 ,14
8,小快递站 id:8,小花园是一所啸快递站子。 id:8, 快递站 ,34
9,四食堂 id:9,四食堂是新中国第514所邮电高等食堂。 id:9, 食堂 ,11
10,五教学楼 id:10,五教学楼是新中国第114所邮电高等教学楼。 id:10, 教学楼 ,45
11,小车棚 id:11,小花园是一所啸车棚子。 id:11, 车棚 ,41
12,五厕所 id:12,五厕所是厕所。 id:12, 厕所 ,17
13,小快递站 id:13,小花园是一所啸快递站子。 id:13, 快递站 ,5
14,小车棚 id:14,小花园是一所啸车棚子。 id:14, 车棚 ,43
15,小保卫处 id:15,小花园是一所啸保卫处。 id:15, 保卫处 ,33
16,一教学楼 id:16,一教学楼是新中国第1所邮电高等教学楼。 id:16, 教学楼 ,13
17,二食堂 id:17,二食堂是食堂。 id:17, 食堂 ,34
18,三宿舍 id:18,三宿舍是宿舍。 id:18, 宿舍 ,25
19,小快递站 id:19,小花园是一所啸快递站子。 id:19, 快递站 ,38
20,四宿舍 id:20,四宿舍是新中国第514所邮电高等宿舍。 id:20, 宿舍 ,34
21,小车棚 id:21,小花园是一所啸车棚子。 id:21, 车棚 ,12
22,四教学楼 id:22,四教学楼是新中国第514所邮电高等教学楼。 id:22, 教学楼 ,27
23,五厕所 id:23,五厕所是厕所。 id:23, 厕所 ,43
24,五教学楼 id:24,五教学楼是新中国第114所邮电高等教学楼。 id:24, 教学楼 ,13
25,一宿舍 id:25,一宿舍是一所宿舍。 id:25, 宿舍 ,32
26,小理发店 id:26,小花园是一所啸理发店子。 id:26, 理发店 ,35
27,五宿舍 id:27,五宿舍是宿舍。 id:27, 宿舍 ,33
28,一教学楼 id:28,一教学楼是新中国第1所邮电高等教学楼。 id:28, 教学楼 ,34
29,一厕所 id:29,一厕所是一所厕所。 id:29, 厕所 ,42
30,小花园 id:30,小花园是一所啸公园。 id:30, 花园 ,14
31,五教学楼 id:31,五教学楼是新中国第114所邮电高等教学楼。 id:31, 教学楼 ,5
32,四教学楼 id:32,四教学楼是新中国第514所邮电高等教学楼。 id:32, 教学楼 ,33
33,五宿舍 id:33,五宿舍是宿舍。 id:33, 宿舍 ,12
34,五教学楼 id:34,五教学楼是新中国第114所邮电高等教学楼。 id:34, 教学楼 ,32
35,三厕所 id:35,三厕所是厕所。 id:35, 厕所 ,33
36,二教学楼 id:36,二教学楼是新中国第18所邮电高等教学楼。 id:36, 教学楼 ,37
37,一厕所 id:37,一厕所是一所厕所。 id:37, 厕所 ,6
38,小车棚 id:38,小花园是一所啸车棚子。 id:38, 车棚 ,14
39,三厕所 id:39,三厕所是厕所。 id:39, 厕所 ,45
40,五食堂 id:40,五食堂是食堂。 id:40, 食堂 ,27
41,二食堂 id:41,二食堂是食堂。 id:41, 食堂 ,17
42,五教学楼 id:42,五教学楼是新中国第114所邮电高等教学楼。 id:42, 教学楼 ,14
43,三厕所 id:43,三厕所是厕所。 id:43, 厕所 ,16
44,四宿舍 id:44,四宿舍是新中国第514所邮电高等宿舍。 id:44, 宿舍 ,5
45,小理发店 id:45,小花园是一所啸理发店子。 id:45, 理发店 ,5
46,一教学楼 id:46,一教学楼是新中国第1所邮电高等教学楼。 id:46, 教学楼 ,24
47,一宿舍 id:47,一宿舍是一所宿舍。 id:47, 宿舍 ,12
48,二食堂 id:48,二食堂是食堂。 id:48, 食堂 ,44
49,四教学楼 id:49,四教学楼是新中国第514所邮电高等教学楼。 id:49, 教学楼 ,34
50,小花园 id:50,小花园是一所啸公园。 id:50, 花园 ,18
51,五教学楼 id:51,五教学楼是新中国第114所邮电高等教学楼。 id:51, 教学楼 ,14
52,小保卫处 id:52,小花园是一所啸保卫处。 id:52, 保卫处 ,25
