# 100
index,name,instruction,label,likes
0,小保卫处 id:0,小花园是一所啸保卫处。 id:0, 保卫处 ,8
1,五厕所 id:1,五厕所是厕所。 id:1, 厕所 ,15
2,小理发店 id:2,小花园是一所啸理发店子。 id:2, 理发店 ,37
3,一食堂 id:3,一食堂是一所食堂。 id:3, 食堂 ,20
4,三宿舍 id:4,三宿舍是宿舍。 id:4, 宿舍 ,35
5,一教学楼 id:5,一教学楼是新中国第1所邮电高等教学楼。 id:5, 教学楼 ,13
6,小保卫处 id:6,小花园是一所啸保卫处。 id:6, 保卫处 ,21
7,三教学楼 id:7,三教学楼是新中国第114514所邮电高等教学楼。 id:7, 教学楼 ,32
8,二宿舍 id:8,二宿舍是宿舍。 id:8, 宿舍 ,20
9,一宿舍 id:9,一宿舍是一所宿舍。 id:9, 宿舍 ,10
10,小车棚 id:10,小花园是一所啸车棚子。 id:10, 车棚 ,15
11,小保卫处 id:11,小花园是一所啸保卫处。 id:11, 保卫处 ,27
12,五教学楼 id:12,五教学楼是新中国第114所邮电高等教学楼。 id:12, 教学楼 ,41
13,一食堂 id:13,一食堂是一所食堂。 id:13, 食堂 ,17
14,小车棚 id:14,小花园是一所啸车棚子。 id:14, 车棚 ,23
15,小理发店 id:15,小花园是一所啸理发店子。 id:15, 理发店 ,12
16,五食堂 id:16,五食堂是食堂。 id:16, 食堂 ,15
17,四教学楼 id:17,四教学楼是新中国第514所邮电高等教学楼。 id:17, 教学楼 ,23
18,小理发店 id:18,小花园是一所啸理发店子。 id:18, 理发店 ,14
19,二教学楼 id:19,二教学楼是新中国第18所邮电高等教学楼。 id:19, 教学楼 ,2
20,小理发店 id:20,小花园是一所啸理发店子。 id:20, 理发店 ,9
21,四厕所 id:21,四厕所是新中国第514所邮电高等厕所。 id:21, 厕所 ,4
22,五教学楼 id:22,五教学楼是新中国第114所邮电高等教学楼。 id:22, 教学楼 ,38
23,小理发店 id:23,小花园是一所啸理发店子。 id:23, 理发店 ,19
24,五厕所 id:24,五厕所是厕所。 id:24, 厕所 ,2
25,三宿舍 id:25,三宿舍是宿舍。 id:25, 宿舍 ,18
26,二食堂 id:26,二食堂是食堂。 id:26, 食堂 ,40
27,五宿舍 id:27,五宿舍是宿舍。 id:27, 宿舍 ,43
28,五教学楼 id:28,五教学楼是新中国第114所邮电高等教学楼。 id:28, 教学楼 ,25
29,四教学楼 id:29,四教学楼是新中国第514所邮电高等教学楼。 id:29, 教学楼 ,17
30,三宿舍 id:30,三宿舍是宿舍。 id:30, 宿舍 ,4
31,四厕所 id:31,四厕所是新中国第514所邮电高等厕所。 id:31, 厕所 ,34
32,五食堂 id:32,五食堂是食堂。 id:32, 食堂 ,13
33,二教学楼 id:33,二教学楼是新中国第18所邮电高等教学楼。 id:33, 教学楼 ,10
34,三宿舍 id:34,三宿舍是宿舍。 id:34, 宿舍 ,25
35,三教学楼 id:35,三教学楼是新中国第114514所邮电高等教学楼。 id:35, 教学楼 ,3
36,四食堂 id:36,四食堂是新中国第514所邮电高等食堂。 id:36, 食堂 ,21
37,二教学楼 id:37,二教学楼是新中国第18所邮电高等教学楼。 id:37, 教学楼 ,3
38,小花园 id:38,小花园是一所啸公园。 id:38, 花园 ,44
39,五厕所 id:39,五厕所是厕所。 id:39, 厕所 ,24
40,四食堂 id:40,四食堂是新中国第514所邮电高等食堂。 id:40, 食堂 ,14
41,一厕所 id:41,一厕所是一所厕所。 id:41, 厕所 ,25
42,三食堂 id:42,三食堂是食堂。 id:42, 食堂 ,10
43,三食堂 id:43,三食堂是食堂。 id:43, 食堂 ,41
44,小车棚 id:44,小花园是一所啸车棚子。 id:44, 车棚 ,17
45,三厕所 id:45,三厕所是厕所。 id:45, 厕所 ,26
46,三宿舍 id:46,三宿舍是宿舍。 id:46, 宿舍 ,27
47,三教学楼 id:47,三教学楼是新中国第114514所邮电高等教学楼。 id:47, 教学楼 ,7
48,五教学楼 id:48,五教学楼是新中国第114所邮电高等教学楼。 id:48, 教学楼 ,36
49,二厕所 id:49,二厕所是厕所。 id:49, 厕所 ,43
50,四食堂 id:50,四食堂是新中国第514所邮电高等食堂。 id:50, 食堂 ,43
51,一厕所 id:51,一厕所是一所厕所。 id:51, 厕所 ,25
52,三食堂 id:52,三食堂是食堂。 id:52, 食堂 ,36
53,三宿舍 id:53,三宿舍是宿舍。 id:53, 宿舍 ,24
54,五厕所 id:54,五厕所是厕所。 id:54, 厕所 ,15
55,三教学楼 id:55,三教学楼是新中国第114514所邮电高等教学楼。 id:55, 教学楼 ,21
56,二教学楼 id:56,二教学楼是新中国第18所邮电高等教学楼。 id:56, 教学楼 ,6
57,小理发店 id:57,小花园是一所啸理发店子。 id:57, 理发店 ,31
58,三食堂 id:58,三食堂是食堂。 id:58, 食堂 ,11
59,一厕所 id:59,一厕所是一所厕所。 id:59, 厕所 ,7
60,三宿舍 id:60,三宿舍是宿舍。 id:60, 宿舍 ,34
