# 593
index,content,likes
0,这是一条景区评论今天很开心！ comment_id:0  ,102
1,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:1  �论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,90
2,这是景区评论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 comment_id:2  �论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 ,177
3,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:3  �啊啊啊，里面的人说话又好听。今天在这里。�,147
4,这是景区评论。这里好玩。 comment_id:4  ,201
5,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:5  面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,228
6,这是景区评论。今天很开心！ comment_id:6  ,120
7,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:7  ,174
8,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:8  �是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:8,123
9,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:9  面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,102
10,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:10  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,144
11,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:11  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,162
12,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:12  ,108
13,这是景区评论。今天很开心！ comment_id:13  ,117
14,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:14  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,87
15,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:15  好玩儿，里面的人说话又好听。今天在这里。。，今�,195
16,这是景区评论。这里好玩。 comment_id:16  ,45
17,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:17  是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:1,12
18,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:18  ,141
19,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:19  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,234
20,这是一条景区评论里面超好玩儿啊啊啊! comment_id:20  ,39
21,这是一条景区评论今天在这里。。，今天很开心！ comment_id:21  ,42
22,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:22  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,135
23,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:23  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:23  ,105
24,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:24  好玩儿，里面的人说话又好听。今天在这里。。，今�,108
25,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:25  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,195
26,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:26  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,96
27,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:27  啊啊啊，里面的人说话又好听。今天在这里。�,105
28,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:28  ,75
29,这是一条景区评论这是我的景区评论。 comment_id:29  ,42
30,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:30  ,39
31,这是一条景区评论这里好玩。 comment_id:31  ,33
32,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:32  啊啊啊，里面的人说话又好听。今天在这里。�,183
33,这是景区评论。里面超好玩儿啊啊啊! comment_id:33  ,162
34,这是一条景区评论这里好玩。 comment_id:34  ,198
35,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:35  是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:3,0
36,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:36  超好玩，里面的人说话又好听。今天在这里。。，今天�,123
37,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:37  好玩儿，里面的人说话又好听。今天在这里。。，今�,21
38,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:38  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,12
39,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:39  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,165
40,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:40  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:40  ,159
41,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:41  ,69
42,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:42  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,168
43,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:43  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,111
44,这是景区评论。今天很开心！ comment_id:44  ,90
45,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:45  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,45
46,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:46  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,51
47,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:47  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,120
48,这是景区评论。今天在这里。。，今天很开心！ comment_id:48  ,219
49,这是一条景区评论这里好玩。 comment_id:49  ,222
50,这是景区评论。这里好玩。 comment_id:50  ,219
51,这是一条景区评论今天在这里。。，今天很开心！ comment_id:51  ,18
52,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:52  啊啊啊，里面的人说话又好听。今天在这里。�,150
53,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:53  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,186
54,这是景区评论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 comment_id:54  论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 ,102
55,这是景区评论。今天很开心！ comment_id:55  ,12
56,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:56  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,78
57,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:57  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,126
58,这是一条景区评论今天在这里。。，今天很开心！ comment_id:58  ,87
59,这是一条景区评论今天在这里。。，今天很开心！ comment_id:59  ,222
60,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:60  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,93
61,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:61  是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:6,6
62,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:62  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:62  ,36
63,这是景区评论。里面超好玩儿啊啊啊! comment_id:63  ,66
64,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:64  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,87
65,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:65  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,21
66,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:66  是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:6,15
67,这是景区评论。里面超好玩儿啊啊啊! comment_id:67  ,42
68,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:68  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,156
69,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:69  面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,78
70,这是景区评论。这是我的景区评论。 comment_id:70  ,165
71,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:71  啊啊啊，里面的人说话又好听。今天在这里。�,30
72,这是一条景区评论这里好玩。 comment_id:72  ,81
73,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:73  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:73  ,153
74,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:74  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,198
75,这是景区评论。今天在这里。。，今天很开心！ comment_id:75  ,51
76,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:76  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,114
77,这是一条景区评论这里好玩。 comment_id:77  ,39
78,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:78  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,195
79,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:79  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,201
80,这是景区评论。这里好玩。 comment_id:80  ,201
81,这是景区评论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 comment_id:81  论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 ,60
82,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:82  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,30
83,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:83  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:83  ,21
84,这是景区评论。这里好玩。 comment_id:84  ,78
85,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:85  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,6
86,这是景区评论。今天很开心！ comment_id:86  ,75
87,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:87  ,165
88,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:88  超好玩，里面的人说话又好听。今天在这里。。，今天�,162
89,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:89  ,165
90,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:90  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,24
91,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:91  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:91  ,75
92,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:92  ,138
93,这是一条景区评论这里好玩。 comment_id:93  ,168
94,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:94  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:94  ,153
95,这是景区评论。今天很开心！ comment_id:95  ,141
96,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:96  ,24
97,这是一条景区评论今天很开心！ comment_id:97  ,75
98,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:98  评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,225
99,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:99  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,102
100,这是景区评论。这是我的景区评论。 comment_id:100  ,45
101,这是一条景区评论这里好玩。 comment_id:101  ,135
102,这是一条景区评论今天很开心！ comment_id:102  ,219
103,这是景区评论。这里好玩。 comment_id:103  ,126
104,这是景区评论。这是我的景区评论。 comment_id:104  ,57
105,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:105  �。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,42
106,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:106  ,12
107,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:107  �超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,3
108,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:108  ��是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:108 ,198
109,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:109  ��景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:1,27
110,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:110  �。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,111
111,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:111  景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:111  ,126
112,这是一条景区评论今天很开心！ comment_id:112  ,159
113,这是一条景区评论这是我的景区评论。 comment_id:113  ,132
