# 4790
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,0,1,100,8,1,1,1
1,0,2,85,4,1,0,1
2,0,3,20,1,1,0,0
3,0,4,100,3,1,1,0
4,0,5,85,2,1,1,0
5,0,6,90,1,1,0,0
6,0,7,20,8,1,1,1
7,0,8,100,4,1,0,1
8,0,9,80,7,1,1,1
9,0,10,20,2,1,0,1
10,0,11,80,7,1,1,0
11,0,12,95,4,1,1,0
12,0,13,55,1,1,1,1
13,0,14,10,3,1,1,1
14,0,15,100,2,1,0,0
15,0,16,5,0,1,1,1
16,0,17,90,7,1,1,0
17,0,18,70,0,1,0,0
18,0,19,10,2,1,1,0
19,0,20,100,2,1,1,1
20,0,21,10,6,1,1,1
21,0,22,50,0,1,0,1
22,0,23,75,8,1,1,1
23,0,24,20,5,1,0,1
24,0,25,30,7,1,1,1
25,0,26,55,2,1,0,0
26,0,27,55,8,1,1,1
27,0,28,30,2,1,1,0
28,0,29,90,7,1,0,1
29,0,30,15,6,1,1,1
30,0,31,30,0,1,1,1
31,0,32,15,1,1,1,1
32,0,33,75,5,1,1,1
33,0,34,55,6,1,1,0
34,0,35,50,2,1,1,0
35,0,36,75,9,1,1,1
36,0,37,60,6,1,1,1
37,0,38,45,0,1,0,0
38,0,39,75,4,1,1,0
39,0,40,25,7,1,1,1
40,0,41,10,2,1,1,1
41,2,22,50,6,1,0,1
42,0,43,30,9,1,1,0
43,0,44,85,5,1,1,0
44,0,45,5,3,1,1,0
45,0,46,45,3,1,1,1
46,0,47,30,8,1,1,1
47,0,48,15,3,1,1,1
48,0,49,95,1,1,1,1
49,0,50,45,9,1,1,0
50,0,51,5,4,1,1,0
51,0,52,55,2,1,1,1
52,0,53,60,6,1,0,1
53,0,54,60,2,1,0,0
54,0,55,60,5,1,1,0
55,0,56,30,5,1,1,0
56,0,57,30,8,1,1,0
57,0,58,20,4,1,1,1
58,0,59,75,9,1,0,1
59,0,60,55,6,1,0,1
60,0,61,5,8,1,0,0
61,0,62,40,9,1,1,1
62,0,63,100,8,1,1,0
63,3,33,100,1,1,0,1
64,0,65,55,3,1,1,1
65,0,66,90,0,1,0,1
66,0,67,30,4,1,1,0
67,0,68,80,8,1,1,1
68,0,69,45,2,1,1,1
69,0,70,10,9,1,1,0
70,0,71,65,8,1,0,0
71,0,72,55,9,1,1,0
72,0,73,75,1,1,1,0
73,0,74,5,8,1,1,0
74,0,75,35,3,1,0,0
75,0,76,5,2,1,1,1
76,0,77,60,2,1,0,0
77,0,78,35,5,1,0,0
78,0,79,30,8,1,0,0
79,0,80,10,9,1,1,1
80,0,81,20,2,1,0,0
81,0,82,50,8,1,1,1
82,0,83,45,2,1,1,0
83,0,84,40,5,1,0,1
84,0,85,75,8,1,1,1
85,0,86,75,9,1,0,1
86,0,87,75,1,1,1,0
87,0,88,60,5,1,0,0
88,0,89,15,9,1,0,0
89,0,90,70,6,1,0,0
90,0,91,70,7,1,0,1
91,0,92,45,9,1,0,0
92,0,93,55,8,1,0,1
93,0,94,60,5,1,1,1
94,0,95,65,9,1,1,0
95,0,96,35,8,1,0,1
96,0,97,85,0,1,0,0
97,0,98,40,9,1,1,1
98,0,99,35,4,1,1,1
99,1,2,25,2,1,1,1
100,5,6,55,8,1,1,1
101,1,4,85,6,1,0,0
102,1,5,100,8,1,1,0
103,1,6,35,1,1,1,0
104,1,7,100,1,1,1,1
105,1,8,85,0,1,0,0
106,1,9,70,0,1,1,0
107,1,10,5,2,1,1,0
108,1,11,5,3,1,1,0
109,1,12,65,9,1,0,0
110,1,13,65,8,1,1,0
111,1,14,60,8,1,1,0
112,1,15,15,1,1,0,1
113,5,97,25,5,1,1,1
114,1,17,70,2,1,1,1
115,1,18,95,5,1,1,1
116,1,19,10,5,1,1,0
117,6,37,95,4,1,1,0
118,1,21,10,7,1,0,0
119,1,22,20,2,1,1,1
120,1,23,5,2,1,1,1
121,1,24,10,2,1,0,1
122,1,25,70,3,1,1,1
123,6,56,70,9,1,1,0
124,1,27,65,2,1,1,0
125,1,28,30,5,1,1,1
126,1,29,90,0,1,1,0
127,1,30,20,7,1,1,1
128,1,31,70,2,1,1,0
129,1,32,75,9,1,0,0
130,1,33,55,5,1,1,1
131,1,34,15,2,1,1,0
132,1,35,90,4,1,1,0
133,1,36,45,3,1,0,0
134,1,37,40,5,1,1,0
135,1,38,85,1,1,0,0
136,1,39,60,9,1,1,1
137,1,40,5,1,1,0,1
138,1,41,5,9,1,1,0
139,1,42,95,9,1,1,0
140,1,43,35,6,1,1,1
141,1,44,10,8,1,1,0
142,1,45,95,0,1,1,0
143,1,46,60,9,1,0,0
144,1,47,65,8,1,1,0
145,1,48,15,2,1,0,1
146,1,49,75,1,1,1,1
147,1,50,80,2,1,1,1
148,1,51,90,3,1,1,0
149,1,52,85,1,1,1,0
150,1,53,80,5,1,1,1
151,1,54,45,1,1,0,0
152,1,55,70,8,1,1,0
153,1,56,45,4,1,1,0
154,1,57,10,4,1,0,0
155,1,58,90,7,1,1,0
156,1,59,75,9,1,0,1
157,1,60,60,4,1,1,1
158,1,61,10,5,1,1,1
159,1,62,15,5,1,1,0
160,1,63,35,2,1,0,1
161,1,64,90,9,1,1,1
162,1,65,50,3,1,1,0
163,1,66,95,1,1,1,0
164,1,67,25,6,1,0,0
165,8,93,40,1,1,1,0
166,1,69,100,9,1,0,1
167,1,70,65,9,1,0,0
168,1,71,45,2,1,1,0
169,1,72,5,6,1,1,0
170,1,73,40,0,1,1,0
171,1,74,65,5,1,1,1
172,1,75,20,3,1,1,0
173,1,76,25,6,1,1,1
174,1,77,75,5,1,1,0
175,1,78,90,8,1,1,0
176,1,79,100,3,1,1,0
177,1,80,10,7,1,1,0
178,1,81,90,0,1,1,0
179,1,82,60,0,1,0,0
180,1,83,50,8,1,1,0
181,1,84,95,0,1,1,1
182,1,85,50,6,1,1,1
183,1,86,25,4,1,1,0
184,1,87,15,0,1,0,0
185,1,88,5,4,1,0,1
186,1,89,35,5,1,1,0
