# 100
index,name,instruction,label,likes
0,二教学楼 id:0,二教学楼是新中国第18所邮电高等教学楼。 id:0, 教学楼 ,13
1,四食堂 id:1,四食堂是新中国第514所邮电高等食堂。 id:1, 食堂 ,40
2,小车棚 id:2,小花园是一所啸车棚子。 id:2, 车棚 ,30
3,二食堂 id:3,二食堂是食堂。 id:3, 食堂 ,23
4,三教学楼 id:4,三教学楼是新中国第114514所邮电高等教学楼。 id:4, 教学楼 ,6
5,四食堂 id:5,四食堂是新中国第514所邮电高等食堂。 id:5, 食堂 ,15
6,四厕所 id:6,四厕所是新中国第514所邮电高等厕所。 id:6, 厕所 ,3
7,三食堂 id:7,三食堂是食堂。 id:7, 食堂 ,5
8,一宿舍 id:8,一宿舍是一所宿舍。 id:8, 宿舍 ,22
9,二食堂 id:9,二食堂是食堂。 id:9, 食堂 ,37
10,三宿舍 id:10,三宿舍是宿舍。 id:10, 宿舍 ,5
11,三食堂 id:11,三食堂是食堂。 id:11, 食堂 ,36
12,三食堂 id:12,三食堂是食堂。 id:12, 食堂 ,16
13,二宿舍 id:13,二宿舍是宿舍。 id:13, 宿舍 ,30
14,一厕所 id:14,一厕所是一所厕所。 id:14, 厕所 ,12
15,一厕所 id:15,一厕所是一所厕所。 id:15, 厕所 ,45
16,小车棚 id:16,小花园是一所啸车棚子。 id:16, 车棚 ,33
17,五食堂 id:17,五食堂是食堂。 id:17, 食堂 ,43
18,四教学楼 id:18,四教学楼是新中国第514所邮电高等教学楼。 id:18, 教学楼 ,27
19,五教学楼 id:19,五教学楼是新中国第114所邮电高等教学楼。 id:19, 教学楼 ,46
20,三宿舍 id:20,三宿舍是宿舍。 id:20, 宿舍 ,5
21,五教学楼 id:21,五教学楼是新中国第114所邮电高等教学楼。 id:21, 教学楼 ,6
22,二食堂 id:22,二食堂是食堂。 id:22, 食堂 ,16
23,三教学楼 id:23,三教学楼是新中国第114514所邮电高等教学楼。 id:23, 教学楼 ,24
24,五厕所 id:24,五厕所是厕所。 id:24, 厕所 ,38
25,三教学楼 id:25,三教学楼是新中国第114514所邮电高等教学楼。 id:25, 教学楼 ,21
26,二厕所 id:26,二厕所是厕所。 id:26, 厕所 ,25
27,四食堂 id:27,四食堂是新中国第514所邮电高等食堂。 id:27, 食堂 ,27
28,四食堂 id:28,四食堂是新中国第514所邮电高等食堂。 id:28, 食堂 ,15
29,小车棚 id:29,小花园是一所啸车棚子。 id:29, 车棚 ,25
30,三宿舍 id:30,三宿舍是宿舍。 id:30, 宿舍 ,44
31,四厕所 id:31,四厕所是新中国第514所邮电高等厕所。 id:31, 厕所 ,17
32,一宿舍 id:32,一宿舍是一所宿舍。 id:32, 宿舍 ,18
33,小快递站 id:33,小花园是一所啸快递站子。 id:33, 快递站 ,25
34,五教学楼 id:34,五教学楼是新中国第114所邮电高等教学楼。 id:34, 教学楼 ,16
35,二食堂 id:35,二食堂是食堂。 id:35, 食堂 ,10
36,五厕所 id:36,五厕所是厕所。 id:36, 厕所 ,19
37,小快递站 id:37,小花园是一所啸快递站子。 id:37, 快递站 ,18
38,小保卫处 id:38,小花园是一所啸保卫处。 id:38, 保卫处 ,8
39,一厕所 id:39,一厕所是一所厕所。 id:39, 厕所 ,45
40,一教学楼 id:40,一教学楼是新中国第1所邮电高等教学楼。 id:40, 教学楼 ,13
41,四教学楼 id:41,四教学楼是新中国第514所邮电高等教学楼。 id:41, 教学楼 ,42
42,四宿舍 id:42,四宿舍是新中国第514所邮电高等宿舍。 id:42, 宿舍 ,11
43,二食堂 id:43,二食堂是食堂。 id:43, 食堂 ,7
44,二宿舍 id:44,二宿舍是宿舍。 id:44, 宿舍 ,11
45,五教学楼 id:45,五教学楼是新中国第114所邮电高等教学楼。 id:45, 教学楼 ,31
46,一教学楼 id:46,一教学楼是新中国第1所邮电高等教学楼。 id:46, 教学楼 ,38
47,三宿舍 id:47,三宿舍是宿舍。 id:47, 宿舍 ,27
48,五教学楼 id:48,五教学楼是新中国第114所邮电高等教学楼。 id:48, 教学楼 ,22
49,四教学楼 id:49,四教学楼是新中国第514所邮电高等教学楼。 id:49, 教学楼 ,34
50,一教学楼 id:50,一教学楼是新中国第1所邮电高等教学楼。 id:50, 教学楼 ,45
51,四食堂 id:51,四食堂是新中国第514所邮电高等食堂。 id:51, 食堂 ,9
52,小理发店 id:52,小花园是一所啸理发店子。 id:52, 理发店 ,26
53,四宿舍 id:53,四宿舍是新中国第514所邮电高等宿舍。 id:53, 宿舍 ,13
54,三宿舍 id:54,三宿舍是宿舍。 id:54, 宿舍 ,33
55,一厕所 id:55,一厕所是一所厕所。 id:55, 厕所 ,5
56,二厕所 id:56,二厕所是厕所。 id:56, 厕所 ,28
57,三食堂 id:57,三食堂是食堂。 id:57, 食堂 ,33
58,四厕所 id:58,四厕所是新中国第514所邮电高等厕所。 id:58, 厕所 ,28
59,二食堂 id:59,二食堂是食堂。 id:59, 食堂 ,38
60,二厕所 id:60,二厕所是厕所。 id:60, 厕所 ,45
61,小保卫处 id:61,小花园是一所啸保卫处。 id:61, 保卫处 ,14
62,三教学楼 id:62,三教学楼是新中国第114514所邮电高等教学楼。 id:62, 教学楼 ,16
63,一食堂 id:63,一食堂是一所食堂。 id:63, 食堂 ,31
64,五厕所 id:64,五厕所是厕所。 id:64, 厕所 ,38
65,二厕所 id:65,二厕所是厕所。 id:65, 厕所 ,32
66,小车棚 id:66,小花园是一所啸车棚子。 id:66, 车棚 ,29
67,一教学楼 id:67,一教学楼是新中国第1所邮电高等教学楼。 id:67, 教学楼 ,22
68,五食堂 id:68,五食堂是食堂。 id:68, 食堂 ,24
69,三食堂 id:69,三食堂是食堂。 id:69, 食堂 ,19
70,四宿舍 id:70,四宿舍是新中国第514所邮电高等宿舍。 id:70, 宿舍 ,2
71,二厕所 id:71,二厕所是厕所。 id:71, 厕所 ,44
72,三食堂 id:72,三食堂是食堂。 id:72, 食堂 ,45
73,小快递站 id:73,小花园是一所啸快递站子。 id:73, 快递站 ,5
74,三宿舍 id:74,三宿舍是宿舍。 id:74, 宿舍 ,10
75,小花园 id:75,小花园是一所啸公园。 id:75, 花园 ,33
76,小车棚 id:76,小花园是一所啸车棚子。 id:76, 车棚 ,2
77,五教学楼 id:77,五教学楼是新中国第114所邮电高等教学楼。 id:77, 教学楼 ,17
78,三厕所 id:78,三厕所是厕所。 id:78, 厕所 ,41
79,五厕所 id:79,五厕所是厕所。 id:79, 厕所 ,17
80,五食堂 id:80,五食堂是食堂。 id:80, 食堂 ,13
81,小快递站 id:81,小花园是一所啸快递站子。 id:81, 快递站 ,43
82,二食堂 id:82,二食堂是食堂。 id:82, 食堂 ,19
83,三宿舍 id:83,三宿舍是宿舍。 id:83, 宿舍 ,15
