# 497
index,content,likes
0,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:0  �论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,45
1,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:1  ,111
2,这是景区评论。这里好玩。 comment_id:2  ,12
3,这是景区评论。这里好玩。 comment_id:3  ,132
4,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:4  �超好玩，里面的人说话又好听。今天在这里。。，今天�,117
5,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:5  !今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,207
6,这是景区评论。今天很开心！ comment_id:6  ,75
7,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:7  �啊啊啊，里面的人说话又好听。今天在这里。�,6
8,这是一条景区评论今天很开心！ comment_id:8  ,225
9,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:9  �是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:9,168
10,这是一条景区评论今天很开心！ comment_id:10  ,192
11,这是一条景区评论今天在这里。。，今天很开心！ comment_id:11  ,201
12,这是一条景区评论这是我的景区评论。 comment_id:12  ,117
13,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:13  啊啊啊，里面的人说话又好听。今天在这里。�,66
14,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:14  ,84
15,这是景区评论。这是我的景区评论。 comment_id:15  ,195
16,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:16  好玩儿，里面的人说话又好听。今天在这里。。，今�,180
17,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:17  好玩儿，里面的人说话又好听。今天在这里。。，今�,60
18,这是一条景区评论今天很开心！ comment_id:18  ,108
19,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:19  超好玩，里面的人说话又好听。今天在这里。。，今天�,51
20,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:20  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,150
21,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:21  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,234
22,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:22  ,237
23,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:23  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,213
24,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:24  ,87
25,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:25  ,156
26,这是一条景区评论今天在这里。。，今天很开心！ comment_id:26  ,201
27,这是一条景区评论这里好玩。 comment_id:27  ,99
28,这是景区评论。这里好玩。 comment_id:28  ,87
29,这是一条景区评论这是我的景区评论。 comment_id:29  ,123
30,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:30  ,90
31,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:31  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,54
32,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:32  ,36
33,这是一条景区评论今天在这里。。，今天很开心！ comment_id:33  ,174
34,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:34  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,207
35,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:35  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,96
36,这是景区评论。这里好玩。 comment_id:36  ,156
37,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:37  ,87
38,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:38  ,138
39,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:39  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,96
40,这是一条景区评论今天很开心！ comment_id:40  ,90
41,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:41  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,33
42,这是景区评论。这是我的景区评论。 comment_id:42  ,123
43,这是一条景区评论今天很开心！ comment_id:43  ,3
44,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:44  评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,3
45,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:45  是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:4,90
46,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:46  是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:4,201
47,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:47  评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,117
48,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:48  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,126
49,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:49  ,138
50,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:50  啊啊啊，里面的人说话又好听。今天在这里。�,231
51,这是景区评论。这里好玩。 comment_id:51  ,27
52,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:52  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,216
53,这是一条景区评论今天很开心！ comment_id:53  ,126
54,这是一条景区评论今天很开心！ comment_id:54  ,123
55,这是一条景区评论这里好玩。 comment_id:55  ,180
56,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:56  ,81
57,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:57  超好玩，里面的人说话又好听。今天在这里。。，今天�,9
58,这是景区评论。今天很开心！ comment_id:58  ,162
59,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:59  超好玩，里面的人说话又好听。今天在这里。。，今天�,102
60,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:60  好玩儿，里面的人说话又好听。今天在这里。。，今�,87
61,这是一条景区评论这里好玩。 comment_id:61  ,183
62,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:62  好玩儿，里面的人说话又好听。今天在这里。。，今�,39
63,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:63  ,90
64,这是一条景区评论这是我的景区评论。 comment_id:64  ,3
65,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:65  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,168
66,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:66  好玩儿，里面的人说话又好听。今天在这里。。，今�,87
67,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:67  好玩儿，里面的人说话又好听。今天在这里。。，今�,222
68,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:68  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,174
69,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:69  是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:6,81
70,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:70  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,105
71,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:71  好玩儿，里面的人说话又好听。今天在这里。。，今�,129
72,这是一条景区评论里面超好玩儿啊啊啊! comment_id:72  ,186
73,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:73  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,9
74,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:74  ,87
75,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:75  啊啊啊，里面的人说话又好听。今天在这里。�,54
76,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:76  超好玩，里面的人说话又好听。今天在这里。。，今天�,36
77,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:77  面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,177
78,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:78  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,147
79,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:79  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,21
80,这是景区评论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 comment_id:80  论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 ,225
81,这是一条景区评论里面超好玩儿啊啊啊! comment_id:81  ,183
82,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:82  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,168
83,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:83  ,54
84,这是一条景区评论今天很开心！ comment_id:84  ,156
85,这是一条景区评论这是我的景区评论。 comment_id:85  ,219
86,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:86  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,144
87,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:87  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,78
88,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:88  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,6
89,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:89  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,105
90,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:90  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,54
91,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:91  ,54
92,这是景区评论。今天很开心！ comment_id:92  ,27
93,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:93  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,147
94,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:94  是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:9,144
95,这是景区评论。今天在这里。。，今天很开心！ comment_id:95  ,3
96,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:96  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,108
97,这是景区评论。里面超好玩儿啊啊啊! comment_id:97  ,111
98,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:98  面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,9
99,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:99  评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,192
100,这是景区评论。今天很开心！ comment_id:100  ,6
101,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:101  ��景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:1,27
102,这是景区评论。今天很开心！ comment_id:102  ,105
103,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:103  ��景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:1,126
104,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:104  ��。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,201
105,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:105  ,219
106,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:106  ��好玩，里面的人说话又好听。今天在这里。。，今天�,162
107,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:107  ��超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,189
108,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:108  ��景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:1,234
109,这是一条景区评论今天在这里。。，今天很开心！ comment_id:109  ,66
110,这是景区评论。今天在这里。。，今天很开心！ comment_id:110  ,90
111,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:111  ��好玩，里面的人说话又好听。今天在这里。。，今天�,30
112,这是一条景区评论这里好玩。 comment_id:112  ,210
113,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:113  ,24
114,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:114  ,90
115,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:115  ��天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,156
116,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:116  ��超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,189
