# 163
index,name,label,likes
0,山西刀削面 food_id:0,闽菜 food_id:0,66
1,山西刀削面 food_id:1,闽菜 food_id:1,33
2,牛肉拉面 food_id:2,闽菜 food_id:2,90
3,毛血旺 food_id:3,苏菜 food_id:3,39
4,麻辣烫 food_id:4,鲁菜 food_id:4,69
5,猪肉炒手 food_id:5,湘菜 food_id:5,48
6,麻辣烫 food_id:6,闽菜 food_id:6,54
7,涮毛肚 food_id:7,闽菜 food_id:7,12
8,面皮 food_id:8,浙菜 food_id:8,60
9,山西刀削面 food_id:9,苏菜 food_id:9,105
10,麻辣烫 food_id:10,鲁菜 food_id:10,87
11,山西刀削面 food_id:11,湘菜 food_id:11,81
12,牛肉拉面 food_id:12,徽菜 food_id:12,69
13,鱼香肉丝 food_id:13,鲁菜 food_id:13,36
14,猪肉炒手 food_id:14,浙菜 food_id:14,105
15,牛肉拉面 food_id:15,苏菜 food_id:15,24
16,猪肉炒手 food_id:16,闽菜 food_id:16,111
17,山西刀削面 food_id:17,闽菜 food_id:17,18
18,涮毛肚 food_id:18,徽菜 food_id:18,54
19,鱼香肉丝 food_id:19,粤菜 food_id:19,0
20,鱼香肉丝 food_id:20,鲁菜 food_id:20,111
21,涮毛肚 food_id:21,闽菜 food_id:21,90
22,猪肉炒手 food_id:22,粤菜 food_id:22,111
23,面皮 food_id:23,粤菜 food_id:23,39
24,麻辣烫 food_id:24,徽菜 food_id:24,24
25,面皮 food_id:25,川菜 food_id:25,45
26,毛血旺 food_id:26,湘菜 food_id:26,15
27,牛肉拉面 food_id:27,鲁菜 food_id:27,9
28,鱼香肉丝 food_id:28,苏菜 food_id:28,45
29,麻辣烫 food_id:29,徽菜 food_id:29,84
30,猪肉炒手 food_id:30,闽菜 food_id:30,66
31,猪肉炒手 food_id:31,湘菜 food_id:31,3
32,鱼香肉丝 food_id:32,鲁菜 food_id:32,9
33,麻辣烫 food_id:33,粤菜 food_id:33,45
34,面皮 food_id:34,苏菜 food_id:34,90
35,毛血旺 food_id:35,闽菜 food_id:35,39
36,面皮 food_id:36,浙菜 food_id:36,51
37,牛肉拉面 food_id:37,浙菜 food_id:37,99
38,猪肉炒手 food_id:38,鲁菜 food_id:38,108
39,鱼香肉丝 food_id:39,闽菜 food_id:39,0
40,麻辣烫 food_id:40,浙菜 food_id:40,39
41,涮毛肚 food_id:41,闽菜 food_id:41,54
42,猪肉炒手 food_id:42,闽菜 food_id:42,42
43,鱼香肉丝 food_id:43,川菜 food_id:43,36
44,猪肉炒手 food_id:44,徽菜 food_id:44,3
45,猪肉炒手 food_id:45,苏菜 food_id:45,81
46,山西刀削面 food_id:46,徽菜 food_id:46,57
47,麻辣烫 food_id:47,川菜 food_id:47,78
48,面皮 food_id:48,粤菜 food_id:48,63
49,鱼香肉丝 food_id:49,浙菜 food_id:49,27
50,面皮 food_id:50,浙菜 food_id:50,105
51,牛肉拉面 food_id:51,苏菜 food_id:51,96
52,猪肉炒手 food_id:52,闽菜 food_id:52,78
53,毛血旺 food_id:53,粤菜 food_id:53,81
54,鱼香肉丝 food_id:54,徽菜 food_id:54,108
55,毛血旺 food_id:55,粤菜 food_id:55,54
56,面皮 food_id:56,闽菜 food_id:56,102
57,毛血旺 food_id:57,苏菜 food_id:57,45
58,山西刀削面 food_id:58,浙菜 food_id:58,21
59,猪肉炒手 food_id:59,粤菜 food_id:59,21
60,毛血旺 food_id:60,浙菜 food_id:60,57
61,牛肉拉面 food_id:61,鲁菜 food_id:61,78
62,鱼香肉丝 food_id:62,粤菜 food_id:62,78
63,鱼香肉丝 food_id:63,粤菜 food_id:63,21
64,牛肉拉面 food_id:64,浙菜 food_id:64,84
65,毛血旺 food_id:65,浙菜 food_id:65,18
66,山西刀削面 food_id:66,徽菜 food_id:66,0
67,猪肉炒手 food_id:67,闽菜 food_id:67,33
68,山西刀削面 food_id:68,徽菜 food_id:68,66
69,面皮 food_id:69,鲁菜 food_id:69,96
70,牛肉拉面 food_id:70,闽菜 food_id:70,18
71,毛血旺 food_id:71,川菜 food_id:71,87
72,麻辣烫 food_id:72,浙菜 food_id:72,117
73,麻辣烫 food_id:73,湘菜 food_id:73,51
74,毛血旺 food_id:74,苏菜 food_id:74,69
75,猪肉炒手 food_id:75,川菜 food_id:75,48
76,涮毛肚 food_id:76,川菜 food_id:76,108
77,麻辣烫 food_id:77,徽菜 food_id:77,15
78,鱼香肉丝 food_id:78,徽菜 food_id:78,78
79,山西刀削面 food_id:79,粤菜 food_id:79,54
80,牛肉拉面 food_id:80,浙菜 food_id:80,87
81,山西刀削面 food_id:81,鲁菜 food_id:81,54
82,涮毛肚 food_id:82,浙菜 food_id:82,78
83,涮毛肚 food_id:83,湘菜 food_id:83,51
84,面皮 food_id:84,川菜 food_id:84,66
85,毛血旺 food_id:85,徽菜 food_id:85,54
86,面皮 food_id:86,鲁菜 food_id:86,117
87,鱼香肉丝 food_id:87,粤菜 food_id:87,36
88,面皮 food_id:88,闽菜 food_id:88,9
89,山西刀削面 food_id:89,闽菜 food_id:89,105
90,鱼香肉丝 food_id:90,粤菜 food_id:90,12
91,涮毛肚 food_id:91,浙菜 food_id:91,57
92,山西刀削面 food_id:92,湘菜 food_id:92,9
93,涮毛肚 food_id:93,徽菜 food_id:93,42
94,山西刀削面 food_id:94,川菜 food_id:94,30
95,毛血旺 food_id:95,湘菜 food_id:95,48
96,猪肉炒手 food_id:96,闽菜 food_id:96,75
97,面皮 food_id:97,闽菜 food_id:97,45
98,毛血旺 food_id:98,鲁菜 food_id:98,102
99,山西刀削面 food_id:99,川菜 food_id:99,42
100,面皮 food_id:100,闽菜 food_id:100,45
101,麻辣烫 food_id:101,徽菜 food_id:101,84
102,麻辣烫 food_id:102,徽菜 food_id:102,0
103,麻辣烫 food_id:103,苏菜 food_id:103,6
104,面皮 food_id:104,闽菜 food_id:104,60
105,猪肉炒手 food_id:105,闽菜 food_id:105,51
106,涮毛肚 food_id:106,浙菜 food_id:106,93
107,涮毛肚 food_id:107,闽菜 food_id:107,3
108,鱼香肉丝 food_id:108,湘菜 food_id:108,96
109,麻辣烫 food_id:109,浙菜 food_id:109,6
110,毛血旺 food_id:110,闽菜 food_id:110,96
111,牛肉拉面 food_id:111,湘菜 food_id:111,30
112,牛肉拉面 food_id:112,湘菜 food_id:112,111
113,面皮 food_id:113,粤菜 food_id:113,27
114,麻辣烫 food_id:114,浙菜 food_id:114,21
115,面皮 food_id:115,闽菜 food_id:115,111
116,牛肉拉面 food_id:116,浙菜 food_id:116,27
117,涮毛肚 food_id:117,浙菜 food_id:117,6
118,麻辣烫 food_id:118,浙菜 food_id:118,69
119,鱼香肉丝 food_id:119,闽菜 food_id:119,102
120,鱼香肉丝 food_id:120,鲁菜 food_id:120,102
121,牛肉拉面 food_id:121,闽菜 food_id:121,12
122,鱼香肉丝 food_id:122,徽菜 food_id:122,87
123,毛血旺 food_id:123,徽菜 food_id:123,42
124,面皮 food_id:124,闽菜 food_id:124,48
125,鱼香肉丝 food_id:125,粤菜 food_id:125,102
126,毛血旺 food_id:126,粤菜 food_id:126,105
127,山西刀削面 food_id:127,鲁菜 food_id:127,57
128,鱼香肉丝 food_id:128,闽菜 food_id:128,54
129,面皮 food_id:129,鲁菜 food_id:129,6
130,麻辣烫 food_id:130,湘菜 food_id:130,93
131,猪肉炒手 food_id:131,浙菜 food_id:131,45
132,麻辣烫 food_id:132,湘菜 food_id:132,30
133,毛血旺 food_id:133,川菜 food_id:133,63
134,猪肉炒手 food_id:134,苏菜 food_id:134,9
135,面皮 food_id:135,粤菜 food_id:135,48
136,毛血旺 food_id:136,粤菜 food_id:136,81
137,涮毛肚 food_id:137,闽菜 food_id:137,24
138,鱼香肉丝 food_id:138,粤菜 food_id:138,18
139,猪肉炒手 food_id:139,闽菜 food_id:139,18
140,麻辣烫 food_id:140,闽菜 food_id:140,15
141,猪肉炒手 food_id:141,浙菜 food_id:141,6
142,毛血旺 food_id:142,徽菜 food_id:142,12
143,面皮 food_id:143,浙菜 food_id:143,0
144,猪肉炒手 food_id:144,苏菜 food_id:144,63
145,牛肉拉面 food_id:145,湘菜 food_id:145,66
146,毛血旺 food_id:146,湘菜 food_id:146,99
147,面皮 food_id:147,苏菜 food_id:147,78
148,麻辣烫 food_id:148,苏菜 food_id:148,57
149,牛肉拉面 food_id:149,川菜 food_id:149,81
150,面皮 food_id:150,浙菜 food_id:150,84
151,毛血旺 food_id:151,湘菜 food_id:151,66
152,牛肉拉面 food_id:152,徽菜 food_id:152,114
153,鱼香肉丝 food_id:153,粤菜 food_id:153,27
154,牛肉拉面 food_id:154,粤菜 food_id:154,54
155,山西刀削面 food_id:155,粤菜 food_id:155,30
156,牛肉拉面 food_id:156,川菜 food_id:156,105
157,山西刀削面 food_id:157,闽菜 food_id:157,15
158,毛血旺 food_id:158,浙菜 food_id:158,48
159,面皮 food_id:159,粤菜 food_id:159,54
160,毛血旺 food_id:160,湘菜 food_id:160,69
161,山西刀削面 food_id:161,川菜 food_id:161,48
162,毛血旺 food_id:162,鲁菜 food_id:162,63
