# 4784
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,0,1,45,5,1,1,0
1,0,2,55,9,1,1,0
2,0,3,15,4,1,1,1
3,0,4,95,7,1,1,0
4,0,5,25,5,1,1,0
5,0,6,70,1,1,1,1
6,0,7,95,9,1,1,0
7,0,8,15,4,1,1,0
8,0,9,50,3,1,1,0
9,0,10,65,5,1,0,1
10,0,11,85,8,1,1,1
11,0,12,55,3,1,0,0
12,0,13,85,7,1,0,0
13,0,14,65,8,1,1,0
14,0,15,75,9,1,1,1
15,0,16,25,8,1,1,1
16,0,17,50,8,1,1,0
17,0,18,45,9,1,1,1
18,0,19,30,2,1,0,0
19,0,20,40,7,1,0,1
20,0,21,90,3,1,1,1
21,0,22,85,2,1,1,0
22,0,23,10,2,1,0,0
23,0,24,100,8,1,1,0
24,0,25,70,1,1,1,1
25,0,26,65,0,1,1,1
26,0,27,95,8,1,0,1
27,1,18,100,5,1,1,0
28,0,29,90,7,1,0,0
29,0,30,5,8,1,1,0
30,0,31,90,7,1,1,0
31,0,32,75,3,1,1,1
32,0,33,75,0,1,0,0
33,0,34,40,2,1,1,1
34,0,35,15,8,1,1,0
35,0,36,80,8,1,1,0
36,0,37,25,2,1,1,0
37,0,38,60,7,1,1,1
38,0,39,55,8,1,1,1
39,0,40,80,3,1,1,1
40,0,41,5,5,1,0,0
41,0,42,50,4,1,0,1
42,1,77,5,1,1,1,0
43,0,44,55,6,1,0,1
44,0,45,5,3,1,1,1
45,0,46,15,6,1,1,1
46,0,47,25,2,1,1,1
47,0,48,65,0,1,1,1
48,0,49,50,7,1,1,0
49,0,50,25,7,1,1,0
50,0,51,5,7,1,1,0
51,2,18,25,4,1,1,0
52,0,53,5,8,1,1,1
53,0,54,85,7,1,1,0
54,0,55,45,3,1,1,0
55,0,56,5,4,1,1,1
56,0,57,20,8,1,1,0
57,0,58,50,9,1,0,0
58,0,59,75,1,1,1,0
59,0,60,60,3,1,0,0
60,0,61,50,7,1,1,0
61,0,62,40,5,1,1,1
62,0,63,60,4,1,0,1
63,0,64,25,6,1,1,1
64,0,65,100,5,1,1,0
65,0,66,50,5,1,1,0
66,2,99,90,8,1,1,1
67,0,68,60,7,1,1,1
68,0,69,25,4,1,1,0
69,0,70,5,4,1,1,1
70,0,71,10,9,1,1,0
71,0,72,50,6,1,1,1
72,0,73,40,8,1,1,1
73,0,74,100,0,1,1,0
74,0,75,65,4,1,1,1
75,0,76,75,6,1,1,1
76,0,77,20,6,1,0,0
77,0,78,35,8,1,1,0
78,0,79,40,4,1,0,1
79,0,80,100,8,1,0,0
80,0,81,100,1,1,1,0
81,0,82,55,2,1,1,1
82,0,83,45,6,1,1,0
83,0,84,5,2,1,1,0
84,0,85,50,8,1,1,1
85,4,24,70,5,1,1,0
86,0,87,30,3,1,1,0
87,0,88,40,3,1,1,0
88,0,89,50,2,1,1,1
89,0,90,95,9,1,0,0
90,0,91,55,6,1,1,1
91,0,92,20,0,1,1,0
92,0,93,85,3,1,1,1
93,0,94,30,0,1,1,1
94,0,95,10,3,1,1,1
95,0,96,90,1,1,0,0
96,0,97,30,0,1,1,0
97,0,98,90,0,1,1,0
98,0,99,35,1,1,1,1
99,1,2,15,1,1,1,0
100,1,3,25,5,1,0,1
101,1,4,55,0,1,0,0
102,1,5,80,0,1,1,0
103,1,6,55,3,1,1,0
104,1,7,80,9,1,1,0
105,1,8,70,6,1,1,0
106,1,9,45,5,1,1,1
107,1,10,25,6,1,1,1
108,1,11,5,5,1,1,0
109,1,12,5,0,1,1,1
110,1,13,95,7,1,0,0
111,1,14,70,8,1,1,0
112,1,15,50,5,1,1,0
113,1,16,60,5,1,1,1
114,1,17,80,0,1,1,1
115,1,18,75,1,1,1,0
116,1,19,25,9,1,1,0
117,1,20,50,6,1,1,1
118,1,21,50,5,1,1,0
119,1,22,65,1,1,0,0
120,1,23,25,4,1,0,1
121,1,24,45,8,1,1,0
122,1,25,30,0,1,0,1
123,1,26,15,6,1,1,0
