# 100
index,name,instruction,label,likes
0,一厕所 id:0,一厕所是一所厕所。 id:0, 厕所 ,19
1,五食堂 id:1,五食堂是食堂。 id:1, 食堂 ,5
2,四宿舍 id:2,四宿舍是新中国第514所邮电高等宿舍。 id:2, 宿舍 ,28
3,二食堂 id:3,二食堂是食堂。 id:3, 食堂 ,21
4,三食堂 id:4,三食堂是食堂。 id:4, 食堂 ,32
5,小车棚 id:5,小花园是一所啸车棚子。 id:5, 车棚 ,7
6,一厕所 id:6,一厕所是一所厕所。 id:6, 厕所 ,9
7,五宿舍 id:7,五宿舍是宿舍。 id:7, 宿舍 ,45
8,五教学楼 id:8,五教学楼是新中国第114所邮电高等教学楼。 id:8, 教学楼 ,43
9,三厕所 id:9,三厕所是厕所。 id:9, 厕所 ,12
10,五宿舍 id:10,五宿舍是宿舍。 id:10, 宿舍 ,45
11,五厕所 id:11,五厕所是厕所。 id:11, 厕所 ,14
12,五食堂 id:12,五食堂是食堂。 id:12, 食堂 ,28
13,小车棚 id:13,小花园是一所啸车棚子。 id:13, 车棚 ,36
14,二教学楼 id:14,二教学楼是新中国第18所邮电高等教学楼。 id:14, 教学楼 ,33
15,四食堂 id:15,四食堂是新中国第514所邮电高等食堂。 id:15, 食堂 ,38
16,五食堂 id:16,五食堂是食堂。 id:16, 食堂 ,28
17,一宿舍 id:17,一宿舍是一所宿舍。 id:17, 宿舍 ,24
18,五食堂 id:18,五食堂是食堂。 id:18, 食堂 ,36
19,小车棚 id:19,小花园是一所啸车棚子。 id:19, 车棚 ,3
20,一食堂 id:20,一食堂是一所食堂。 id:20, 食堂 ,31
21,三教学楼 id:21,三教学楼是新中国第114514所邮电高等教学楼。 id:21, 教学楼 ,33
22,一宿舍 id:22,一宿舍是一所宿舍。 id:22, 宿舍 ,34
23,二教学楼 id:23,二教学楼是新中国第18所邮电高等教学楼。 id:23, 教学楼 ,14
24,四宿舍 id:24,四宿舍是新中国第514所邮电高等宿舍。 id:24, 宿舍 ,16
25,二教学楼 id:25,二教学楼是新中国第18所邮电高等教学楼。 id:25, 教学楼 ,40
26,一教学楼 id:26,一教学楼是新中国第1所邮电高等教学楼。 id:26, 教学楼 ,36
27,三食堂 id:27,三食堂是食堂。 id:27, 食堂 ,21
28,四食堂 id:28,四食堂是新中国第514所邮电高等食堂。 id:28, 食堂 ,34
29,小理发店 id:29,小花园是一所啸理发店子。 id:29, 理发店 ,22
30,小快递站 id:30,小花园是一所啸快递站子。 id:30, 快递站 ,11
31,四宿舍 id:31,四宿舍是新中国第514所邮电高等宿舍。 id:31, 宿舍 ,26
32,四厕所 id:32,四厕所是新中国第514所邮电高等厕所。 id:32, 厕所 ,25
33,五厕所 id:33,五厕所是厕所。 id:33, 厕所 ,25
34,四宿舍 id:34,四宿舍是新中国第514所邮电高等宿舍。 id:34, 宿舍 ,17
35,一食堂 id:35,一食堂是一所食堂。 id:35, 食堂 ,23
36,二宿舍 id:36,二宿舍是宿舍。 id:36, 宿舍 ,31
37,小保卫处 id:37,小花园是一所啸保卫处。 id:37, 保卫处 ,27
38,二宿舍 id:38,二宿舍是宿舍。 id:38, 宿舍 ,29
39,四厕所 id:39,四厕所是新中国第514所邮电高等厕所。 id:39, 厕所 ,11
40,四教学楼 id:40,四教学楼是新中国第514所邮电高等教学楼。 id:40, 教学楼 ,14
41,五教学楼 id:41,五教学楼是新中国第114所邮电高等教学楼。 id:41, 教学楼 ,24
42,小保卫处 id:42,小花园是一所啸保卫处。 id:42, 保卫处 ,27
43,二宿舍 id:43,二宿舍是宿舍。 id:43, 宿舍 ,7
44,一教学楼 id:44,一教学楼是新中国第1所邮电高等教学楼。 id:44, 教学楼 ,21
45,二教学楼 id:45,二教学楼是新中国第18所邮电高等教学楼。 id:45, 教学楼 ,3
46,二宿舍 id:46,二宿舍是宿舍。 id:46, 宿舍 ,41
47,三教学楼 id:47,三教学楼是新中国第114514所邮电高等教学楼。 id:47, 教学楼 ,16
48,三食堂 id:48,三食堂是食堂。 id:48, 食堂 ,2
49,四食堂 id:49,四食堂是新中国第514所邮电高等食堂。 id:49, 食堂 ,28
50,一宿舍 id:50,一宿舍是一所宿舍。 id:50, 宿舍 ,32
51,五教学楼 id:51,五教学楼是新中国第114所邮电高等教学楼。 id:51, 教学楼 ,33
52,三宿舍 id:52,三宿舍是宿舍。 id:52, 宿舍 ,32
53,三食堂 id:53,三食堂是食堂。 id:53, 食堂 ,21
54,二教学楼 id:54,二教学楼是新中国第18所邮电高等教学楼。 id:54, 教学楼 ,13
55,二厕所 id:55,二厕所是厕所。 id:55, 厕所 ,27
56,四厕所 id:56,四厕所是新中国第514所邮电高等厕所。 id:56, 厕所 ,35
57,小理发店 id:57,小花园是一所啸理发店子。 id:57, 理发店 ,29
58,小车棚 id:58,小花园是一所啸车棚子。 id:58, 车棚 ,15
59,三教学楼 id:59,三教学楼是新中国第114514所邮电高等教学楼。 id:59, 教学楼 ,34
60,小理发店 id:60,小花园是一所啸理发店子。 id:60, 理发店 ,45
61,三宿舍 id:61,三宿舍是宿舍。 id:61, 宿舍 ,31
62,一厕所 id:62,一厕所是一所厕所。 id:62, 厕所 ,37
63,四食堂 id:63,四食堂是新中国第514所邮电高等食堂。 id:63, 食堂 ,7
64,一教学楼 id:64,一教学楼是新中国第1所邮电高等教学楼。 id:64, 教学楼 ,20
65,五宿舍 id:65,五宿舍是宿舍。 id:65, 宿舍 ,36
66,五教学楼 id:66,五教学楼是新中国第114所邮电高等教学楼。 id:66, 教学楼 ,14
67,三宿舍 id:67,三宿舍是宿舍。 id:67, 宿舍 ,17
68,四食堂 id:68,四食堂是新中国第514所邮电高等食堂。 id:68, 食堂 ,29
69,三教学楼 id:69,三教学楼是新中国第114514所邮电高等教学楼。 id:69, 教学楼 ,6
70,三宿舍 id:70,三宿舍是宿舍。 id:70, 宿舍 ,39
71,四教学楼 id:71,四教学楼是新中国第514所邮电高等教学楼。 id:71, 教学楼 ,16
72,三食堂 id:72,三食堂是食堂。 id:72, 食堂 ,2
73,二食堂 id:73,二食堂是食堂。 id:73, 食堂 ,3
74,小车棚 id:74,小花园是一所啸车棚子。 id:74, 车棚 ,41
75,小快递站 id:75,小花园是一所啸快递站子。 id:75, 快递站 ,42
76,五教学楼 id:76,五教学楼是新中国第114所邮电高等教学楼。 id:76, 教学楼 ,14
77,二教学楼 id:77,二教学楼是新中国第18所邮电高等教学楼。 id:77, 教学楼 ,22
78,二宿舍 id:78,二宿舍是宿舍。 id:78, 宿舍 ,40
79,四厕所 id:79,四厕所是新中国第514所邮电高等厕所。 id:79, 厕所 ,27
80,二厕所 id:80,二厕所是厕所。 id:80, 厕所 ,8
81,四厕所 id:81,四厕所是新中国第514所邮电高等厕所。 id:81, 厕所 ,26
82,一教学楼 id:82,一教学楼是新中国第1所邮电高等教学楼。 id:82, 教学楼 ,14
83,五食堂 id:83,五食堂是食堂。 id:83, 食堂 ,4
84,二厕所 id:84,二厕所是厕所。 id:84, 厕所 ,39
85,二宿舍 id:85,二宿舍是宿舍。 id:85, 宿舍 ,46
86,五教学楼 id:86,五教学楼是新中国第114所邮电高等教学楼。 id:86, 教学楼 ,10
87,一厕所 id:87,一厕所是一所厕所。 id:87, 厕所 ,29
88,小理发店 id:88,小花园是一所啸理发店子。 id:88, 理发店 ,22
89,一厕所 id:89,一厕所是一所厕所。 id:89, 厕所 ,21
90,三食堂 id:90,三食堂是食堂。 id:90, 食堂 ,31
91,四厕所 id:91,四厕所是新中国第514所邮电高等厕所。 id:91, 厕所 ,43
92,小花园 id:92,小花园是一所啸公园。 id:92, 花园 ,35
93,小快递站 id:93,小花园是一所啸快递站子。 id:93, 快递站 ,14
94,五教学楼 id:94,五教学楼是新中国第114所邮电高等教学楼。 id:94, 教学楼 ,36
95,四食堂 id:95,四食堂是新中国第514所邮电高等食堂。 id:95, 食堂 ,17
96,二厕所 id:96,二厕所是厕所。 id:96, 厕所 ,26
97,四宿舍 id:97,四宿舍是新中国第514所邮电高等宿舍。 id:97, 宿舍 ,40
98,一教学楼 id:98,一教学楼是新中国第1所邮电高等教学楼。 id:98, 教学楼 ,37
99,一教学楼 id:99,一教学楼是新中国第1所邮电高等教学楼。 id:99, 教学楼 ,28
