# 4781
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,0,1,100,0,1,0,0
1,0,2,100,6,1,1,1
2,0,3,10,9,1,1,0
3,0,4,95,8,1,1,1
4,0,5,55,2,1,1,1
5,0,6,70,3,1,1,0
6,0,7,55,2,1,0,1
7,0,8,95,9,1,1,0
8,0,9,55,1,1,1,0
9,0,10,15,0,1,1,0
10,0,11,80,0,1,1,1
11,0,12,40,2,1,1,0
12,0,13,35,2,1,1,0
13,0,14,15,0,1,1,0
14,0,15,50,2,1,1,0
15,0,16,25,5,1,1,0
16,0,17,95,3,1,1,1
17,0,18,100,8,1,0,0
18,0,19,90,0,1,1,0
19,0,20,90,8,1,1,0
20,0,21,70,4,1,1,0
21,0,22,60,4,1,1,1
22,0,23,90,7,1,0,1
23,0,24,35,5,1,1,1
24,0,25,70,2,1,0,0
25,0,26,35,1,1,1,0
26,0,27,80,2,1,0,1
27,0,28,60,8,1,0,1
28,0,29,90,0,1,1,0
29,0,30,75,9,1,1,1
30,0,31,30,8,1,0,0
31,1,41,20,6,1,1,1
32,0,33,45,7,1,0,1
33,0,34,20,4,1,1,1
34,0,35,85,0,1,1,1
35,0,36,80,3,1,1,0
36,0,37,95,2,1,1,0
37,0,38,10,0,1,1,1
38,0,39,85,9,1,1,0
39,0,40,5,0,1,1,0
40,0,41,75,1,1,1,1
41,0,42,25,9,1,0,0
42,0,43,95,7,1,1,0
43,0,44,90,0,1,1,1
44,0,45,35,4,1,1,1
45,0,46,25,8,1,1,0
46,0,47,85,2,1,1,0
47,0,48,65,7,1,1,0
48,2,35,60,1,1,1,1
49,0,50,10,2,1,1,0
50,0,51,30,4,1,1,1
51,0,52,15,6,1,1,0
52,0,53,10,0,1,1,1
53,0,54,20,0,1,1,0
54,0,55,15,2,1,1,0
55,0,56,5,2,1,1,0
56,0,57,75,5,1,0,1
57,0,58,50,7,1,1,0
58,0,59,75,6,1,0,1
59,0,60,25,0,1,1,0
60,0,61,90,0,1,1,1
61,0,62,60,4,1,0,1
62,0,63,65,6,1,1,0
63,0,64,70,8,1,1,0
64,0,65,85,1,1,0,1
65,0,66,25,6,1,1,0
66,0,67,40,4,1,1,0
67,0,68,10,4,1,1,1
68,0,69,5,9,1,1,1
69,0,70,65,7,1,1,1
70,0,71,90,1,1,0,1
71,0,72,70,1,1,1,1
72,0,73,30,6,1,0,0
73,0,74,10,4,1,1,1
74,0,75,50,5,1,1,1
75,0,76,5,4,1,1,0
76,0,77,10,0,1,1,0
77,0,78,70,4,1,0,1
78,0,79,75,0,1,0,0
79,0,80,70,2,1,1,1
80,0,81,55,4,1,1,0
81,0,82,100,6,1,0,1
82,0,83,100,6,1,1,0
83,0,84,85,8,1,1,1
84,0,85,5,4,1,0,1
85,0,86,55,2,1,1,1
86,0,87,5,6,1,1,0
87,0,88,25,7,1,1,0
88,0,89,30,0,1,1,1
89,0,90,95,0,1,1,0
90,0,91,25,4,1,0,0
91,0,92,10,5,1,0,0
92,0,93,90,4,1,1,0
93,0,94,65,2,1,0,0
94,0,95,5,6,1,1,1
95,0,96,60,5,1,1,1
96,0,97,10,7,1,1,1
97,0,98,15,5,1,1,1
98,0,99,100,4,1,1,0
99,1,2,95,6,1,1,0
100,1,3,60,5,1,1,1
101,5,7,75,8,1,1,0
102,1,5,25,5,1,1,1
103,1,6,90,8,1,1,0
104,5,20,65,5,1,0,0
105,1,8,30,3,1,1,0
106,1,9,85,0,1,1,0
107,1,10,40,4,1,0,1
108,1,11,80,0,1,0,0
109,1,12,70,3,1,1,0
110,1,13,50,9,1,1,1
111,1,14,25,1,1,0,1
112,1,15,15,3,1,1,0
113,1,16,30,8,1,1,0
114,1,17,100,9,1,1,1
115,5,99,45,3,1,1,0
116,1,19,60,0,1,1,1
117,1,20,75,4,1,1,1
118,1,21,60,3,1,1,1
119,1,22,100,1,1,1,1
120,1,23,75,0,1,1,1
121,1,24,40,8,1,1,0
122,1,25,10,4,1,1,1
123,1,26,20,4,1,1,0
124,1,27,60,9,1,1,1
125,1,28,85,6,1,1,0
126,1,29,5,7,1,0,1
127,1,30,55,4,1,1,0
128,1,31,55,0,1,1,0
129,1,32,85,9,1,1,1
130,1,33,30,4,1,1,0
131,1,34,85,0,1,1,1
132,1,35,95,3,1,1,1
133,1,36,70,5,1,1,0
134,1,37,15,7,1,0,1
135,1,38,10,4,1,1,1
136,1,39,60,2,1,1,1
137,1,40,30,7,1,0,1
138,1,41,70,5,1,1,0
139,1,42,90,7,1,0,0
140,1,43,20,0,1,0,1
141,1,44,70,0,1,0,1
142,1,45,10,7,1,1,0
143,1,46,20,8,1,1,1
144,1,47,40,4,1,1,1
145,1,48,55,5,1,1,0
146,1,49,50,8,1,0,1
147,1,50,40,2,1,1,1
148,1,51,100,7,1,1,0
149,1,52,90,3,1,1,0
150,1,53,95,1,1,0,0
151,1,54,80,8,1,1,1
152,1,55,40,9,1,1,1
153,1,56,45,0,1,0,0
154,1,57,65,2,1,1,0
155,1,58,100,1,1,1,0
156,1,59,60,1,1,1,0
157,1,60,55,7,1,0,1
158,1,61,5,6,1,1,1
159,1,62,5,3,1,1,1
160,1,63,95,9,1,1,1
161,1,64,80,5,1,0,1
162,1,65,100,8,1,1,0
163,1,66,70,4,1,0,0
164,1,67,35,2,1,1,0
165,1,68,25,3,1,1,0
166,1,69,20,1,1,1,1
167,1,70,40,1,1,1,1
168,1,71,15,0,1,1,0
169,1,72,75,6,1,1,0
170,1,73,20,6,1,0,1
171,1,74,60,3,1,1,0
172,1,75,15,1,1,1,0
173,1,76,75,1,1,1,0
174,9,25,50,7,1,1,1
175,1,78,30,6,1,0,1
176,1,79,10,1,1,0,1
177,1,80,15,6,1,1,0
178,1,81,45,7,1,1,1
179,9,44,50,7,1,1,0
180,1,83,40,8,1,0,1
181,1,84,10,7,1,1,0
182,1,85,95,0,1,1,0
183,1,86,75,6,1,1,1
184,1,87,50,1,1,1,0
185,1,88,40,0,1,0,1
186,1,89,60,7,1,1,1
187,1,90,10,3,1,1,0
188,1,91,100,7,1,1,1
189,1,92,20,9,1,0,1
190,1,93,75,7,1,0,0
191,1,94,100,2,1,1,0
192,1,95,85,2,1,0,1
193,1,96,60,0,1,0,1
194,1,97,45,3,1,0,0
195,1,98,10,3,1,1,0
196,1,99,80,1,1,0,0
197,2,3,5,5,1,1,0
198,2,4,95,1,1,1,0
199,2,5,75,7,1,1,1
200,2,6,95,2,1,0,0
201,2,7,15,2,1,1,0
202,2,8,65,7,1,1,1
203,2,9,70,1,1,1,1
204,2,10,40,4,1,0,0
205,2,11,40,0,1,1,0
206,2,12,30,4,1,0,0
207,10,93,75,9,1,0,1
208,2,14,35,3,1,0,0
209,2,15,75,4,1,0,0
210,2,16,95,7,1,1,0
211,2,17,90,1,1,1,1
212,2,18,55,0,1,1,0
213,2,19,40,8,1,1,0
214,2,20,5,2,1,1,0
215,2,21,55,1,1,0,0
216,2,22,55,2,1,1,0
217,2,23,55,7,1,0,1
218,2,24,5,1,1,1,0
219,2,25,50,8,1,1,0
220,2,26,10,7,1,1,0
221,11,49,40,3,1,0,1
222,2,28,100,0,1,1,1
223,2,29,80,2,1,1,0
224,2,30,55,3,1,0,0
225,2,31,85,6,1,1,1
226,2,32,75,6,1,1,1
227,2,33,70,9,1,1,0
228,2,34,10,8,1,1,0
229,2,35,85,1,1,1,0
230,2,36,15,2,1,1,1
231,2,37,50,7,1,1,1
232,2,38,25,9,1,1,0
233,2,39,100,9,1,1,1
234,2,40,25,0,1,1,1
235,2,41,90,8,1,1,1
236,2,42,100,4,1,1,0
237,2,43,35,1,1,0,1
238,2,44,5,4,1,0,1
239,2,45,25,9,1,1,0
240,2,46,15,5,1,0,0
241,2,47,95,8,1,1,1
242,2,48,85,8,1,0,0
243,2,49,85,2,1,1,1
244,2,50,70,2,1,0,0
245,2,51,65,2,1,0,0
246,2,52,35,6,1,1,1
247,2,53,75,7,1,1,0
248,2,54,100,7,1,0,1
249,2,55,45,8,1,1,1
250,2,56,70,1,1,0,1
251,2,57,95,6,1,1,1
252,2,58,30,4,1,1,1
253,2,59,5,1,1,0,0
254,2,60,10,7,1,1,1
255,2,61,95,1,1,0,1
256,2,62,50,7,1,1,0
257,2,63,45,2,1,1,1
258,2,64,55,4,1,1,1
259,13,78,15,2,1,1,1
260,2,66,50,9,1,1,1
261,2,67,60,8,1,1,0
262,2,68,85,3,1,1,0
263,13,82,60,4,1,1,0
264,2,70,25,1,1,1,0
265,2,71,10,4,1,1,0
266,2,72,80,5,1,1,0
267,2,73,50,5,1,1,1
