# 100
index,name,instruction,label,likes
0,一厕所 id:0,一厕所是一所厕所。 id:0, 厕所 ,18
1,五宿舍 id:1,五宿舍是宿舍。 id:1, 宿舍 ,45
2,小车棚 id:2,小花园是一所啸车棚子。 id:2, 车棚 ,32
3,四宿舍 id:3,四宿舍是新中国第514所邮电高等宿舍。 id:3, 宿舍 ,30
4,五宿舍 id:4,五宿舍是宿舍。 id:4, 宿舍 ,36
5,一厕所 id:5,一厕所是一所厕所。 id:5, 厕所 ,7
6,小花园 id:6,小花园是一所啸公园。 id:6, 花园 ,2
7,小快递站 id:7,小花园是一所啸快递站子。 id:7, 快递站 ,3
8,一食堂 id:8,一食堂是一所食堂。 id:8, 食堂 ,34
9,小理发店 id:9,小花园是一所啸理发店子。 id:9, 理发店 ,45
10,五教学楼 id:10,五教学楼是新中国第114所邮电高等教学楼。 id:10, 教学楼 ,44
11,二宿舍 id:11,二宿舍是宿舍。 id:11, 宿舍 ,32
12,四教学楼 id:12,四教学楼是新中国第514所邮电高等教学楼。 id:12, 教学楼 ,16
13,五食堂 id:13,五食堂是食堂。 id:13, 食堂 ,25
14,三食堂 id:14,三食堂是食堂。 id:14, 食堂 ,11
15,四宿舍 id:15,四宿舍是新中国第514所邮电高等宿舍。 id:15, 宿舍 ,26
16,二厕所 id:16,二厕所是厕所。 id:16, 厕所 ,45
17,一食堂 id:17,一食堂是一所食堂。 id:17, 食堂 ,35
18,五厕所 id:18,五厕所是厕所。 id:18, 厕所 ,17
19,五宿舍 id:19,五宿舍是宿舍。 id:19, 宿舍 ,9
20,三食堂 id:20,三食堂是食堂。 id:20, 食堂 ,32
21,三食堂 id:21,三食堂是食堂。 id:21, 食堂 ,9
22,五食堂 id:22,五食堂是食堂。 id:22, 食堂 ,17
23,五食堂 id:23,五食堂是食堂。 id:23, 食堂 ,2
24,一教学楼 id:24,一教学楼是新中国第1所邮电高等教学楼。 id:24, 教学楼 ,29
25,四宿舍 id:25,四宿舍是新中国第514所邮电高等宿舍。 id:25, 宿舍 ,6
26,一厕所 id:26,一厕所是一所厕所。 id:26, 厕所 ,28
27,五宿舍 id:27,五宿舍是宿舍。 id:27, 宿舍 ,5
28,一宿舍 id:28,一宿舍是一所宿舍。 id:28, 宿舍 ,13
29,小花园 id:29,小花园是一所啸公园。 id:29, 花园 ,33
30,一厕所 id:30,一厕所是一所厕所。 id:30, 厕所 ,11
31,二宿舍 id:31,二宿舍是宿舍。 id:31, 宿舍 ,25
32,一宿舍 id:32,一宿舍是一所宿舍。 id:32, 宿舍 ,2
33,三宿舍 id:33,三宿舍是宿舍。 id:33, 宿舍 ,28
34,二厕所 id:34,二厕所是厕所。 id:34, 厕所 ,9
35,一教学楼 id:35,一教学楼是新中国第1所邮电高等教学楼。 id:35, 教学楼 ,33
36,二教学楼 id:36,二教学楼是新中国第18所邮电高等教学楼。 id:36, 教学楼 ,32
37,三食堂 id:37,三食堂是食堂。 id:37, 食堂 ,24
38,小车棚 id:38,小花园是一所啸车棚子。 id:38, 车棚 ,18
39,二宿舍 id:39,二宿舍是宿舍。 id:39, 宿舍 ,45
40,四厕所 id:40,四厕所是新中国第514所邮电高等厕所。 id:40, 厕所 ,6
41,三食堂 id:41,三食堂是食堂。 id:41, 食堂 ,9
42,二教学楼 id:42,二教学楼是新中国第18所邮电高等教学楼。 id:42, 教学楼 ,16
43,三食堂 id:43,三食堂是食堂。 id:43, 食堂 ,25
44,三食堂 id:44,三食堂是食堂。 id:44, 食堂 ,32
45,五食堂 id:45,五食堂是食堂。 id:45, 食堂 ,21
46,二食堂 id:46,二食堂是食堂。 id:46, 食堂 ,12
47,三厕所 id:47,三厕所是厕所。 id:47, 厕所 ,33
48,小理发店 id:48,小花园是一所啸理发店子。 id:48, 理发店 ,38
