# 594
index,content,likes
0,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:0  ,24
1,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:1  ,153
2,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:2  �是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:2,12
3,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:3  论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,159
4,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:4  �是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:4,123
5,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:5  �论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,168
6,这是景区评论。今天在这里。。，今天很开心！ comment_id:6  ,30
7,这是景区评论。这里好玩。 comment_id:7  ,90
8,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:8  �论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,135
9,这是景区评论。今天很开心！ comment_id:9  ,135
10,这是一条景区评论今天在这里。。，今天很开心！ comment_id:10  ,231
11,这是景区评论。这里好玩。 comment_id:11  ,114
12,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:12  超好玩，里面的人说话又好听。今天在这里。。，今天�,186
13,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:13  好玩儿，里面的人说话又好听。今天在这里。。，今�,123
14,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:14  啊啊啊，里面的人说话又好听。今天在这里。�,123
15,这是一条景区评论今天在这里。。，今天很开心！ comment_id:15  ,6
16,这是景区评论。今天很开心！ comment_id:16  ,72
17,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:17  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,159
18,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:18  ,186
19,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:19  ,147
20,这是一条景区评论今天在这里。。，今天很开心！ comment_id:20  ,141
21,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:21  ,63
22,这是景区评论。今天在这里。。，今天很开心！ comment_id:22  ,39
23,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:23  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,39
24,这是一条景区评论里面超好玩儿啊啊啊! comment_id:24  ,39
25,这是一条景区评论这是我的景区评论。 comment_id:25  ,60
26,这是一条景区评论这是我的景区评论。 comment_id:26  ,195
27,这是一条景区评论这是我的景区评论。 comment_id:27  ,12
28,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:28  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,99
29,这是一条景区评论今天很开心！ comment_id:29  ,93
30,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:30  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,51
31,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:31  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,24
32,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:32  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,207
33,这是景区评论。这是我的景区评论。 comment_id:33  ,15
34,这是一条景区评论这是我的景区评论。 comment_id:34  ,57
35,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:35  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:35  ,114
36,这是景区评论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 comment_id:36  论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 ,189
37,这是景区评论。今天很开心！ comment_id:37  ,228
38,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:38  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,105
39,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:39  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,105
40,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:40  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,177
41,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:41  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,162
42,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:42  是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:4,63
43,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:43  ,87
44,这是一条景区评论这是我的景区评论。 comment_id:44  ,165
45,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:45  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,63
46,这是景区评论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 comment_id:46  论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 ,165
47,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:47  ,96
48,这是一条景区评论今天很开心！ comment_id:48  ,93
49,这是一条景区评论里面超好玩儿啊啊啊! comment_id:49  ,36
50,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:50  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,129
51,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:51  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,213
52,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:52  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,219
53,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:53  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,168
54,这是一条景区评论这是我的景区评论。 comment_id:54  ,60
55,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:55  评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,159
56,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:56  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,108
57,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:57  评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,138
58,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:58  ,237
59,这是景区评论。里面超好玩儿啊啊啊! comment_id:59  ,201
60,这是景区评论。这里好玩。 comment_id:60  ,39
61,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:61  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,114
62,这是一条景区评论这是我的景区评论。 comment_id:62  ,153
63,这是一条景区评论这里好玩。 comment_id:63  ,132
64,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:64  ,9
65,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:65  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,117
66,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:66  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:66  ,231
67,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:67  ,21
68,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:68  ,87
69,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:69  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,12
70,这是景区评论。里面超好玩儿啊啊啊! comment_id:70  ,111
71,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:71  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,60
72,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:72  好玩儿，里面的人说话又好听。今天在这里。。，今�,168
73,这是一条景区评论今天在这里。。，今天很开心！ comment_id:73  ,66
74,这是景区评论。今天很开心！ comment_id:74  ,207
75,这是一条景区评论这是我的景区评论。 comment_id:75  ,174
76,这是景区评论。这里好玩。 comment_id:76  ,207
77,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:77  ,225
78,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:78  啊啊啊，里面的人说话又好听。今天在这里。�,228
79,这是景区评论。今天在这里。。，今天很开心！ comment_id:79  ,96
80,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:80  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,150
81,这是景区评论。这是我的景区评论。 comment_id:81  ,192
82,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:82  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,42
83,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:83  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,27
84,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:84  超好玩，里面的人说话又好听。今天在这里。。，今天�,24
85,这是景区评论。今天很开心！ comment_id:85  ,126
86,这是景区评论。今天很开心！ comment_id:86  ,45
87,这是景区评论。这是我的景区评论。 comment_id:87  ,207
88,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:88  ,207
89,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:89  啊啊啊，里面的人说话又好听。今天在这里。�,30
90,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:90  ,144
91,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:91  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,63
92,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:92  是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:9,81
93,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:93  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:93  ,150
94,这是景区评论。这里好玩。 comment_id:94  ,27
95,这是一条景区评论今天在这里。。，今天很开心！ comment_id:95  ,138
96,这是一条景区评论今天很开心！ comment_id:96  ,126
97,这是一条景区评论里面超好玩儿啊啊啊! comment_id:97  ,54
98,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:98  面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,24
99,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:99  是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:9,147
100,这是一条景区评论这里好玩。 comment_id:100  ,222
101,这是一条景区评论这是我的景区评论。 comment_id:101  ,165
102,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:102  �。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,171
103,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:103  ��论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,75
104,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:104  �论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,177
105,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:105  ��区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,207
106,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:106  ��玩儿，里面的人说话又好听。今天在这里。。，今�,18
107,这是一条景区评论今天很开心！ comment_id:107  ,114
108,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:108  ,48
109,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:109  ��好玩，里面的人说话又好听。今天在这里。。，今天�,105
110,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:110  ��区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,195
