# 521
index,content,likes
0,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:0  评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,96
1,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:1  ,66
2,这是景区评论。这里好玩。 comment_id:2  ,201
3,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:3  �超好玩，里面的人说话又好听。今天在这里。。，今天�,75
4,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:4  ,162
5,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:5  �景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,90
6,这是景区评论。今天在这里。。，今天很开心！ comment_id:6  ,24
7,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:7  评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,225
8,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:8  �评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,153
9,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:9  �评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,180
10,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:10  ,66
11,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:11  面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,153
12,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:12  超好玩，里面的人说话又好听。今天在这里。。，今天�,189
13,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:13  面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,174
14,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:14  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,90
15,这是景区评论。今天在这里。。，今天很开心！ comment_id:15  ,129
16,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:16  超好玩，里面的人说话又好听。今天在这里。。，今天�,12
17,这是一条景区评论今天在这里。。，今天很开心！ comment_id:17  ,126
18,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:18  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,195
19,这是景区评论。这里好玩。 comment_id:19  ,75
20,这是一条景区评论这是我的景区评论。 comment_id:20  ,63
21,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:21  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,81
22,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:22  评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,75
23,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:23  超好玩，里面的人说话又好听。今天在这里。。，今天�,162
24,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:24  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,180
25,这是一条景区评论里面超好玩儿啊啊啊! comment_id:25  ,78
