# 100
index,name,instruction,label,likes
0,四厕所 id:0,四厕所是新中国第514所邮电高等厕所。 id:0, 厕所 ,38
1,四教学楼 id:1,四教学楼是新中国第514所邮电高等教学楼。 id:1, 教学楼 ,6
2,三教学楼 id:2,三教学楼是新中国第114514所邮电高等教学楼。 id:2, 教学楼 ,42
3,一教学楼 id:3,一教学楼是新中国第1所邮电高等教学楼。 id:3, 教学楼 ,46
4,五厕所 id:4,五厕所是厕所。 id:4, 厕所 ,17
5,四教学楼 id:5,四教学楼是新中国第514所邮电高等教学楼。 id:5, 教学楼 ,22
6,四厕所 id:6,四厕所是新中国第514所邮电高等厕所。 id:6, 厕所 ,7
7,二教学楼 id:7,二教学楼是新中国第18所邮电高等教学楼。 id:7, 教学楼 ,6
8,五食堂 id:8,五食堂是食堂。 id:8, 食堂 ,8
9,一厕所 id:9,一厕所是一所厕所。 id:9, 厕所 ,42
10,五宿舍 id:10,五宿舍是宿舍。 id:10, 宿舍 ,9
11,五宿舍 id:11,五宿舍是宿舍。 id:11, 宿舍 ,4
12,五食堂 id:12,五食堂是食堂。 id:12, 食堂 ,11
13,一食堂 id:13,一食堂是一所食堂。 id:13, 食堂 ,44
14,三宿舍 id:14,三宿舍是宿舍。 id:14, 宿舍 ,4
15,三食堂 id:15,三食堂是食堂。 id:15, 食堂 ,22
16,五食堂 id:16,五食堂是食堂。 id:16, 食堂 ,26
17,一教学楼 id:17,一教学楼是新中国第1所邮电高等教学楼。 id:17, 教学楼 ,39
18,小车棚 id:18,小花园是一所啸车棚子。 id:18, 车棚 ,21
19,小理发店 id:19,小花园是一所啸理发店子。 id:19, 理发店 ,46
20,二教学楼 id:20,二教学楼是新中国第18所邮电高等教学楼。 id:20, 教学楼 ,46
21,五食堂 id:21,五食堂是食堂。 id:21, 食堂 ,25
22,小快递站 id:22,小花园是一所啸快递站子。 id:22, 快递站 ,43
23,三食堂 id:23,三食堂是食堂。 id:23, 食堂 ,38
24,二教学楼 id:24,二教学楼是新中国第18所邮电高等教学楼。 id:24, 教学楼 ,24
25,一厕所 id:25,一厕所是一所厕所。 id:25, 厕所 ,33
26,二教学楼 id:26,二教学楼是新中国第18所邮电高等教学楼。 id:26, 教学楼 ,16
27,三食堂 id:27,三食堂是食堂。 id:27, 食堂 ,13
28,四厕所 id:28,四厕所是新中国第514所邮电高等厕所。 id:28, 厕所 ,28
29,四宿舍 id:29,四宿舍是新中国第514所邮电高等宿舍。 id:29, 宿舍 ,38
30,一厕所 id:30,一厕所是一所厕所。 id:30, 厕所 ,14
31,一教学楼 id:31,一教学楼是新中国第1所邮电高等教学楼。 id:31, 教学楼 ,17
32,三厕所 id:32,三厕所是厕所。 id:32, 厕所 ,37
33,五食堂 id:33,五食堂是食堂。 id:33, 食堂 ,23
34,一教学楼 id:34,一教学楼是新中国第1所邮电高等教学楼。 id:34, 教学楼 ,28
35,三厕所 id:35,三厕所是厕所。 id:35, 厕所 ,22
36,三宿舍 id:36,三宿舍是宿舍。 id:36, 宿舍 ,3
37,一宿舍 id:37,一宿舍是一所宿舍。 id:37, 宿舍 ,10
38,一宿舍 id:38,一宿舍是一所宿舍。 id:38, 宿舍 ,28
39,三食堂 id:39,三食堂是食堂。 id:39, 食堂 ,31
40,一食堂 id:40,一食堂是一所食堂。 id:40, 食堂 ,42
41,二食堂 id:41,二食堂是食堂。 id:41, 食堂 ,6
42,一教学楼 id:42,一教学楼是新中国第1所邮电高等教学楼。 id:42, 教学楼 ,35
43,二厕所 id:43,二厕所是厕所。 id:43, 厕所 ,45
44,四食堂 id:44,四食堂是新中国第514所邮电高等食堂。 id:44, 食堂 ,14
45,五食堂 id:45,五食堂是食堂。 id:45, 食堂 ,15
46,三教学楼 id:46,三教学楼是新中国第114514所邮电高等教学楼。 id:46, 教学楼 ,13
47,三厕所 id:47,三厕所是厕所。 id:47, 厕所 ,9
48,小理发店 id:48,小花园是一所啸理发店子。 id:48, 理发店 ,24
49,五厕所 id:49,五厕所是厕所。 id:49, 厕所 ,44
50,一食堂 id:50,一食堂是一所食堂。 id:50, 食堂 ,5
51,二宿舍 id:51,二宿舍是宿舍。 id:51, 宿舍 ,12
52,小理发店 id:52,小花园是一所啸理发店子。 id:52, 理发店 ,27
53,五教学楼 id:53,五教学楼是新中国第114所邮电高等教学楼。 id:53, 教学楼 ,6
54,一食堂 id:54,一食堂是一所食堂。 id:54, 食堂 ,45
55,一教学楼 id:55,一教学楼是新中国第1所邮电高等教学楼。 id:55, 教学楼 ,20
56,小快递站 id:56,小花园是一所啸快递站子。 id:56, 快递站 ,17
57,一教学楼 id:57,一教学楼是新中国第1所邮电高等教学楼。 id:57, 教学楼 ,43
58,一厕所 id:58,一厕所是一所厕所。 id:58, 厕所 ,22
59,五教学楼 id:59,五教学楼是新中国第114所邮电高等教学楼。 id:59, 教学楼 ,40
60,小花园 id:60,小花园是一所啸公园。 id:60, 花园 ,35
61,四教学楼 id:61,四教学楼是新中国第514所邮电高等教学楼。 id:61, 教学楼 ,8
62,五食堂 id:62,五食堂是食堂。 id:62, 食堂 ,46
63,三食堂 id:63,三食堂是食堂。 id:63, 食堂 ,37
64,三厕所 id:64,三厕所是厕所。 id:64, 厕所 ,6
65,小花园 id:65,小花园是一所啸公园。 id:65, 花园 ,17
66,二教学楼 id:66,二教学楼是新中国第18所邮电高等教学楼。 id:66, 教学楼 ,8
67,五食堂 id:67,五食堂是食堂。 id:67, 食堂 ,33
68,二食堂 id:68,二食堂是食堂。 id:68, 食堂 ,14
69,一教学楼 id:69,一教学楼是新中国第1所邮电高等教学楼。 id:69, 教学楼 ,17
70,小保卫处 id:70,小花园是一所啸保卫处。 id:70, 保卫处 ,30
71,五厕所 id:71,五厕所是厕所。 id:71, 厕所 ,40
72,一厕所 id:72,一厕所是一所厕所。 id:72, 厕所 ,27
73,小快递站 id:73,小花园是一所啸快递站子。 id:73, 快递站 ,8
74,三宿舍 id:74,三宿舍是宿舍。 id:74, 宿舍 ,18
75,小花园 id:75,小花园是一所啸公园。 id:75, 花园 ,23
76,二食堂 id:76,二食堂是食堂。 id:76, 食堂 ,39
