# 4796
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,0,1,35,2,1,0,1
1,0,2,95,0,1,1,0
2,0,3,50,4,1,0,0
3,0,4,85,0,1,0,0
4,0,5,30,3,1,1,1
5,0,6,90,1,1,1,0
6,0,7,75,0,1,1,0
7,0,8,40,0,1,0,1
8,0,9,50,0,1,1,1
9,0,10,25,9,1,1,0
10,0,11,70,8,1,1,1
11,0,12,15,5,1,1,1
12,0,13,100,9,1,1,1
13,0,14,25,1,1,1,1
14,0,15,20,6,1,1,0
15,0,16,30,0,1,1,1
16,0,17,5,5,1,1,1
17,0,42,70,4,1,0,1
18,0,19,80,3,1,1,1
19,0,20,15,7,1,0,0
20,0,61,50,0,1,1,0
21,0,22,75,3,1,1,1
22,0,23,80,1,1,1,1
23,0,24,10,9,1,1,0
24,0,25,95,8,1,1,0
25,0,96,85,3,1,1,1
26,0,27,25,3,1,0,1
27,0,28,75,7,1,1,1
28,0,29,45,0,1,0,1
29,0,30,5,5,1,1,0
30,0,31,25,1,1,1,0
31,0,32,25,1,1,1,0
32,0,33,100,4,1,1,0
33,0,34,70,9,1,1,1
34,0,35,60,5,1,1,1
35,0,36,25,4,1,1,0
36,0,37,90,0,1,1,0
37,0,38,40,1,1,1,0
38,0,39,40,8,1,1,1
39,0,40,95,1,1,1,0
40,0,41,20,2,1,1,0
41,0,42,5,8,1,1,1
42,0,43,75,7,1,1,1
43,0,44,35,6,1,1,1
44,0,45,85,0,1,1,1
45,0,46,55,4,1,0,1
46,0,47,45,3,1,1,1
47,0,48,100,9,1,1,1
48,0,49,25,5,1,0,0
49,0,50,40,3,1,1,0
50,0,51,5,2,1,1,1
51,0,52,75,5,1,1,0
52,0,53,80,6,1,1,1
53,0,54,30,6,1,1,0
54,0,55,70,0,1,1,1
55,0,56,75,2,1,1,1
56,0,57,35,6,1,0,0
57,0,58,15,1,1,0,1
58,0,59,55,3,1,1,1
59,0,60,40,2,1,1,0
60,0,61,90,5,1,1,1
61,0,62,65,8,1,0,0
62,0,63,55,3,1,1,1
63,0,64,30,3,1,1,0
64,0,65,100,4,1,1,1
65,0,66,5,7,1,1,0
66,0,67,60,7,1,0,0
67,0,68,10,4,1,1,1
68,0,69,100,0,1,0,0
69,0,70,30,1,1,1,0
70,0,71,70,6,1,0,0
71,0,72,30,5,1,1,1
72,0,73,20,0,1,1,0
73,0,74,65,1,1,1,0
74,0,75,40,2,1,1,0
75,3,89,55,9,1,1,0
76,0,77,20,6,1,1,0
77,0,78,55,5,1,1,1
78,0,79,90,0,1,0,1
79,0,80,65,1,1,1,1
80,0,81,90,9,1,1,1
81,0,82,20,9,1,1,0
82,0,83,20,7,1,0,1
83,0,84,25,1,1,0,1
84,0,85,75,2,1,1,1
85,0,86,35,3,1,1,1
86,0,87,70,6,1,1,1
87,0,88,40,3,1,1,1
88,0,89,70,6,1,1,1
89,0,90,45,2,1,0,1
90,0,91,30,0,1,1,1
91,0,92,35,2,1,0,1
92,0,93,5,7,1,1,1
93,0,94,70,1,1,1,1
94,0,95,35,8,1,1,0
95,0,96,80,3,1,0,1
96,0,97,95,3,1,1,1
97,0,98,30,2,1,1,1
98,0,99,35,7,1,1,0
99,1,2,60,7,1,1,1
100,1,3,85,3,1,1,1
101,1,4,25,7,1,0,1
102,1,5,5,4,1,1,1
103,1,6,100,3,1,0,0
104,1,7,75,1,1,1,1
105,1,8,40,0,1,1,0
106,1,9,55,1,1,1,0
107,1,10,50,6,1,1,0
108,1,11,50,1,1,1,1
109,1,12,85,2,1,1,0
110,1,13,55,4,1,1,1
111,1,14,55,0,1,1,0
112,1,15,50,0,1,1,1
113,1,16,70,7,1,1,1
114,1,17,55,4,1,0,0
115,1,18,25,7,1,1,0
116,1,19,70,5,1,1,0
117,1,20,95,2,1,1,1
118,1,21,80,8,1,1,1
119,1,22,65,2,1,1,1
120,1,23,90,9,1,1,0
121,1,24,70,3,1,1,1
122,1,25,45,3,1,0,1
123,1,26,20,8,1,0,0
124,1,27,65,2,1,1,1
