# 846
index,name,label,likes
0,麻辣烫 food_id:0,苏菜 food_id:0,36
1,鱼香肉丝 food_id:1,徽菜 food_id:1,66
2,麻辣烫 food_id:2,粤菜 food_id:2,54
3,涮毛肚 food_id:3,浙菜 food_id:3,54
4,牛肉拉面 food_id:4,川菜 food_id:4,9
5,涮毛肚 food_id:5,浙菜 food_id:5,18
6,猪肉炒手 food_id:6,徽菜 food_id:6,42
7,涮毛肚 food_id:7,鲁菜 food_id:7,24
8,毛血旺 food_id:8,湘菜 food_id:8,36
9,麻辣烫 food_id:9,川菜 food_id:9,111
10,山西刀削面 food_id:10,徽菜 food_id:10,114
11,麻辣烫 food_id:11,湘菜 food_id:11,78
12,山西刀削面 food_id:12,浙菜 food_id:12,3
13,猪肉炒手 food_id:13,闽菜 food_id:13,117
14,牛肉拉面 food_id:14,苏菜 food_id:14,33
15,麻辣烫 food_id:15,鲁菜 food_id:15,42
16,涮毛肚 food_id:16,湘菜 food_id:16,51
17,面皮 food_id:17,粤菜 food_id:17,3
18,毛血旺 food_id:18,鲁菜 food_id:18,12
19,山西刀削面 food_id:19,浙菜 food_id:19,21
20,猪肉炒手 food_id:20,苏菜 food_id:20,84
21,山西刀削面 food_id:21,徽菜 food_id:21,66
22,鱼香肉丝 food_id:22,浙菜 food_id:22,90
23,麻辣烫 food_id:23,苏菜 food_id:23,90
24,山西刀削面 food_id:24,湘菜 food_id:24,45
25,山西刀削面 food_id:25,粤菜 food_id:25,60
26,涮毛肚 food_id:26,浙菜 food_id:26,51
27,猪肉炒手 food_id:27,川菜 food_id:27,66
28,牛肉拉面 food_id:28,粤菜 food_id:28,78
29,山西刀削面 food_id:29,鲁菜 food_id:29,24
30,山西刀削面 food_id:30,粤菜 food_id:30,90
31,涮毛肚 food_id:31,闽菜 food_id:31,78
32,山西刀削面 food_id:32,鲁菜 food_id:32,96
33,面皮 food_id:33,闽菜 food_id:33,66
34,山西刀削面 food_id:34,闽菜 food_id:34,90
35,山西刀削面 food_id:35,鲁菜 food_id:35,78
36,山西刀削面 food_id:36,苏菜 food_id:36,90
37,面皮 food_id:37,浙菜 food_id:37,33
38,猪肉炒手 food_id:38,川菜 food_id:38,66
39,山西刀削面 food_id:39,川菜 food_id:39,21
40,猪肉炒手 food_id:40,浙菜 food_id:40,93
41,牛肉拉面 food_id:41,鲁菜 food_id:41,90
42,鱼香肉丝 food_id:42,浙菜 food_id:42,99
43,涮毛肚 food_id:43,川菜 food_id:43,81
44,山西刀削面 food_id:44,苏菜 food_id:44,42
45,麻辣烫 food_id:45,湘菜 food_id:45,60
46,牛肉拉面 food_id:46,苏菜 food_id:46,114
47,鱼香肉丝 food_id:47,苏菜 food_id:47,39
48,麻辣烫 food_id:48,徽菜 food_id:48,60
49,猪肉炒手 food_id:49,川菜 food_id:49,60
50,麻辣烫 food_id:50,闽菜 food_id:50,9
51,涮毛肚 food_id:51,川菜 food_id:51,36
52,麻辣烫 food_id:52,湘菜 food_id:52,108
53,山西刀削面 food_id:53,粤菜 food_id:53,9
54,牛肉拉面 food_id:54,鲁菜 food_id:54,27
55,猪肉炒手 food_id:55,苏菜 food_id:55,78
56,涮毛肚 food_id:56,粤菜 food_id:56,15
57,山西刀削面 food_id:57,浙菜 food_id:57,24
58,麻辣烫 food_id:58,闽菜 food_id:58,75
59,山西刀削面 food_id:59,鲁菜 food_id:59,6
60,麻辣烫 food_id:60,鲁菜 food_id:60,45
61,涮毛肚 food_id:61,川菜 food_id:61,105
62,毛血旺 food_id:62,苏菜 food_id:62,66
63,麻辣烫 food_id:63,川菜 food_id:63,87
64,面皮 food_id:64,闽菜 food_id:64,99
65,山西刀削面 food_id:65,粤菜 food_id:65,102
66,涮毛肚 food_id:66,鲁菜 food_id:66,39
67,猪肉炒手 food_id:67,苏菜 food_id:67,102
68,鱼香肉丝 food_id:68,闽菜 food_id:68,78
69,山西刀削面 food_id:69,川菜 food_id:69,39
70,麻辣烫 food_id:70,苏菜 food_id:70,102
71,涮毛肚 food_id:71,浙菜 food_id:71,15
72,麻辣烫 food_id:72,苏菜 food_id:72,18
73,面皮 food_id:73,湘菜 food_id:73,57
74,毛血旺 food_id:74,粤菜 food_id:74,60
75,毛血旺 food_id:75,粤菜 food_id:75,30
76,山西刀削面 food_id:76,徽菜 food_id:76,30
77,猪肉炒手 food_id:77,苏菜 food_id:77,33
78,山西刀削面 food_id:78,苏菜 food_id:78,105
79,猪肉炒手 food_id:79,鲁菜 food_id:79,27
80,麻辣烫 food_id:80,浙菜 food_id:80,102
81,猪肉炒手 food_id:81,闽菜 food_id:81,96
82,山西刀削面 food_id:82,徽菜 food_id:82,72
83,涮毛肚 food_id:83,川菜 food_id:83,12
84,山西刀削面 food_id:84,闽菜 food_id:84,78
85,山西刀削面 food_id:85,浙菜 food_id:85,72
86,牛肉拉面 food_id:86,鲁菜 food_id:86,36
87,麻辣烫 food_id:87,川菜 food_id:87,69
88,面皮 food_id:88,徽菜 food_id:88,57
89,牛肉拉面 food_id:89,苏菜 food_id:89,12
90,猪肉炒手 food_id:90,湘菜 food_id:90,15
91,猪肉炒手 food_id:91,川菜 food_id:91,0
92,牛肉拉面 food_id:92,鲁菜 food_id:92,96
93,山西刀削面 food_id:93,徽菜 food_id:93,87
94,山西刀削面 food_id:94,徽菜 food_id:94,18
95,鱼香肉丝 food_id:95,苏菜 food_id:95,48
96,毛血旺 food_id:96,川菜 food_id:96,75
97,涮毛肚 food_id:97,鲁菜 food_id:97,108
98,猪肉炒手 food_id:98,湘菜 food_id:98,90
99,毛血旺 food_id:99,湘菜 food_id:99,75
100,面皮 food_id:100,闽菜 food_id:100,117
101,涮毛肚 food_id:101,川菜 food_id:101,9
102,涮毛肚 food_id:102,徽菜 food_id:102,105
103,鱼香肉丝 food_id:103,闽菜 food_id:103,75
104,毛血旺 food_id:104,徽菜 food_id:104,27
105,面皮 food_id:105,粤菜 food_id:105,105
106,鱼香肉丝 food_id:106,鲁菜 food_id:106,117
107,面皮 food_id:107,川菜 food_id:107,15
108,猪肉炒手 food_id:108,鲁菜 food_id:108,87
109,涮毛肚 food_id:109,川菜 food_id:109,42
110,涮毛肚 food_id:110,川菜 food_id:110,57
111,山西刀削面 food_id:111,湘菜 food_id:111,99
112,山西刀削面 food_id:112,鲁菜 food_id:112,54
113,鱼香肉丝 food_id:113,苏菜 food_id:113,42
114,麻辣烫 food_id:114,徽菜 food_id:114,6
115,牛肉拉面 food_id:115,湘菜 food_id:115,72
116,涮毛肚 food_id:116,浙菜 food_id:116,15
117,涮毛肚 food_id:117,徽菜 food_id:117,63
118,毛血旺 food_id:118,浙菜 food_id:118,3
119,毛血旺 food_id:119,徽菜 food_id:119,93
120,山西刀削面 food_id:120,鲁菜 food_id:120,6
121,毛血旺 food_id:121,闽菜 food_id:121,93
122,山西刀削面 food_id:122,浙菜 food_id:122,111
123,涮毛肚 food_id:123,浙菜 food_id:123,69
124,麻辣烫 food_id:124,川菜 food_id:124,12
125,麻辣烫 food_id:125,闽菜 food_id:125,39
126,毛血旺 food_id:126,湘菜 food_id:126,60
127,毛血旺 food_id:127,苏菜 food_id:127,81
128,山西刀削面 food_id:128,徽菜 food_id:128,24
129,山西刀削面 food_id:129,鲁菜 food_id:129,84
130,面皮 food_id:130,徽菜 food_id:130,72
131,鱼香肉丝 food_id:131,粤菜 food_id:131,69
132,麻辣烫 food_id:132,浙菜 food_id:132,90
133,毛血旺 food_id:133,闽菜 food_id:133,42
134,山西刀削面 food_id:134,苏菜 food_id:134,99
135,山西刀削面 food_id:135,湘菜 food_id:135,54
136,鱼香肉丝 food_id:136,川菜 food_id:136,96
137,毛血旺 food_id:137,浙菜 food_id:137,21
138,山西刀削面 food_id:138,浙菜 food_id:138,51
139,涮毛肚 food_id:139,徽菜 food_id:139,114
140,鱼香肉丝 food_id:140,徽菜 food_id:140,72
141,猪肉炒手 food_id:141,粤菜 food_id:141,78
142,猪肉炒手 food_id:142,徽菜 food_id:142,87
143,毛血旺 food_id:143,浙菜 food_id:143,15
144,山西刀削面 food_id:144,徽菜 food_id:144,87
145,毛血旺 food_id:145,鲁菜 food_id:145,39
146,毛血旺 food_id:146,浙菜 food_id:146,78
147,鱼香肉丝 food_id:147,徽菜 food_id:147,42
148,猪肉炒手 food_id:148,粤菜 food_id:148,63
149,涮毛肚 food_id:149,粤菜 food_id:149,105
150,面皮 food_id:150,徽菜 food_id:150,90
151,鱼香肉丝 food_id:151,闽菜 food_id:151,51
152,毛血旺 food_id:152,苏菜 food_id:152,48
153,面皮 food_id:153,鲁菜 food_id:153,102
154,山西刀削面 food_id:154,鲁菜 food_id:154,24
155,鱼香肉丝 food_id:155,苏菜 food_id:155,45
156,涮毛肚 food_id:156,苏菜 food_id:156,12
157,山西刀削面 food_id:157,湘菜 food_id:157,60
158,山西刀削面 food_id:158,川菜 food_id:158,3
159,麻辣烫 food_id:159,徽菜 food_id:159,66
160,面皮 food_id:160,浙菜 food_id:160,84
161,鱼香肉丝 food_id:161,鲁菜 food_id:161,27
162,猪肉炒手 food_id:162,川菜 food_id:162,12
163,麻辣烫 food_id:163,湘菜 food_id:163,84
164,猪肉炒手 food_id:164,浙菜 food_id:164,114
165,山西刀削面 food_id:165,闽菜 food_id:165,63
166,猪肉炒手 food_id:166,川菜 food_id:166,9
167,毛血旺 food_id:167,闽菜 food_id:167,102
168,山西刀削面 food_id:168,苏菜 food_id:168,60
169,鱼香肉丝 food_id:169,徽菜 food_id:169,90
170,涮毛肚 food_id:170,苏菜 food_id:170,60
171,山西刀削面 food_id:171,苏菜 food_id:171,81
172,牛肉拉面 food_id:172,闽菜 food_id:172,30
173,麻辣烫 food_id:173,闽菜 food_id:173,54
174,鱼香肉丝 food_id:174,苏菜 food_id:174,81
175,面皮 food_id:175,浙菜 food_id:175,15
176,面皮 food_id:176,粤菜 food_id:176,99
177,涮毛肚 food_id:177,粤菜 food_id:177,90
178,面皮 food_id:178,粤菜 food_id:178,72
179,牛肉拉面 food_id:179,闽菜 food_id:179,0
180,山西刀削面 food_id:180,苏菜 food_id:180,81
181,涮毛肚 food_id:181,闽菜 food_id:181,78
182,牛肉拉面 food_id:182,徽菜 food_id:182,84
183,牛肉拉面 food_id:183,川菜 food_id:183,39
184,毛血旺 food_id:184,鲁菜 food_id:184,117
185,牛肉拉面 food_id:185,湘菜 food_id:185,12
186,山西刀削面 food_id:186,湘菜 food_id:186,93
187,鱼香肉丝 food_id:187,苏菜 food_id:187,0
188,涮毛肚 food_id:188,鲁菜 food_id:188,93
189,涮毛肚 food_id:189,湘菜 food_id:189,54
190,牛肉拉面 food_id:190,湘菜 food_id:190,63
191,毛血旺 food_id:191,粤菜 food_id:191,99
192,麻辣烫 food_id:192,闽菜 food_id:192,69
193,麻辣烫 food_id:193,川菜 food_id:193,12
194,涮毛肚 food_id:194,湘菜 food_id:194,102
195,涮毛肚 food_id:195,苏菜 food_id:195,48
196,涮毛肚 food_id:196,闽菜 food_id:196,93
197,麻辣烫 food_id:197,徽菜 food_id:197,3
198,麻辣烫 food_id:198,鲁菜 food_id:198,78
199,毛血旺 food_id:199,湘菜 food_id:199,48
200,猪肉炒手 food_id:200,粤菜 food_id:200,12
201,麻辣烫 food_id:201,鲁菜 food_id:201,3
202,山西刀削面 food_id:202,川菜 food_id:202,90
203,牛肉拉面 food_id:203,浙菜 food_id:203,114
204,面皮 food_id:204,湘菜 food_id:204,12
205,猪肉炒手 food_id:205,鲁菜 food_id:205,36
206,麻辣烫 food_id:206,徽菜 food_id:206,105
207,牛肉拉面 food_id:207,徽菜 food_id:207,3
208,猪肉炒手 food_id:208,粤菜 food_id:208,96
209,毛血旺 food_id:209,鲁菜 food_id:209,75
210,猪肉炒手 food_id:210,闽菜 food_id:210,60
211,涮毛肚 food_id:211,湘菜 food_id:211,36
212,毛血旺 food_id:212,徽菜 food_id:212,114
213,猪肉炒手 food_id:213,湘菜 food_id:213,75
214,山西刀削面 food_id:214,苏菜 food_id:214,6
215,涮毛肚 food_id:215,浙菜 food_id:215,81
216,山西刀削面 food_id:216,鲁菜 food_id:216,45
217,面皮 food_id:217,徽菜 food_id:217,90
218,面皮 food_id:218,川菜 food_id:218,102
219,山西刀削面 food_id:219,浙菜 food_id:219,102
220,牛肉拉面 food_id:220,浙菜 food_id:220,15
221,山西刀削面 food_id:221,闽菜 food_id:221,114
222,猪肉炒手 food_id:222,湘菜 food_id:222,24
223,鱼香肉丝 food_id:223,川菜 food_id:223,12
224,牛肉拉面 food_id:224,闽菜 food_id:224,48
225,面皮 food_id:225,粤菜 food_id:225,12
226,山西刀削面 food_id:226,闽菜 food_id:226,102
227,牛肉拉面 food_id:227,鲁菜 food_id:227,33
228,面皮 food_id:228,苏菜 food_id:228,30
229,牛肉拉面 food_id:229,湘菜 food_id:229,102
230,面皮 food_id:230,徽菜 food_id:230,93
231,牛肉拉面 food_id:231,粤菜 food_id:231,36
232,猪肉炒手 food_id:232,川菜 food_id:232,27
233,涮毛肚 food_id:233,鲁菜 food_id:233,0
234,鱼香肉丝 food_id:234,徽菜 food_id:234,0
235,毛血旺 food_id:235,湘菜 food_id:235,15
236,牛肉拉面 food_id:236,浙菜 food_id:236,39
237,猪肉炒手 food_id:237,浙菜 food_id:237,48
238,山西刀削面 food_id:238,粤菜 food_id:238,42
239,面皮 food_id:239,粤菜 food_id:239,102
240,麻辣烫 food_id:240,徽菜 food_id:240,6
241,面皮 food_id:241,苏菜 food_id:241,87
242,麻辣烫 food_id:242,浙菜 food_id:242,114
243,猪肉炒手 food_id:243,闽菜 food_id:243,84
244,面皮 food_id:244,徽菜 food_id:244,42
245,猪肉炒手 food_id:245,鲁菜 food_id:245,27
246,山西刀削面 food_id:246,闽菜 food_id:246,30
247,牛肉拉面 food_id:247,鲁菜 food_id:247,33
248,面皮 food_id:248,苏菜 food_id:248,90
249,麻辣烫 food_id:249,闽菜 food_id:249,21
250,毛血旺 food_id:250,鲁菜 food_id:250,75
