# 529
index,content,likes
0,这是景区评论。里面超好玩儿啊啊啊! comment_id:0  ,57
1,这是景区评论。今天在这里。。，今天很开心！ comment_id:1  ,138
2,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:2  �面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,129
3,这是景区评论。这里好玩。 comment_id:3  ,156
4,这是一条景区评论里面超好玩儿啊啊啊! comment_id:4  ,231
5,这是景区评论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 comment_id:5  �论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 ,54
6,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:6  �啊啊啊，里面的人说话又好听。今天在这里。�,87
7,这是景区评论。今天很开心！ comment_id:7  ,198
8,这是一条景区评论这里好玩。 comment_id:8  ,6
9,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:9  论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,150
10,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:10  好玩儿，里面的人说话又好听。今天在这里。。，今�,141
11,这是景区评论。这是我的景区评论。 comment_id:11  ,189
12,这是一条景区评论里面超好玩儿啊啊啊! comment_id:12  ,66
13,这是一条景区评论今天很开心！ comment_id:13  ,117
14,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:14  超好玩，里面的人说话又好听。今天在这里。。，今天�,234
15,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:15  好玩儿，里面的人说话又好听。今天在这里。。，今�,123
16,这是景区评论。今天很开心！ comment_id:16  ,96
17,这是一条景区评论今天很开心！ comment_id:17  ,102
18,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:18  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,15
19,这是一条景区评论今天在这里。。，今天很开心！ comment_id:19  ,159
20,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:20  ,135
21,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:21  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,24
22,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:22  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,69
