# 4771
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,0,1,95,5,1,1,0
1,0,2,50,6,1,1,1
2,0,3,90,0,1,0,1
3,0,4,85,3,1,0,0
4,0,5,40,4,1,1,0
5,0,6,50,6,1,1,0
6,0,7,70,9,1,1,0
7,0,8,40,0,1,0,0
8,0,9,25,3,1,0,1
9,0,10,100,3,1,1,1
10,0,11,55,5,1,0,0
11,0,12,10,9,1,0,0
12,0,13,95,3,1,1,1
13,0,14,5,2,1,0,1
14,0,15,40,1,1,1,1
15,0,16,80,6,1,1,1
16,0,17,75,4,1,1,1
17,0,56,80,7,1,1,1
18,0,19,50,1,1,1,0
19,0,20,25,3,1,1,0
20,0,21,55,0,1,0,0
21,0,22,70,9,1,0,0
22,0,23,35,1,1,1,1
23,0,24,40,4,1,1,0
24,0,25,25,5,1,0,0
25,0,26,5,9,1,1,1
26,0,27,65,3,1,1,1
27,0,28,25,2,1,0,1
28,0,29,65,9,1,1,1
29,0,30,35,2,1,0,1
30,0,31,45,3,1,1,0
31,0,32,30,5,1,1,1
32,0,33,30,6,1,0,0
33,0,34,80,8,1,1,0
34,0,35,60,1,1,1,0
35,0,36,85,6,1,1,1
36,1,36,65,5,1,1,0
37,0,38,95,2,1,1,0
38,0,39,35,9,1,0,1
39,0,40,70,3,1,1,0
40,0,41,10,4,1,1,0
41,0,42,25,7,1,1,1
42,0,43,75,4,1,1,1
43,0,44,50,0,1,1,1
44,0,45,55,0,1,1,0
45,0,46,100,1,1,1,1
46,0,47,30,4,1,0,0
47,0,48,65,7,1,1,1
48,0,49,20,9,1,1,1
49,0,50,20,5,1,1,0
50,0,51,90,5,1,1,0
51,0,52,35,7,1,0,1
52,0,53,25,9,1,1,0
53,0,54,85,4,1,1,1
54,0,55,65,3,1,1,0
55,2,26,65,8,1,0,0
56,0,57,15,0,1,0,1
57,0,58,60,2,1,1,0
58,0,59,45,2,1,1,1
59,0,60,25,9,1,1,1
60,0,61,30,8,1,1,1
61,0,62,75,2,1,0,1
62,0,63,15,1,1,1,0
63,0,64,65,9,1,1,1
64,0,65,95,7,1,1,1
65,0,66,65,7,1,1,0
66,0,67,10,1,1,0,0
67,0,68,80,0,1,1,0
68,0,69,10,5,1,0,0
69,0,70,70,2,1,1,1
70,0,71,5,2,1,1,1
71,0,72,90,5,1,1,0
72,0,73,15,0,1,0,1
73,0,74,70,8,1,1,1
74,0,75,10,6,1,1,0
75,0,76,5,4,1,1,1
76,0,77,20,2,1,0,0
77,0,78,80,9,1,1,0
78,0,79,80,6,1,1,1
79,0,80,60,9,1,1,0
80,0,81,35,0,1,1,1
81,0,82,75,2,1,0,0
82,0,83,45,3,1,1,1
83,0,84,65,3,1,1,1
84,0,85,25,1,1,1,1
85,0,86,5,9,1,1,0
86,0,87,15,6,1,1,1
87,0,88,5,2,1,0,0
88,0,89,85,6,1,1,0
89,0,90,95,5,1,1,1
90,0,91,25,8,1,1,0
91,0,92,70,7,1,1,1
92,0,93,95,2,1,1,1
93,0,94,40,9,1,1,0
94,0,95,85,0,1,1,0
95,0,96,35,0,1,1,0
96,0,97,15,5,1,1,1
97,4,41,75,4,1,1,0
98,0,99,50,3,1,1,1
99,1,2,20,6,1,1,0
100,1,3,80,0,1,1,0
101,1,4,75,7,1,0,1
102,1,5,65,5,1,1,1
103,1,6,85,1,1,0,0
104,1,7,70,7,1,1,1
105,1,8,85,3,1,1,0
106,1,9,55,1,1,1,1
107,1,10,55,4,1,1,0
108,1,11,30,8,1,1,1
109,1,12,95,8,1,1,0
110,1,13,70,3,1,1,1
111,1,14,45,2,1,1,0
112,1,15,45,3,1,1,0
113,1,16,55,8,1,1,0
114,1,17,15,4,1,1,0
115,1,18,70,0,1,1,0
116,1,19,55,8,1,1,1
117,1,20,80,8,1,1,0
118,1,21,15,8,1,0,0
119,1,22,80,8,1,1,1
120,5,55,50,6,1,0,1
121,1,24,30,4,1,0,1
122,1,25,90,9,1,1,0
123,1,26,95,6,1,1,0
124,1,27,60,3,1,1,0
125,1,28,5,3,1,1,1
126,1,29,30,5,1,0,0
127,1,30,90,7,1,0,1
128,1,31,35,1,1,1,0
129,1,32,10,8,1,0,0
130,1,33,100,7,1,1,1
131,1,34,85,9,1,1,1
132,1,35,5,1,1,0,0
133,1,36,65,5,1,1,1
134,1,37,85,8,1,0,1
135,1,38,30,1,1,1,1
136,1,39,85,0,1,1,0
137,1,40,40,7,1,0,1
138,1,41,35,4,1,0,1
139,1,42,70,1,1,1,1
140,1,43,60,0,1,1,1
141,1,44,45,2,1,1,0
142,1,45,55,7,1,1,0
143,1,46,5,6,1,1,1
144,1,47,50,8,1,1,0
145,1,48,65,6,1,1,0
146,1,49,75,3,1,1,1
147,1,50,15,5,1,1,0
148,1,51,30,0,1,1,0
149,1,52,40,5,1,0,1
