# 513
index,content,likes
0,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:0  面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,153
1,这是景区评论。里面超好玩儿啊啊啊! comment_id:1  ,159
2,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:2  �评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,129
3,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:3  �超好玩，里面的人说话又好听。今天在这里。。，今天�,66
4,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:4  �面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,231
5,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:5  �是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:5,6
6,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:6  �论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,213
7,这是景区评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 comment_id:7  �评论。里面超好玩，里面的人说话又好听。这是我的景区评论。 com,234
8,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:8  �景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,186
9,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:9  �是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:9,105
10,这是一条景区评论里面超好玩儿啊啊啊! comment_id:10  ,210
11,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:11  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,180
12,这是景区评论。这里好玩。 comment_id:12  ,141
13,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:13  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,51
14,这是景区评论。里面超好玩儿，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:14  好玩儿，里面的人说话又好听。今天在这里。。，今�,123
15,这是一条景区评论这里好玩。 comment_id:15  ,183
16,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:16  评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,168
17,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:17  今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,60
18,这是景区评论。这是我的景区评论。 comment_id:18  ,111
19,这是一条景区评论今天在这里。。，今天很开心！ comment_id:19  ,222
20,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:20  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,174
21,这是景区评论。里面超好玩儿啊啊啊! comment_id:21  ,9
22,这是一条景区评论这里好玩。 comment_id:22  ,45
23,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:23  是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:2,207
24,这是景区评论。里面超好玩儿啊啊啊! comment_id:24  ,231
25,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:25  这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:25  ,120
26,这是景区评论。这里好玩。 comment_id:26  ,24
27,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:27  ,66
28,这是景区评论。这是我的景区评论。 comment_id:28  ,81
