# 4791
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,0,1,90,9,1,0,1
1,0,2,65,2,1,1,0
2,0,3,95,8,1,1,1
3,0,4,25,3,1,0,0
4,0,5,100,6,1,1,1
5,0,6,75,7,1,1,0
6,0,7,45,9,1,1,1
7,0,8,55,8,1,0,0
8,0,9,60,6,1,0,1
9,0,10,10,5,1,1,1
10,0,11,5,3,1,0,0
11,0,12,80,4,1,1,0
12,0,13,90,6,1,1,0
13,0,14,30,3,1,1,1
14,0,15,30,5,1,1,0
15,0,49,40,6,1,1,1
16,0,17,90,6,1,0,0
17,0,18,35,5,1,1,1
18,0,19,70,2,1,1,0
19,0,20,40,3,1,1,0
20,0,21,65,9,1,0,0
21,0,22,85,5,1,0,1
22,0,23,75,2,1,1,0
23,0,24,40,4,1,0,0
24,0,25,70,9,1,1,0
25,0,26,20,2,1,1,1
26,0,27,90,2,1,1,1
27,0,28,15,2,1,1,1
28,0,29,100,0,1,1,1
29,0,30,15,2,1,0,0
30,0,31,70,7,1,1,0
31,0,32,25,3,1,1,1
32,0,33,90,7,1,0,1
33,0,34,55,2,1,1,1
34,0,35,90,4,1,1,0
35,0,36,85,6,1,0,0
36,0,37,15,9,1,0,1
37,1,80,80,9,1,1,0
38,0,39,60,9,1,1,0
39,0,40,100,2,1,0,0
40,0,41,15,0,1,0,0
41,0,42,30,0,1,1,0
42,0,43,60,0,1,1,0
43,0,44,80,9,1,1,1
44,0,45,60,9,1,1,1
45,0,46,50,9,1,1,1
46,0,47,35,6,1,1,1
47,0,48,20,5,1,1,1
48,0,49,35,9,1,1,1
49,0,50,40,7,1,1,1
50,0,51,70,4,1,1,1
51,0,52,100,2,1,1,0
52,0,53,90,9,1,0,1
53,0,54,70,4,1,1,0
54,0,55,65,5,1,1,1
55,0,56,90,0,1,0,0
56,0,57,30,0,1,1,1
57,0,58,5,7,1,1,1
58,0,59,55,0,1,0,1
59,0,60,20,7,1,0,1
60,0,61,95,8,1,1,0
61,0,62,90,5,1,1,1
62,0,63,10,2,1,0,0
63,0,64,65,2,1,1,0
64,0,65,10,9,1,1,1
65,0,66,10,5,1,1,1
66,0,67,75,0,1,0,0
67,0,68,65,6,1,1,1
68,0,69,60,9,1,0,0
69,0,70,85,9,1,1,1
70,0,71,55,3,1,0,0
71,0,72,35,9,1,0,1
72,0,73,15,0,1,1,1
73,0,74,25,0,1,1,1
74,0,75,40,4,1,0,1
75,0,76,40,2,1,1,1
76,0,77,5,9,1,1,0
77,0,78,70,8,1,1,0
78,0,79,5,6,1,1,0
79,0,80,30,7,1,1,0
80,0,81,95,1,1,1,0
81,0,82,25,5,1,1,1
82,0,83,15,3,1,1,0
83,0,84,55,3,1,0,1
84,0,85,35,8,1,1,0
85,0,86,40,7,1,1,0
86,0,87,60,8,1,1,1
87,0,88,50,7,1,1,0
88,0,89,55,0,1,1,0
89,0,90,70,2,1,1,0
90,0,91,65,0,1,1,1
91,0,92,60,0,1,1,0
92,0,93,60,7,1,0,1
93,0,94,85,6,1,1,1
94,0,95,95,3,1,1,0
95,0,96,75,4,1,1,1
96,0,97,65,3,1,1,1
97,0,98,15,0,1,1,0
98,0,99,50,2,1,0,1
99,1,2,20,5,1,1,1
100,1,3,75,7,1,1,0
101,1,4,20,9,1,1,0
102,1,5,50,4,1,1,1
103,1,6,90,3,1,1,0
104,1,7,65,2,1,1,0
105,1,8,55,9,1,0,0
106,1,9,55,1,1,1,0
107,1,10,80,6,1,1,1
108,1,11,20,1,1,0,0
109,1,12,95,9,1,1,1
110,1,13,75,0,1,0,1
111,1,14,85,2,1,1,1
112,1,15,35,3,1,0,0
113,1,16,85,2,1,1,0
114,1,17,15,0,1,1,0
115,1,18,30,5,1,0,1
116,1,19,95,2,1,1,0
117,1,20,5,3,1,1,0
118,1,21,5,5,1,1,1
119,1,22,5,8,1,0,1
120,1,23,10,1,1,1,1
121,1,24,80,1,1,1,1
122,1,25,25,2,1,0,0
123,1,26,25,3,1,1,1
124,1,27,90,1,1,1,0
125,1,28,15,8,1,0,0
126,1,29,30,4,1,1,0
127,7,15,55,9,1,1,1
128,1,31,100,2,1,1,0
129,1,32,100,3,1,1,1
130,1,33,10,5,1,1,0
131,1,34,5,6,1,1,0
132,7,25,85,9,1,1,0
133,1,36,50,6,1,0,0
134,1,37,95,6,1,1,1
135,1,38,30,7,1,1,0
136,1,39,65,1,1,1,1
137,1,40,90,0,1,0,0
138,1,41,30,2,1,1,1
139,1,42,35,4,1,0,0
140,7,42,100,6,1,0,0
141,1,44,35,9,1,1,0
142,1,45,55,2,1,1,1
143,1,46,90,6,1,1,1
144,1,47,75,9,1,0,0
145,1,48,15,8,1,1,0
146,1,49,60,8,1,1,1
147,7,87,70,4,1,0,0
148,1,51,45,8,1,1,0
149,1,52,65,9,1,1,1
150,1,53,60,8,1,0,1
151,1,54,15,8,1,1,0
152,1,55,60,0,1,0,0
153,1,56,5,5,1,1,1
154,1,57,55,8,1,0,0
155,1,58,85,0,1,1,1
156,1,59,70,9,1,0,1
157,1,60,75,3,1,1,0
158,1,61,50,3,1,1,1
159,1,62,15,6,1,1,0
160,1,63,65,4,1,1,0
161,1,64,60,3,1,1,0
162,1,65,55,3,1,1,1
163,1,66,5,8,1,1,0
164,1,67,30,0,1,0,1
165,1,68,40,0,1,0,0
166,1,69,25,4,1,1,1
167,1,70,15,6,1,1,1
168,1,71,80,7,1,0,0
169,1,72,35,5,1,1,0
170,1,73,15,8,1,1,1
171,1,74,30,5,1,0,0
172,1,75,90,3,1,0,0
173,1,76,40,9,1,1,1
174,1,77,15,2,1,1,0
175,1,78,70,5,1,1,1
176,1,79,60,8,1,0,0
177,1,80,15,8,1,1,0
178,1,81,70,1,1,1,0
179,1,82,65,3,1,1,0
180,1,83,30,9,1,1,0
181,1,84,50,9,1,1,1
182,1,85,95,2,1,1,0
183,1,86,10,8,1,1,0
184,1,87,100,1,1,1,0
185,1,88,25,0,1,1,0
186,1,89,15,1,1,0,1
187,1,90,30,2,1,1,1
188,9,71,15,9,1,1,1
189,9,72,90,7,1,0,0
190,1,93,55,7,1,1,1
191,9,86,95,0,1,0,1
192,1,95,15,8,1,1,0
193,1,96,40,5,1,0,0
194,1,97,90,6,1,1,0
195,1,98,70,1,1,1,1
196,1,99,80,8,1,1,0
197,2,3,30,7,1,1,1
198,2,4,90,4,1,1,0
199,2,5,5,8,1,1,0
200,2,6,10,5,1,1,1
201,2,7,5,4,1,0,1
202,2,8,65,8,1,1,1
203,2,9,95,9,1,1,1
204,2,10,15,1,1,0,1
205,2,11,40,3,1,1,1
206,2,12,5,8,1,1,1
207,2,13,10,0,1,1,0
208,2,14,60,1,1,1,1
209,2,15,55,6,1,1,0
210,2,16,65,4,1,1,0
211,2,17,90,6,1,1,0
212,2,18,10,8,1,1,1
213,2,19,95,7,1,0,1
214,2,20,95,9,1,1,0
215,2,21,85,2,1,0,0
216,2,22,60,3,1,0,0
217,2,23,35,0,1,1,0
218,2,24,90,9,1,1,0
219,2,25,45,1,1,1,1
220,11,50,40,1,1,1,1
221,2,27,70,3,1,1,1
222,2,28,90,1,1,1,0
223,2,29,10,7,1,1,0
224,2,30,30,3,1,1,0
225,2,31,30,3,1,1,0
226,2,32,40,6,1,1,0
227,2,33,25,0,1,0,1
228,2,34,95,1,1,0,1
229,2,35,85,1,1,1,1
230,2,36,55,9,1,0,1
231,2,37,50,0,1,0,0
232,2,38,70,6,1,1,1
233,2,39,50,3,1,1,1
234,2,40,35,6,1,1,0
235,2,41,45,4,1,1,0
236,2,42,30,9,1,0,1
237,2,43,90,2,1,1,1
238,2,44,20,9,1,1,0
239,2,45,80,2,1,1,1
240,2,46,70,0,1,0,0
241,2,47,30,9,1,1,1
242,2,48,65,6,1,0,0
243,2,49,70,8,1,1,0
244,2,50,45,5,1,1,1
245,2,51,35,8,1,1,1
246,2,52,65,7,1,1,0
247,2,53,40,2,1,1,1
248,2,54,25,5,1,1,1
249,2,55,60,1,1,1,1
250,2,56,50,9,1,1,1
251,2,57,65,2,1,1,1
252,2,58,80,6,1,0,0
253,2,59,5,3,1,1,1
254,2,60,15,4,1,1,1
255,2,61,70,6,1,1,0
256,2,62,100,8,1,1,0
257,2,63,75,3,1,1,0
258,2,64,70,0,1,1,1
259,2,65,100,5,1,0,0
260,2,66,40,9,1,1,0
261,2,67,20,7,1,1,1
262,2,68,80,3,1,1,1
263,2,69,65,4,1,0,0
264,2,70,50,9,1,1,0
265,2,71,20,1,1,0,1
266,2,72,100,3,1,1,0
267,2,73,95,5,1,0,1
268,2,74,55,9,1,0,1
269,2,75,90,9,1,1,0
270,2,76,95,7,1,1,0
271,2,77,70,4,1,1,1
272,2,78,55,0,1,1,0
273,2,79,90,5,1,1,1
274,2,80,60,6,1,1,0
275,2,81,50,9,1,1,1
276,2,82,85,8,1,0,1
277,2,83,25,5,1,1,1
278,2,84,90,7,1,1,0
279,13,94,35,4,1,1,0
280,2,86,30,3,1,1,0
281,2,87,25,3,1,1,0
282,2,88,60,0,1,1,1
283,2,89,80,3,1,0,0
284,2,90,100,0,1,1,0
285,2,91,25,2,1,1,1
286,2,92,70,6,1,1,1
287,2,93,35,6,1,1,0
288,2,94,55,5,1,0,1
289,2,95,25,4,1,0,0
290,2,96,35,1,1,0,0
291,2,97,95,5,1,1,0
292,2,98,75,3,1,0,0
293,2,99,85,6,1,1,0
294,3,4,60,8,1,0,0
295,3,5,5,4,1,1,1
296,3,6,55,1,1,1,0
297,3,7,100,7,1,1,0
298,3,8,100,7,1,1,0
299,3,9,90,0,1,1,1
300,3,10,65,1,1,1,1
301,3,11,75,0,1,0,1
302,3,12,60,9,1,1,1
303,3,13,95,9,1,1,0
304,3,14,100,0,1,1,0
305,3,15,80,1,1,1,1
306,3,16,65,1,1,1,0
307,3,17,70,6,1,1,1
308,3,18,20,2,1,1,0
309,3,19,10,0,1,1,0
310,3,20,75,8,1,1,1
311,3,21,70,5,1,0,0
312,3,22,85,5,1,1,1
313,3,23,5,1,1,1,0
314,3,24,85,4,1,1,0
315,3,25,30,1,1,1,1
316,3,26,60,2,1,1,1
317,3,27,70,4,1,1,1
318,3,28,95,7,1,1,1
319,3,29,50,5,1,1,1
320,3,30,10,9,1,1,0
321,3,31,65,2,1,1,0
322,3,32,90,5,1,1,1
323,3,33,70,3,1,0,1
324,3,34,70,6,1,0,1
325,3,35,25,2,1,1,0
326,3,36,80,9,1,0,1
327,3,37,60,0,1,1,0
328,3,38,25,8,1,1,0
329,3,39,40,8,1,1,0
330,3,40,15,8,1,1,1
331,3,41,40,7,1,1,1
332,3,42,5,4,1,1,1
333,3,43,85,9,1,1,0
334,3,44,5,8,1,0,0
335,3,45,30,4,1,1,0
336,3,46,30,9,1,1,1
337,3,47,95,4,1,1,0
338,3,48,55,9,1,1,0
339,3,49,60,0,1,1,1
340,3,50,30,6,1,1,0
341,3,51,10,8,1,1,0
342,3,52,100,7,1,1,0
343,3,53,20,4,1,1,1
344,3,54,20,4,1,0,1
345,3,55,40,6,1,0,1
346,3,56,95,7,1,0,1
347,3,57,25,8,1,1,0
348,3,58,75,6,1,1,0
349,3,59,20,9,1,0,1
350,3,60,25,4,1,0,0
351,18,39,80,0,1,1,0
352,3,62,95,3,1,1,0
353,3,63,70,4,1,0,1
354,3,64,35,9,1,0,1
355,3,65,60,3,1,1,0
356,3,66,70,4,1,1,0
357,3,67,90,5,1,0,0
358,3,68,20,1,1,1,0
359,3,69,90,7,1,1,0
360,3,70,20,8,1,1,0
361,3,71,15,2,1,1,0
362,3,72,80,8,1,1,1
363,3,73,35,6,1,1,1
364,3,74,40,5,1,1,0
365,3,75,30,6,1,1,1
366,3,76,95,9,1,0,0
367,3,77,85,1,1,0,1
368,3,78,65,7,1,0,0
369,3,79,90,7,1,0,0
370,3,80,70,7,1,1,1
