# 100
index,name,instruction,label,likes
0,三宿舍 id:0,三宿舍是宿舍。 id:0, 宿舍 ,40
1,一厕所 id:1,一厕所是一所厕所。 id:1, 厕所 ,28
2,五食堂 id:2,五食堂是食堂。 id:2, 食堂 ,23
3,四教学楼 id:3,四教学楼是新中国第514所邮电高等教学楼。 id:3, 教学楼 ,43
4,小花园 id:4,小花园是一所啸公园。 id:4, 花园 ,19
5,小快递站 id:5,小花园是一所啸快递站子。 id:5, 快递站 ,10
6,五教学楼 id:6,五教学楼是新中国第114所邮电高等教学楼。 id:6, 教学楼 ,5
7,小花园 id:7,小花园是一所啸公园。 id:7, 花园 ,19
8,小理发店 id:8,小花园是一所啸理发店子。 id:8, 理发店 ,15
9,三宿舍 id:9,三宿舍是宿舍。 id:9, 宿舍 ,7
10,五厕所 id:10,五厕所是厕所。 id:10, 厕所 ,3
11,小理发店 id:11,小花园是一所啸理发店子。 id:11, 理发店 ,29
12,一食堂 id:12,一食堂是一所食堂。 id:12, 食堂 ,9
13,四宿舍 id:13,四宿舍是新中国第514所邮电高等宿舍。 id:13, 宿舍 ,38
14,小保卫处 id:14,小花园是一所啸保卫处。 id:14, 保卫处 ,30
15,一教学楼 id:15,一教学楼是新中国第1所邮电高等教学楼。 id:15, 教学楼 ,12
16,二教学楼 id:16,二教学楼是新中国第18所邮电高等教学楼。 id:16, 教学楼 ,14
17,三厕所 id:17,三厕所是厕所。 id:17, 厕所 ,46
18,三食堂 id:18,三食堂是食堂。 id:18, 食堂 ,27
19,小保卫处 id:19,小花园是一所啸保卫处。 id:19, 保卫处 ,18
20,二厕所 id:20,二厕所是厕所。 id:20, 厕所 ,34
21,小保卫处 id:21,小花园是一所啸保卫处。 id:21, 保卫处 ,9
22,二厕所 id:22,二厕所是厕所。 id:22, 厕所 ,14
23,二厕所 id:23,二厕所是厕所。 id:23, 厕所 ,24
24,四教学楼 id:24,四教学楼是新中国第514所邮电高等教学楼。 id:24, 教学楼 ,25
25,小保卫处 id:25,小花园是一所啸保卫处。 id:25, 保卫处 ,12
26,小理发店 id:26,小花园是一所啸理发店子。 id:26, 理发店 ,6
27,二厕所 id:27,二厕所是厕所。 id:27, 厕所 ,10
28,一食堂 id:28,一食堂是一所食堂。 id:28, 食堂 ,41
29,五食堂 id:29,五食堂是食堂。 id:29, 食堂 ,35
30,五宿舍 id:30,五宿舍是宿舍。 id:30, 宿舍 ,38
31,三宿舍 id:31,三宿舍是宿舍。 id:31, 宿舍 ,16
32,一教学楼 id:32,一教学楼是新中国第1所邮电高等教学楼。 id:32, 教学楼 ,31
33,三厕所 id:33,三厕所是厕所。 id:33, 厕所 ,24
34,二厕所 id:34,二厕所是厕所。 id:34, 厕所 ,24
35,三教学楼 id:35,三教学楼是新中国第114514所邮电高等教学楼。 id:35, 教学楼 ,32
36,四食堂 id:36,四食堂是新中国第514所邮电高等食堂。 id:36, 食堂 ,11
37,二食堂 id:37,二食堂是食堂。 id:37, 食堂 ,45
38,二厕所 id:38,二厕所是厕所。 id:38, 厕所 ,4
39,一厕所 id:39,一厕所是一所厕所。 id:39, 厕所 ,21
40,二教学楼 id:40,二教学楼是新中国第18所邮电高等教学楼。 id:40, 教学楼 ,34
41,小车棚 id:41,小花园是一所啸车棚子。 id:41, 车棚 ,39
42,二教学楼 id:42,二教学楼是新中国第18所邮电高等教学楼。 id:42, 教学楼 ,34
43,一食堂 id:43,一食堂是一所食堂。 id:43, 食堂 ,40
44,二教学楼 id:44,二教学楼是新中国第18所邮电高等教学楼。 id:44, 教学楼 ,30
45,一食堂 id:45,一食堂是一所食堂。 id:45, 食堂 ,8
46,三宿舍 id:46,三宿舍是宿舍。 id:46, 宿舍 ,16
47,四厕所 id:47,四厕所是新中国第514所邮电高等厕所。 id:47, 厕所 ,7
48,二宿舍 id:48,二宿舍是宿舍。 id:48, 宿舍 ,25
49,三厕所 id:49,三厕所是厕所。 id:49, 厕所 ,24
50,小车棚 id:50,小花园是一所啸车棚子。 id:50, 车棚 ,44
51,小花园 id:51,小花园是一所啸公园。 id:51, 花园 ,14
52,四宿舍 id:52,四宿舍是新中国第514所邮电高等宿舍。 id:52, 宿舍 ,28
53,五厕所 id:53,五厕所是厕所。 id:53, 厕所 ,29
54,一厕所 id:54,一厕所是一所厕所。 id:54, 厕所 ,44
55,一食堂 id:55,一食堂是一所食堂。 id:55, 食堂 ,2
56,四食堂 id:56,四食堂是新中国第514所邮电高等食堂。 id:56, 食堂 ,6
57,一厕所 id:57,一厕所是一所厕所。 id:57, 厕所 ,33
58,三食堂 id:58,三食堂是食堂。 id:58, 食堂 ,28
59,三教学楼 id:59,三教学楼是新中国第114514所邮电高等教学楼。 id:59, 教学楼 ,14
60,五教学楼 id:60,五教学楼是新中国第114所邮电高等教学楼。 id:60, 教学楼 ,24
61,小车棚 id:61,小花园是一所啸车棚子。 id:61, 车棚 ,33
62,一食堂 id:62,一食堂是一所食堂。 id:62, 食堂 ,2
63,五宿舍 id:63,五宿舍是宿舍。 id:63, 宿舍 ,5
64,四食堂 id:64,四食堂是新中国第514所邮电高等食堂。 id:64, 食堂 ,7
65,三宿舍 id:65,三宿舍是宿舍。 id:65, 宿舍 ,22
66,一宿舍 id:66,一宿舍是一所宿舍。 id:66, 宿舍 ,34
67,二厕所 id:67,二厕所是厕所。 id:67, 厕所 ,39
68,五宿舍 id:68,五宿舍是宿舍。 id:68, 宿舍 ,24
69,一宿舍 id:69,一宿舍是一所宿舍。 id:69, 宿舍 ,16
70,五厕所 id:70,五厕所是厕所。 id:70, 厕所 ,19
71,五宿舍 id:71,五宿舍是宿舍。 id:71, 宿舍 ,28
72,五食堂 id:72,五食堂是食堂。 id:72, 食堂 ,45
73,小理发店 id:73,小花园是一所啸理发店子。 id:73, 理发店 ,20
74,三宿舍 id:74,三宿舍是宿舍。 id:74, 宿舍 ,18
75,小快递站 id:75,小花园是一所啸快递站子。 id:75, 快递站 ,24
76,小保卫处 id:76,小花园是一所啸保卫处。 id:76, 保卫处 ,8
77,二教学楼 id:77,二教学楼是新中国第18所邮电高等教学楼。 id:77, 教学楼 ,34
78,二宿舍 id:78,二宿舍是宿舍。 id:78, 宿舍 ,37
79,四食堂 id:79,四食堂是新中国第514所邮电高等食堂。 id:79, 食堂 ,46
80,三厕所 id:80,三厕所是厕所。 id:80, 厕所 ,20
81,二厕所 id:81,二厕所是厕所。 id:81, 厕所 ,3
82,小理发店 id:82,小花园是一所啸理发店子。 id:82, 理发店 ,38
83,三宿舍 id:83,三宿舍是宿舍。 id:83, 宿舍 ,43
84,一厕所 id:84,一厕所是一所厕所。 id:84, 厕所 ,4
85,三食堂 id:85,三食堂是食堂。 id:85, 食堂 ,28
86,三宿舍 id:86,三宿舍是宿舍。 id:86, 宿舍 ,14
87,三食堂 id:87,三食堂是食堂。 id:87, 食堂 ,24
88,二厕所 id:88,二厕所是厕所。 id:88, 厕所 ,41
89,四宿舍 id:89,四宿舍是新中国第514所邮电高等宿舍。 id:89, 宿舍 ,24
90,五食堂 id:90,五食堂是食堂。 id:90, 食堂 ,43
91,小快递站 id:91,小花园是一所啸快递站子。 id:91, 快递站 ,34
92,小快递站 id:92,小花园是一所啸快递站子。 id:92, 快递站 ,12
93,五教学楼 id:93,五教学楼是新中国第114所邮电高等教学楼。 id:93, 教学楼 ,4
94,四厕所 id:94,四厕所是新中国第514所邮电高等厕所。 id:94, 厕所 ,28
95,五厕所 id:95,五厕所是厕所。 id:95, 厕所 ,11
96,二厕所 id:96,二厕所是厕所。 id:96, 厕所 ,13
97,四厕所 id:97,四厕所是新中国第514所邮电高等厕所。 id:97, 厕所 ,12
98,小理发店 id:98,小花园是一所啸理发店子。 id:98, 理发店 ,35
99,一宿舍 id:99,一宿舍是一所宿舍。 id:99, 宿舍 ,40
