# 100
index,name,instruction,label,likes
0,四教学楼 id:0,四教学楼是新中国第514所邮电高等教学楼。 id:0, 教学楼 ,31
1,五教学楼 id:1,五教学楼是新中国第114所邮电高等教学楼。 id:1, 教学楼 ,10
2,小花园 id:2,小花园是一所啸公园。 id:2, 花园 ,33
3,小花园 id:3,小花园是一所啸公园。 id:3, 花园 ,29
4,五宿舍 id:4,五宿舍是宿舍。 id:4, 宿舍 ,16
5,二厕所 id:5,二厕所是厕所。 id:5, 厕所 ,15
6,二食堂 id:6,二食堂是食堂。 id:6, 食堂 ,21
7,一厕所 id:7,一厕所是一所厕所。 id:7, 厕所 ,36
8,四食堂 id:8,四食堂是新中国第514所邮电高等食堂。 id:8, 食堂 ,46
9,五教学楼 id:9,五教学楼是新中国第114所邮电高等教学楼。 id:9, 教学楼 ,36
10,二宿舍 id:10,二宿舍是宿舍。 id:10, 宿舍 ,13
11,一食堂 id:11,一食堂是一所食堂。 id:11, 食堂 ,18
12,四食堂 id:12,四食堂是新中国第514所邮电高等食堂。 id:12, 食堂 ,12
13,一食堂 id:13,一食堂是一所食堂。 id:13, 食堂 ,11
14,四厕所 id:14,四厕所是新中国第514所邮电高等厕所。 id:14, 厕所 ,17
15,五教学楼 id:15,五教学楼是新中国第114所邮电高等教学楼。 id:15, 教学楼 ,37
16,一厕所 id:16,一厕所是一所厕所。 id:16, 厕所 ,6
17,三宿舍 id:17,三宿舍是宿舍。 id:17, 宿舍 ,25
18,三宿舍 id:18,三宿舍是宿舍。 id:18, 宿舍 ,29
19,四教学楼 id:19,四教学楼是新中国第514所邮电高等教学楼。 id:19, 教学楼 ,14
20,二宿舍 id:20,二宿舍是宿舍。 id:20, 宿舍 ,6
21,四教学楼 id:21,四教学楼是新中国第514所邮电高等教学楼。 id:21, 教学楼 ,34
22,小花园 id:22,小花园是一所啸公园。 id:22, 花园 ,10
23,五食堂 id:23,五食堂是食堂。 id:23, 食堂 ,28
24,三厕所 id:24,三厕所是厕所。 id:24, 厕所 ,8
25,三厕所 id:25,三厕所是厕所。 id:25, 厕所 ,33
26,四厕所 id:26,四厕所是新中国第514所邮电高等厕所。 id:26, 厕所 ,13
27,小花园 id:27,小花园是一所啸公园。 id:27, 花园 ,46
28,三教学楼 id:28,三教学楼是新中国第114514所邮电高等教学楼。 id:28, 教学楼 ,4
29,五教学楼 id:29,五教学楼是新中国第114所邮电高等教学楼。 id:29, 教学楼 ,26
30,二厕所 id:30,二厕所是厕所。 id:30, 厕所 ,35
31,四教学楼 id:31,四教学楼是新中国第514所邮电高等教学楼。 id:31, 教学楼 ,6
32,五食堂 id:32,五食堂是食堂。 id:32, 食堂 ,45
33,四教学楼 id:33,四教学楼是新中国第514所邮电高等教学楼。 id:33, 教学楼 ,46
34,小花园 id:34,小花园是一所啸公园。 id:34, 花园 ,25
35,小快递站 id:35,小花园是一所啸快递站子。 id:35, 快递站 ,13
36,五厕所 id:36,五厕所是厕所。 id:36, 厕所 ,3
37,四教学楼 id:37,四教学楼是新中国第514所邮电高等教学楼。 id:37, 教学楼 ,23
38,一宿舍 id:38,一宿舍是一所宿舍。 id:38, 宿舍 ,26
39,四教学楼 id:39,四教学楼是新中国第514所邮电高等教学楼。 id:39, 教学楼 ,34
40,三教学楼 id:40,三教学楼是新中国第114514所邮电高等教学楼。 id:40, 教学楼 ,8
41,四宿舍 id:41,四宿舍是新中国第514所邮电高等宿舍。 id:41, 宿舍 ,41
42,三厕所 id:42,三厕所是厕所。 id:42, 厕所 ,28
43,四食堂 id:43,四食堂是新中国第514所邮电高等食堂。 id:43, 食堂 ,32
44,五教学楼 id:44,五教学楼是新中国第114所邮电高等教学楼。 id:44, 教学楼 ,30
45,二宿舍 id:45,二宿舍是宿舍。 id:45, 宿舍 ,25
46,小理发店 id:46,小花园是一所啸理发店子。 id:46, 理发店 ,43
47,一教学楼 id:47,一教学楼是新中国第1所邮电高等教学楼。 id:47, 教学楼 ,19
48,小快递站 id:48,小花园是一所啸快递站子。 id:48, 快递站 ,46
49,二厕所 id:49,二厕所是厕所。 id:49, 厕所 ,22
50,四教学楼 id:50,四教学楼是新中国第514所邮电高等教学楼。 id:50, 教学楼 ,42
51,三宿舍 id:51,三宿舍是宿舍。 id:51, 宿舍 ,25
52,五教学楼 id:52,五教学楼是新中国第114所邮电高等教学楼。 id:52, 教学楼 ,28
53,小花园 id:53,小花园是一所啸公园。 id:53, 花园 ,42
54,小花园 id:54,小花园是一所啸公园。 id:54, 花园 ,4
55,一厕所 id:55,一厕所是一所厕所。 id:55, 厕所 ,39
56,二宿舍 id:56,二宿舍是宿舍。 id:56, 宿舍 ,27
57,小车棚 id:57,小花园是一所啸车棚子。 id:57, 车棚 ,13
58,五食堂 id:58,五食堂是食堂。 id:58, 食堂 ,46
59,五教学楼 id:59,五教学楼是新中国第114所邮电高等教学楼。 id:59, 教学楼 ,37
60,小理发店 id:60,小花园是一所啸理发店子。 id:60, 理发店 ,19
61,四食堂 id:61,四食堂是新中国第514所邮电高等食堂。 id:61, 食堂 ,2
62,五教学楼 id:62,五教学楼是新中国第114所邮电高等教学楼。 id:62, 教学楼 ,2
63,四教学楼 id:63,四教学楼是新中国第514所邮电高等教学楼。 id:63, 教学楼 ,31
64,五食堂 id:64,五食堂是食堂。 id:64, 食堂 ,19
65,二厕所 id:65,二厕所是厕所。 id:65, 厕所 ,19
66,五教学楼 id:66,五教学楼是新中国第114所邮电高等教学楼。 id:66, 教学楼 ,18
67,小花园 id:67,小花园是一所啸公园。 id:67, 花园 ,15
68,小花园 id:68,小花园是一所啸公园。 id:68, 花园 ,4
69,一教学楼 id:69,一教学楼是新中国第1所邮电高等教学楼。 id:69, 教学楼 ,3
70,一食堂 id:70,一食堂是一所食堂。 id:70, 食堂 ,17
71,一食堂 id:71,一食堂是一所食堂。 id:71, 食堂 ,43
72,二食堂 id:72,二食堂是食堂。 id:72, 食堂 ,42
73,二食堂 id:73,二食堂是食堂。 id:73, 食堂 ,44
74,五厕所 id:74,五厕所是厕所。 id:74, 厕所 ,12
75,三教学楼 id:75,三教学楼是新中国第114514所邮电高等教学楼。 id:75, 教学楼 ,10
76,一宿舍 id:76,一宿舍是一所宿舍。 id:76, 宿舍 ,10
77,四厕所 id:77,四厕所是新中国第514所邮电高等厕所。 id:77, 厕所 ,21
78,一教学楼 id:78,一教学楼是新中国第1所邮电高等教学楼。 id:78, 教学楼 ,40
79,三厕所 id:79,三厕所是厕所。 id:79, 厕所 ,21
80,三厕所 id:80,三厕所是厕所。 id:80, 厕所 ,33
81,五教学楼 id:81,五教学楼是新中国第114所邮电高等教学楼。 id:81, 教学楼 ,38
82,二食堂 id:82,二食堂是食堂。 id:82, 食堂 ,39
83,一食堂 id:83,一食堂是一所食堂。 id:83, 食堂 ,14
84,四宿舍 id:84,四宿舍是新中国第514所邮电高等宿舍。 id:84, 宿舍 ,46
85,四食堂 id:85,四食堂是新中国第514所邮电高等食堂。 id:85, 食堂 ,42
86,小保卫处 id:86,小花园是一所啸保卫处。 id:86, 保卫处 ,35
87,三宿舍 id:87,三宿舍是宿舍。 id:87, 宿舍 ,26
88,小快递站 id:88,小花园是一所啸快递站子。 id:88, 快递站 ,45
89,二食堂 id:89,二食堂是食堂。 id:89, 食堂 ,21
90,二宿舍 id:90,二宿舍是宿舍。 id:90, 宿舍 ,42
91,五食堂 id:91,五食堂是食堂。 id:91, 食堂 ,26
92,小快递站 id:92,小花园是一所啸快递站子。 id:92, 快递站 ,5
93,五食堂 id:93,五食堂是食堂。 id:93, 食堂 ,46
94,一厕所 id:94,一厕所是一所厕所。 id:94, 厕所 ,10
95,二教学楼 id:95,二教学楼是新中国第18所邮电高等教学楼。 id:95, 教学楼 ,18
96,一厕所 id:96,一厕所是一所厕所。 id:96, 厕所 ,37
97,二食堂 id:97,二食堂是食堂。 id:97, 食堂 ,2
98,三食堂 id:98,三食堂是食堂。 id:98, 食堂 ,15
99,五食堂 id:99,五食堂是食堂。 id:99, 食堂 ,8
