# 721
index,name,label,likes
0,麻辣烫 food_id:0,粤菜 food_id:0,27
1,牛肉拉面 food_id:1,徽菜 food_id:1,30
2,面皮 food_id:2,闽菜 food_id:2,0
3,毛血旺 food_id:3,鲁菜 food_id:3,90
4,面皮 food_id:4,粤菜 food_id:4,57
5,猪肉炒手 food_id:5,川菜 food_id:5,15
6,猪肉炒手 food_id:6,闽菜 food_id:6,6
7,鱼香肉丝 food_id:7,苏菜 food_id:7,87
8,面皮 food_id:8,苏菜 food_id:8,0
9,鱼香肉丝 food_id:9,浙菜 food_id:9,0
10,山西刀削面 food_id:10,苏菜 food_id:10,45
11,涮毛肚 food_id:11,湘菜 food_id:11,3
12,面皮 food_id:12,闽菜 food_id:12,51
13,面皮 food_id:13,徽菜 food_id:13,15
14,毛血旺 food_id:14,苏菜 food_id:14,102
15,鱼香肉丝 food_id:15,湘菜 food_id:15,60
16,鱼香肉丝 food_id:16,徽菜 food_id:16,30
17,猪肉炒手 food_id:17,湘菜 food_id:17,6
18,牛肉拉面 food_id:18,鲁菜 food_id:18,99
19,麻辣烫 food_id:19,湘菜 food_id:19,81
20,猪肉炒手 food_id:20,粤菜 food_id:20,3
21,猪肉炒手 food_id:21,浙菜 food_id:21,69
22,鱼香肉丝 food_id:22,闽菜 food_id:22,69
23,猪肉炒手 food_id:23,湘菜 food_id:23,42
24,麻辣烫 food_id:24,闽菜 food_id:24,66
25,涮毛肚 food_id:25,浙菜 food_id:25,33
26,鱼香肉丝 food_id:26,川菜 food_id:26,3
27,鱼香肉丝 food_id:27,鲁菜 food_id:27,57
28,麻辣烫 food_id:28,苏菜 food_id:28,30
29,面皮 food_id:29,粤菜 food_id:29,105
30,面皮 food_id:30,粤菜 food_id:30,81
31,麻辣烫 food_id:31,湘菜 food_id:31,105
32,猪肉炒手 food_id:32,闽菜 food_id:32,54
33,牛肉拉面 food_id:33,闽菜 food_id:33,36
34,鱼香肉丝 food_id:34,苏菜 food_id:34,60
35,鱼香肉丝 food_id:35,川菜 food_id:35,96
36,猪肉炒手 food_id:36,闽菜 food_id:36,18
37,麻辣烫 food_id:37,徽菜 food_id:37,81
38,猪肉炒手 food_id:38,川菜 food_id:38,93
39,鱼香肉丝 food_id:39,湘菜 food_id:39,90
40,牛肉拉面 food_id:40,徽菜 food_id:40,114
41,毛血旺 food_id:41,闽菜 food_id:41,30
42,鱼香肉丝 food_id:42,闽菜 food_id:42,84
