# 4804
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,0,1,65,5,1,0,0
1,0,2,20,3,1,1,1
2,0,3,5,7,1,1,0
3,0,4,95,3,1,1,0
4,0,5,60,9,1,1,1
5,0,6,85,2,1,1,0
6,0,7,55,6,1,1,0
7,0,8,5,6,1,0,0
8,0,9,45,3,1,1,0
9,0,10,75,3,1,0,1
10,0,11,70,5,1,1,0
11,0,12,35,5,1,1,1
12,0,13,40,2,1,1,1
13,0,14,95,9,1,1,0
14,0,15,70,7,1,1,1
15,0,16,30,3,1,1,0
16,0,17,100,7,1,0,1
17,0,18,55,1,1,1,0
18,0,19,40,8,1,1,0
19,0,20,70,2,1,0,1
20,0,21,80,3,1,0,1
21,0,22,80,0,1,1,0
22,0,23,70,4,1,1,1
23,0,24,5,6,1,1,1
24,0,25,10,7,1,1,0
25,0,26,30,0,1,0,1
26,0,27,50,1,1,0,1
27,0,28,60,7,1,0,1
28,0,29,40,4,1,1,0
29,0,30,65,6,1,1,1
30,0,31,70,4,1,1,1
31,0,32,75,7,1,1,0
32,0,33,40,5,1,1,1
33,0,34,5,1,1,1,0
34,0,35,10,3,1,1,0
35,0,36,90,4,1,1,1
36,0,37,95,5,1,1,0
37,1,74,80,7,1,0,0
38,0,39,60,5,1,1,1
39,0,40,80,0,1,0,0
40,0,41,45,5,1,1,0
41,0,42,55,0,1,0,0
42,0,43,100,1,1,1,1
43,0,44,55,4,1,0,0
44,0,45,90,8,1,1,1
45,0,46,90,2,1,1,1
46,0,47,50,3,1,1,0
47,0,48,95,5,1,0,0
48,0,49,30,2,1,0,0
49,0,50,35,8,1,0,1
50,0,51,15,0,1,1,0
51,2,38,15,8,1,1,1
52,0,53,25,7,1,1,1
53,0,54,15,0,1,1,1
54,0,55,5,7,1,1,1
55,0,56,10,4,1,1,0
56,0,57,45,7,1,1,1
57,0,58,65,1,1,1,0
58,0,59,5,8,1,1,0
59,0,60,45,6,1,1,1
60,0,61,20,0,1,1,0
61,0,62,30,8,1,1,1
62,0,63,65,2,1,1,0
63,0,64,50,7,1,1,0
64,0,65,35,9,1,0,0
65,0,66,75,4,1,1,0
66,0,67,45,8,1,1,0
67,0,68,65,1,1,1,1
68,0,69,80,7,1,1,0
69,0,70,45,1,1,1,1
70,0,71,100,1,1,1,0
71,0,72,55,9,1,1,1
72,0,73,80,6,1,0,1
73,0,74,100,8,1,1,0
74,0,75,30,0,1,1,0
75,0,76,30,1,1,0,1
76,0,77,55,0,1,0,1
77,0,78,70,3,1,1,1
78,3,89,60,2,1,1,1
79,0,80,75,5,1,1,0
80,0,81,10,3,1,1,1
81,0,82,90,2,1,1,1
82,0,83,75,4,1,1,0
83,0,84,30,9,1,1,1
84,0,85,40,2,1,0,1
85,0,86,85,7,1,1,1
86,0,87,5,2,1,1,1
87,0,88,90,8,1,1,0
88,0,89,40,3,1,1,1
89,0,90,50,3,1,1,1
90,0,91,90,5,1,1,0
91,0,92,55,4,1,1,0
92,0,93,90,5,1,0,1
93,0,94,35,3,1,1,1
94,0,95,25,9,1,0,0
95,0,96,65,2,1,1,1
96,0,97,40,5,1,1,0
97,0,98,45,5,1,1,0
98,0,99,75,5,1,1,1
99,1,2,10,9,1,1,1
100,1,3,100,9,1,0,0
101,1,4,25,2,1,1,1
102,1,5,65,3,1,1,0
103,1,6,30,3,1,1,0
104,1,7,5,7,1,0,1
105,1,8,20,5,1,1,1
106,1,9,50,6,1,1,1
107,1,10,100,3,1,1,0
108,1,11,70,1,1,0,1
109,1,12,65,6,1,1,1
110,1,13,75,7,1,1,0
111,1,14,95,9,1,0,0
112,1,15,40,5,1,1,0
113,1,16,5,5,1,1,1
114,1,17,100,6,1,1,1
