# 663
index,name,label,likes
0,山西刀削面 food_id:0,苏菜 food_id:0,105
1,涮毛肚 food_id:1,川菜 food_id:1,30
2,毛血旺 food_id:2,闽菜 food_id:2,75
3,山西刀削面 food_id:3,川菜 food_id:3,30
4,猪肉炒手 food_id:4,闽菜 food_id:4,105
5,鱼香肉丝 food_id:5,湘菜 food_id:5,9
6,山西刀削面 food_id:6,浙菜 food_id:6,21
7,牛肉拉面 food_id:7,川菜 food_id:7,105
8,面皮 food_id:8,闽菜 food_id:8,39
9,麻辣烫 food_id:9,徽菜 food_id:9,45
10,涮毛肚 food_id:10,湘菜 food_id:10,39
11,涮毛肚 food_id:11,鲁菜 food_id:11,15
12,牛肉拉面 food_id:12,徽菜 food_id:12,39
13,面皮 food_id:13,湘菜 food_id:13,60
14,涮毛肚 food_id:14,徽菜 food_id:14,9
15,山西刀削面 food_id:15,湘菜 food_id:15,87
16,麻辣烫 food_id:16,粤菜 food_id:16,99
17,猪肉炒手 food_id:17,徽菜 food_id:17,75
18,涮毛肚 food_id:18,浙菜 food_id:18,60
19,毛血旺 food_id:19,闽菜 food_id:19,15
20,鱼香肉丝 food_id:20,川菜 food_id:20,54
21,毛血旺 food_id:21,鲁菜 food_id:21,12
22,牛肉拉面 food_id:22,浙菜 food_id:22,99
23,鱼香肉丝 food_id:23,川菜 food_id:23,60
24,鱼香肉丝 food_id:24,徽菜 food_id:24,45
25,毛血旺 food_id:25,浙菜 food_id:25,42
26,鱼香肉丝 food_id:26,徽菜 food_id:26,18
27,鱼香肉丝 food_id:27,粤菜 food_id:27,105
28,牛肉拉面 food_id:28,粤菜 food_id:28,39
29,麻辣烫 food_id:29,鲁菜 food_id:29,60
30,面皮 food_id:30,浙菜 food_id:30,30
31,山西刀削面 food_id:31,湘菜 food_id:31,18
32,涮毛肚 food_id:32,湘菜 food_id:32,54
33,麻辣烫 food_id:33,鲁菜 food_id:33,96
34,鱼香肉丝 food_id:34,浙菜 food_id:34,102
35,面皮 food_id:35,粤菜 food_id:35,48
36,麻辣烫 food_id:36,川菜 food_id:36,33
37,麻辣烫 food_id:37,川菜 food_id:37,72
38,涮毛肚 food_id:38,苏菜 food_id:38,114
39,毛血旺 food_id:39,粤菜 food_id:39,54
40,涮毛肚 food_id:40,徽菜 food_id:40,105
41,鱼香肉丝 food_id:41,闽菜 food_id:41,84
42,山西刀削面 food_id:42,苏菜 food_id:42,72
43,毛血旺 food_id:43,鲁菜 food_id:43,63
44,鱼香肉丝 food_id:44,徽菜 food_id:44,93
45,牛肉拉面 food_id:45,徽菜 food_id:45,90
46,猪肉炒手 food_id:46,湘菜 food_id:46,27
47,麻辣烫 food_id:47,川菜 food_id:47,66
48,毛血旺 food_id:48,浙菜 food_id:48,96
49,山西刀削面 food_id:49,徽菜 food_id:49,66
50,猪肉炒手 food_id:50,苏菜 food_id:50,66
51,麻辣烫 food_id:51,浙菜 food_id:51,54
52,山西刀削面 food_id:52,粤菜 food_id:52,93
53,山西刀削面 food_id:53,浙菜 food_id:53,33
54,涮毛肚 food_id:54,鲁菜 food_id:54,30
55,鱼香肉丝 food_id:55,徽菜 food_id:55,102
56,麻辣烫 food_id:56,粤菜 food_id:56,117
57,牛肉拉面 food_id:57,湘菜 food_id:57,51
58,涮毛肚 food_id:58,川菜 food_id:58,39
59,麻辣烫 food_id:59,湘菜 food_id:59,51
60,山西刀削面 food_id:60,闽菜 food_id:60,69
61,涮毛肚 food_id:61,湘菜 food_id:61,48
62,山西刀削面 food_id:62,鲁菜 food_id:62,15
63,鱼香肉丝 food_id:63,粤菜 food_id:63,15
64,牛肉拉面 food_id:64,徽菜 food_id:64,15
65,面皮 food_id:65,徽菜 food_id:65,3
66,牛肉拉面 food_id:66,湘菜 food_id:66,105
67,麻辣烫 food_id:67,川菜 food_id:67,54
68,山西刀削面 food_id:68,苏菜 food_id:68,57
69,牛肉拉面 food_id:69,湘菜 food_id:69,69
70,面皮 food_id:70,川菜 food_id:70,48
71,毛血旺 food_id:71,闽菜 food_id:71,87
72,面皮 food_id:72,湘菜 food_id:72,108
73,麻辣烫 food_id:73,湘菜 food_id:73,84
74,猪肉炒手 food_id:74,徽菜 food_id:74,75
75,涮毛肚 food_id:75,浙菜 food_id:75,48
76,牛肉拉面 food_id:76,川菜 food_id:76,18
77,猪肉炒手 food_id:77,鲁菜 food_id:77,3
78,涮毛肚 food_id:78,粤菜 food_id:78,24
79,毛血旺 food_id:79,苏菜 food_id:79,99
80,涮毛肚 food_id:80,苏菜 food_id:80,114
81,毛血旺 food_id:81,粤菜 food_id:81,30
82,麻辣烫 food_id:82,浙菜 food_id:82,36
83,涮毛肚 food_id:83,川菜 food_id:83,72
84,涮毛肚 food_id:84,闽菜 food_id:84,24
85,山西刀削面 food_id:85,徽菜 food_id:85,27
86,山西刀削面 food_id:86,湘菜 food_id:86,9
87,山西刀削面 food_id:87,苏菜 food_id:87,27
88,毛血旺 food_id:88,浙菜 food_id:88,63
89,麻辣烫 food_id:89,鲁菜 food_id:89,30
90,毛血旺 food_id:90,闽菜 food_id:90,18
91,涮毛肚 food_id:91,粤菜 food_id:91,45
92,鱼香肉丝 food_id:92,湘菜 food_id:92,102
93,猪肉炒手 food_id:93,鲁菜 food_id:93,24
94,牛肉拉面 food_id:94,闽菜 food_id:94,39
95,猪肉炒手 food_id:95,川菜 food_id:95,78
96,鱼香肉丝 food_id:96,徽菜 food_id:96,15
97,麻辣烫 food_id:97,浙菜 food_id:97,45
98,牛肉拉面 food_id:98,徽菜 food_id:98,36
99,山西刀削面 food_id:99,徽菜 food_id:99,6
100,麻辣烫 food_id:100,苏菜 food_id:100,78
101,面皮 food_id:101,闽菜 food_id:101,75
102,鱼香肉丝 food_id:102,湘菜 food_id:102,87
103,鱼香肉丝 food_id:103,徽菜 food_id:103,108
104,涮毛肚 food_id:104,苏菜 food_id:104,18
105,毛血旺 food_id:105,浙菜 food_id:105,108
106,牛肉拉面 food_id:106,鲁菜 food_id:106,21
107,面皮 food_id:107,湘菜 food_id:107,39
108,猪肉炒手 food_id:108,鲁菜 food_id:108,57
109,毛血旺 food_id:109,川菜 food_id:109,12
110,毛血旺 food_id:110,闽菜 food_id:110,45
111,毛血旺 food_id:111,浙菜 food_id:111,18
112,麻辣烫 food_id:112,苏菜 food_id:112,111
113,猪肉炒手 food_id:113,鲁菜 food_id:113,114
114,涮毛肚 food_id:114,苏菜 food_id:114,63
115,猪肉炒手 food_id:115,徽菜 food_id:115,117
116,牛肉拉面 food_id:116,鲁菜 food_id:116,36
117,牛肉拉面 food_id:117,鲁菜 food_id:117,87
118,猪肉炒手 food_id:118,鲁菜 food_id:118,6
119,山西刀削面 food_id:119,闽菜 food_id:119,93
120,毛血旺 food_id:120,鲁菜 food_id:120,102
121,山西刀削面 food_id:121,粤菜 food_id:121,3
122,猪肉炒手 food_id:122,粤菜 food_id:122,72
123,牛肉拉面 food_id:123,湘菜 food_id:123,57
124,面皮 food_id:124,徽菜 food_id:124,66
125,毛血旺 food_id:125,湘菜 food_id:125,39
126,涮毛肚 food_id:126,川菜 food_id:126,78
127,涮毛肚 food_id:127,苏菜 food_id:127,111
128,毛血旺 food_id:128,湘菜 food_id:128,75
129,面皮 food_id:129,川菜 food_id:129,21
130,麻辣烫 food_id:130,鲁菜 food_id:130,12
131,鱼香肉丝 food_id:131,闽菜 food_id:131,117
132,猪肉炒手 food_id:132,川菜 food_id:132,72
133,猪肉炒手 food_id:133,闽菜 food_id:133,42
134,毛血旺 food_id:134,粤菜 food_id:134,15
135,猪肉炒手 food_id:135,闽菜 food_id:135,72
136,猪肉炒手 food_id:136,闽菜 food_id:136,9
137,涮毛肚 food_id:137,川菜 food_id:137,93
138,山西刀削面 food_id:138,鲁菜 food_id:138,57
139,鱼香肉丝 food_id:139,闽菜 food_id:139,90
140,面皮 food_id:140,粤菜 food_id:140,63
141,猪肉炒手 food_id:141,川菜 food_id:141,0
142,猪肉炒手 food_id:142,粤菜 food_id:142,21
143,面皮 food_id:143,湘菜 food_id:143,39
144,面皮 food_id:144,湘菜 food_id:144,111
145,毛血旺 food_id:145,川菜 food_id:145,51
146,毛血旺 food_id:146,浙菜 food_id:146,105
147,牛肉拉面 food_id:147,鲁菜 food_id:147,0
148,涮毛肚 food_id:148,湘菜 food_id:148,33
149,面皮 food_id:149,湘菜 food_id:149,96
150,猪肉炒手 food_id:150,闽菜 food_id:150,24
151,面皮 food_id:151,粤菜 food_id:151,15
152,牛肉拉面 food_id:152,闽菜 food_id:152,111
153,山西刀削面 food_id:153,浙菜 food_id:153,111
154,麻辣烫 food_id:154,粤菜 food_id:154,84
155,山西刀削面 food_id:155,苏菜 food_id:155,66
156,麻辣烫 food_id:156,徽菜 food_id:156,33
157,牛肉拉面 food_id:157,徽菜 food_id:157,114
158,麻辣烫 food_id:158,徽菜 food_id:158,9
159,猪肉炒手 food_id:159,鲁菜 food_id:159,42
160,牛肉拉面 food_id:160,苏菜 food_id:160,6
161,面皮 food_id:161,闽菜 food_id:161,33
162,牛肉拉面 food_id:162,川菜 food_id:162,15
163,山西刀削面 food_id:163,湘菜 food_id:163,99
164,山西刀削面 food_id:164,闽菜 food_id:164,18
165,猪肉炒手 food_id:165,徽菜 food_id:165,63
166,山西刀削面 food_id:166,浙菜 food_id:166,93
167,山西刀削面 food_id:167,粤菜 food_id:167,117
168,山西刀削面 food_id:168,川菜 food_id:168,33
169,麻辣烫 food_id:169,川菜 food_id:169,105
170,鱼香肉丝 food_id:170,湘菜 food_id:170,114
171,面皮 food_id:171,湘菜 food_id:171,30
172,面皮 food_id:172,徽菜 food_id:172,12
173,麻辣烫 food_id:173,粤菜 food_id:173,15
174,鱼香肉丝 food_id:174,湘菜 food_id:174,24
175,麻辣烫 food_id:175,湘菜 food_id:175,42
176,面皮 food_id:176,苏菜 food_id:176,12
177,山西刀削面 food_id:177,浙菜 food_id:177,12
178,鱼香肉丝 food_id:178,苏菜 food_id:178,36
179,山西刀削面 food_id:179,粤菜 food_id:179,27
180,涮毛肚 food_id:180,浙菜 food_id:180,39
181,毛血旺 food_id:181,粤菜 food_id:181,6
182,麻辣烫 food_id:182,闽菜 food_id:182,111
183,猪肉炒手 food_id:183,湘菜 food_id:183,60
184,牛肉拉面 food_id:184,川菜 food_id:184,45
185,麻辣烫 food_id:185,川菜 food_id:185,93
186,牛肉拉面 food_id:186,闽菜 food_id:186,78
187,鱼香肉丝 food_id:187,鲁菜 food_id:187,48
188,涮毛肚 food_id:188,徽菜 food_id:188,6
189,鱼香肉丝 food_id:189,闽菜 food_id:189,12
190,面皮 food_id:190,湘菜 food_id:190,102
191,鱼香肉丝 food_id:191,川菜 food_id:191,39
192,鱼香肉丝 food_id:192,湘菜 food_id:192,93
193,毛血旺 food_id:193,湘菜 food_id:193,105
194,牛肉拉面 food_id:194,粤菜 food_id:194,87
195,麻辣烫 food_id:195,徽菜 food_id:195,45
196,牛肉拉面 food_id:196,浙菜 food_id:196,105
197,麻辣烫 food_id:197,苏菜 food_id:197,90
198,面皮 food_id:198,徽菜 food_id:198,15
199,毛血旺 food_id:199,川菜 food_id:199,102
200,涮毛肚 food_id:200,苏菜 food_id:200,36
201,涮毛肚 food_id:201,徽菜 food_id:201,0
202,面皮 food_id:202,粤菜 food_id:202,15
203,涮毛肚 food_id:203,闽菜 food_id:203,51
204,猪肉炒手 food_id:204,鲁菜 food_id:204,75
205,涮毛肚 food_id:205,粤菜 food_id:205,6
206,鱼香肉丝 food_id:206,湘菜 food_id:206,6
207,麻辣烫 food_id:207,浙菜 food_id:207,27
208,麻辣烫 food_id:208,苏菜 food_id:208,108
209,猪肉炒手 food_id:209,苏菜 food_id:209,45
210,鱼香肉丝 food_id:210,浙菜 food_id:210,75
211,毛血旺 food_id:211,徽菜 food_id:211,33
212,麻辣烫 food_id:212,浙菜 food_id:212,105
213,毛血旺 food_id:213,闽菜 food_id:213,30
214,鱼香肉丝 food_id:214,湘菜 food_id:214,75
215,鱼香肉丝 food_id:215,徽菜 food_id:215,6
216,牛肉拉面 food_id:216,湘菜 food_id:216,114
217,牛肉拉面 food_id:217,湘菜 food_id:217,66
218,涮毛肚 food_id:218,徽菜 food_id:218,78
219,猪肉炒手 food_id:219,浙菜 food_id:219,102
220,山西刀削面 food_id:220,徽菜 food_id:220,81
221,麻辣烫 food_id:221,浙菜 food_id:221,90
222,面皮 food_id:222,湘菜 food_id:222,39
223,山西刀削面 food_id:223,浙菜 food_id:223,30
224,山西刀削面 food_id:224,鲁菜 food_id:224,48
225,鱼香肉丝 food_id:225,徽菜 food_id:225,93
226,麻辣烫 food_id:226,苏菜 food_id:226,63
227,面皮 food_id:227,湘菜 food_id:227,81
228,牛肉拉面 food_id:228,闽菜 food_id:228,93
229,涮毛肚 food_id:229,鲁菜 food_id:229,105
230,麻辣烫 food_id:230,鲁菜 food_id:230,87
231,面皮 food_id:231,粤菜 food_id:231,102
232,毛血旺 food_id:232,川菜 food_id:232,96
233,牛肉拉面 food_id:233,川菜 food_id:233,45
234,麻辣烫 food_id:234,闽菜 food_id:234,81
235,麻辣烫 food_id:235,徽菜 food_id:235,9
236,牛肉拉面 food_id:236,闽菜 food_id:236,33
237,麻辣烫 food_id:237,粤菜 food_id:237,117
238,面皮 food_id:238,闽菜 food_id:238,15
239,面皮 food_id:239,闽菜 food_id:239,117
240,涮毛肚 food_id:240,浙菜 food_id:240,84
241,面皮 food_id:241,闽菜 food_id:241,99
242,麻辣烫 food_id:242,苏菜 food_id:242,78
243,涮毛肚 food_id:243,徽菜 food_id:243,117
244,毛血旺 food_id:244,徽菜 food_id:244,12
245,麻辣烫 food_id:245,苏菜 food_id:245,24
246,山西刀削面 food_id:246,闽菜 food_id:246,12
247,涮毛肚 food_id:247,浙菜 food_id:247,3
248,牛肉拉面 food_id:248,闽菜 food_id:248,36
249,牛肉拉面 food_id:249,苏菜 food_id:249,105
250,猪肉炒手 food_id:250,浙菜 food_id:250,108
251,猪肉炒手 food_id:251,苏菜 food_id:251,30
252,猪肉炒手 food_id:252,徽菜 food_id:252,12
253,涮毛肚 food_id:253,粤菜 food_id:253,63
254,毛血旺 food_id:254,徽菜 food_id:254,39
255,麻辣烫 food_id:255,浙菜 food_id:255,87
256,猪肉炒手 food_id:256,川菜 food_id:256,39
257,麻辣烫 food_id:257,湘菜 food_id:257,39
258,山西刀削面 food_id:258,闽菜 food_id:258,15
259,涮毛肚 food_id:259,闽菜 food_id:259,12
260,牛肉拉面 food_id:260,鲁菜 food_id:260,33
261,山西刀削面 food_id:261,鲁菜 food_id:261,75
262,涮毛肚 food_id:262,鲁菜 food_id:262,48
263,牛肉拉面 food_id:263,闽菜 food_id:263,90
264,毛血旺 food_id:264,浙菜 food_id:264,18
265,毛血旺 food_id:265,鲁菜 food_id:265,72
266,面皮 food_id:266,闽菜 food_id:266,117
267,山西刀削面 food_id:267,浙菜 food_id:267,96
268,鱼香肉丝 food_id:268,浙菜 food_id:268,54
269,涮毛肚 food_id:269,粤菜 food_id:269,15
270,山西刀削面 food_id:270,湘菜 food_id:270,48
271,毛血旺 food_id:271,粤菜 food_id:271,66
272,毛血旺 food_id:272,粤菜 food_id:272,39
273,面皮 food_id:273,鲁菜 food_id:273,33
274,山西刀削面 food_id:274,浙菜 food_id:274,69
275,山西刀削面 food_id:275,鲁菜 food_id:275,9
276,鱼香肉丝 food_id:276,苏菜 food_id:276,24
277,涮毛肚 food_id:277,川菜 food_id:277,111
278,涮毛肚 food_id:278,闽菜 food_id:278,39
279,面皮 food_id:279,川菜 food_id:279,69
280,牛肉拉面 food_id:280,粤菜 food_id:280,51
281,面皮 food_id:281,粤菜 food_id:281,15
282,面皮 food_id:282,浙菜 food_id:282,69
283,麻辣烫 food_id:283,川菜 food_id:283,30
284,牛肉拉面 food_id:284,浙菜 food_id:284,117
285,猪肉炒手 food_id:285,苏菜 food_id:285,0
286,面皮 food_id:286,川菜 food_id:286,30
287,鱼香肉丝 food_id:287,徽菜 food_id:287,93
288,涮毛肚 food_id:288,鲁菜 food_id:288,21
289,猪肉炒手 food_id:289,闽菜 food_id:289,24
290,山西刀削面 food_id:290,浙菜 food_id:290,60
291,牛肉拉面 food_id:291,鲁菜 food_id:291,30
292,山西刀削面 food_id:292,川菜 food_id:292,42
293,涮毛肚 food_id:293,川菜 food_id:293,57
294,鱼香肉丝 food_id:294,徽菜 food_id:294,18
295,面皮 food_id:295,徽菜 food_id:295,39
296,面皮 food_id:296,闽菜 food_id:296,93
297,毛血旺 food_id:297,闽菜 food_id:297,54
298,鱼香肉丝 food_id:298,粤菜 food_id:298,96
299,猪肉炒手 food_id:299,川菜 food_id:299,96
300,牛肉拉面 food_id:300,鲁菜 food_id:300,18
301,麻辣烫 food_id:301,川菜 food_id:301,60
302,面皮 food_id:302,湘菜 food_id:302,60
303,毛血旺 food_id:303,徽菜 food_id:303,69
304,毛血旺 food_id:304,粤菜 food_id:304,42
305,猪肉炒手 food_id:305,徽菜 food_id:305,84
