# 100
index,name,instruction,label,likes
0,二教学楼 id:0,二教学楼是新中国第18所邮电高等教学楼。 id:0, 教学楼 ,45
1,小花园 id:1,小花园是一所啸公园。 id:1, 花园 ,7
2,一厕所 id:2,一厕所是一所厕所。 id:2, 厕所 ,23
3,二教学楼 id:3,二教学楼是新中国第18所邮电高等教学楼。 id:3, 教学楼 ,37
4,五宿舍 id:4,五宿舍是宿舍。 id:4, 宿舍 ,8
5,小快递站 id:5,小花园是一所啸快递站子。 id:5, 快递站 ,21
6,二厕所 id:6,二厕所是厕所。 id:6, 厕所 ,40
7,小车棚 id:7,小花园是一所啸车棚子。 id:7, 车棚 ,12
8,四食堂 id:8,四食堂是新中国第514所邮电高等食堂。 id:8, 食堂 ,28
9,四食堂 id:9,四食堂是新中国第514所邮电高等食堂。 id:9, 食堂 ,13
10,一食堂 id:10,一食堂是一所食堂。 id:10, 食堂 ,4
11,五厕所 id:11,五厕所是厕所。 id:11, 厕所 ,43
12,二厕所 id:12,二厕所是厕所。 id:12, 厕所 ,16
13,四食堂 id:13,四食堂是新中国第514所邮电高等食堂。 id:13, 食堂 ,8
14,一宿舍 id:14,一宿舍是一所宿舍。 id:14, 宿舍 ,40
15,五宿舍 id:15,五宿舍是宿舍。 id:15, 宿舍 ,13
16,小花园 id:16,小花园是一所啸公园。 id:16, 花园 ,7
17,一食堂 id:17,一食堂是一所食堂。 id:17, 食堂 ,7
18,四厕所 id:18,四厕所是新中国第514所邮电高等厕所。 id:18, 厕所 ,40
19,小车棚 id:19,小花园是一所啸车棚子。 id:19, 车棚 ,42
20,三教学楼 id:20,三教学楼是新中国第114514所邮电高等教学楼。 id:20, 教学楼 ,36
21,五食堂 id:21,五食堂是食堂。 id:21, 食堂 ,38
22,二教学楼 id:22,二教学楼是新中国第18所邮电高等教学楼。 id:22, 教学楼 ,29
23,五宿舍 id:23,五宿舍是宿舍。 id:23, 宿舍 ,25
24,四宿舍 id:24,四宿舍是新中国第514所邮电高等宿舍。 id:24, 宿舍 ,38
25,五宿舍 id:25,五宿舍是宿舍。 id:25, 宿舍 ,3
26,三宿舍 id:26,三宿舍是宿舍。 id:26, 宿舍 ,5
27,一厕所 id:27,一厕所是一所厕所。 id:27, 厕所 ,30
28,四教学楼 id:28,四教学楼是新中国第514所邮电高等教学楼。 id:28, 教学楼 ,16
29,五厕所 id:29,五厕所是厕所。 id:29, 厕所 ,16
30,二食堂 id:30,二食堂是食堂。 id:30, 食堂 ,16
31,五教学楼 id:31,五教学楼是新中国第114所邮电高等教学楼。 id:31, 教学楼 ,25
32,三教学楼 id:32,三教学楼是新中国第114514所邮电高等教学楼。 id:32, 教学楼 ,44
33,三宿舍 id:33,三宿舍是宿舍。 id:33, 宿舍 ,5
34,小理发店 id:34,小花园是一所啸理发店子。 id:34, 理发店 ,10
35,一厕所 id:35,一厕所是一所厕所。 id:35, 厕所 ,42
36,五宿舍 id:36,五宿舍是宿舍。 id:36, 宿舍 ,36
37,一教学楼 id:37,一教学楼是新中国第1所邮电高等教学楼。 id:37, 教学楼 ,38
38,四宿舍 id:38,四宿舍是新中国第514所邮电高等宿舍。 id:38, 宿舍 ,41
39,五教学楼 id:39,五教学楼是新中国第114所邮电高等教学楼。 id:39, 教学楼 ,38
40,三食堂 id:40,三食堂是食堂。 id:40, 食堂 ,9
41,四教学楼 id:41,四教学楼是新中国第514所邮电高等教学楼。 id:41, 教学楼 ,16
42,三宿舍 id:42,三宿舍是宿舍。 id:42, 宿舍 ,43
43,一宿舍 id:43,一宿舍是一所宿舍。 id:43, 宿舍 ,5
44,四食堂 id:44,四食堂是新中国第514所邮电高等食堂。 id:44, 食堂 ,6
45,五教学楼 id:45,五教学楼是新中国第114所邮电高等教学楼。 id:45, 教学楼 ,29
46,小理发店 id:46,小花园是一所啸理发店子。 id:46, 理发店 ,13
47,一食堂 id:47,一食堂是一所食堂。 id:47, 食堂 ,38
48,四宿舍 id:48,四宿舍是新中国第514所邮电高等宿舍。 id:48, 宿舍 ,25
49,小理发店 id:49,小花园是一所啸理发店子。 id:49, 理发店 ,18
50,一宿舍 id:50,一宿舍是一所宿舍。 id:50, 宿舍 ,16
51,二厕所 id:51,二厕所是厕所。 id:51, 厕所 ,25
52,一宿舍 id:52,一宿舍是一所宿舍。 id:52, 宿舍 ,38
53,三教学楼 id:53,三教学楼是新中国第114514所邮电高等教学楼。 id:53, 教学楼 ,20
54,小理发店 id:54,小花园是一所啸理发店子。 id:54, 理发店 ,3
55,一厕所 id:55,一厕所是一所厕所。 id:55, 厕所 ,25
56,小理发店 id:56,小花园是一所啸理发店子。 id:56, 理发店 ,45
57,二宿舍 id:57,二宿舍是宿舍。 id:57, 宿舍 ,15
58,三食堂 id:58,三食堂是食堂。 id:58, 食堂 ,35
59,小保卫处 id:59,小花园是一所啸保卫处。 id:59, 保卫处 ,33
60,一宿舍 id:60,一宿舍是一所宿舍。 id:60, 宿舍 ,2
61,四宿舍 id:61,四宿舍是新中国第514所邮电高等宿舍。 id:61, 宿舍 ,17
62,一厕所 id:62,一厕所是一所厕所。 id:62, 厕所 ,29
63,一食堂 id:63,一食堂是一所食堂。 id:63, 食堂 ,35
64,五厕所 id:64,五厕所是厕所。 id:64, 厕所 ,36
65,二厕所 id:65,二厕所是厕所。 id:65, 厕所 ,30
66,四宿舍 id:66,四宿舍是新中国第514所邮电高等宿舍。 id:66, 宿舍 ,5
67,五教学楼 id:67,五教学楼是新中国第114所邮电高等教学楼。 id:67, 教学楼 ,11
68,二宿舍 id:68,二宿舍是宿舍。 id:68, 宿舍 ,30
69,二食堂 id:69,二食堂是食堂。 id:69, 食堂 ,7
70,小理发店 id:70,小花园是一所啸理发店子。 id:70, 理发店 ,37
71,小保卫处 id:71,小花园是一所啸保卫处。 id:71, 保卫处 ,33
72,小车棚 id:72,小花园是一所啸车棚子。 id:72, 车棚 ,29
73,小理发店 id:73,小花园是一所啸理发店子。 id:73, 理发店 ,12
74,一宿舍 id:74,一宿舍是一所宿舍。 id:74, 宿舍 ,40
75,二食堂 id:75,二食堂是食堂。 id:75, 食堂 ,4
76,三食堂 id:76,三食堂是食堂。 id:76, 食堂 ,39
77,四教学楼 id:77,四教学楼是新中国第514所邮电高等教学楼。 id:77, 教学楼 ,20
78,三宿舍 id:78,三宿舍是宿舍。 id:78, 宿舍 ,8
79,五教学楼 id:79,五教学楼是新中国第114所邮电高等教学楼。 id:79, 教学楼 ,38
80,小理发店 id:80,小花园是一所啸理发店子。 id:80, 理发店 ,11
81,五食堂 id:81,五食堂是食堂。 id:81, 食堂 ,28
82,一厕所 id:82,一厕所是一所厕所。 id:82, 厕所 ,34
83,一食堂 id:83,一食堂是一所食堂。 id:83, 食堂 ,3
84,一宿舍 id:84,一宿舍是一所宿舍。 id:84, 宿舍 ,19
85,三厕所 id:85,三厕所是厕所。 id:85, 厕所 ,11
86,小花园 id:86,小花园是一所啸公园。 id:86, 花园 ,10
87,四宿舍 id:87,四宿舍是新中国第514所邮电高等宿舍。 id:87, 宿舍 ,22
88,一食堂 id:88,一食堂是一所食堂。 id:88, 食堂 ,11
89,小花园 id:89,小花园是一所啸公园。 id:89, 花园 ,15
90,小车棚 id:90,小花园是一所啸车棚子。 id:90, 车棚 ,2
91,小车棚 id:91,小花园是一所啸车棚子。 id:91, 车棚 ,28
92,三教学楼 id:92,三教学楼是新中国第114514所邮电高等教学楼。 id:92, 教学楼 ,33
93,五食堂 id:93,五食堂是食堂。 id:93, 食堂 ,29
94,小理发店 id:94,小花园是一所啸理发店子。 id:94, 理发店 ,23
95,一食堂 id:95,一食堂是一所食堂。 id:95, 食堂 ,19
96,四教学楼 id:96,四教学楼是新中国第514所邮电高等教学楼。 id:96, 教学楼 ,10
97,小理发店 id:97,小花园是一所啸理发店子。 id:97, 理发店 ,27
98,五宿舍 id:98,五宿舍是宿舍。 id:98, 宿舍 ,32
99,三宿舍 id:99,三宿舍是宿舍。 id:99, 宿舍 ,8
