# 4795
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,2,0,80,13,1,0,0
1,0,2,35,0,1,0,0
2,0,3,30,6,1,1,1
3,0,4,5,1,1,0,1
4,0,5,55,2,1,1,1
5,0,6,35,1,1,1,1
6,4,1,300,17,1,1,1
7,0,8,100,4,1,1,1
8,0,9,65,2,1,1,0
9,0,10,40,3,1,0,0
10,0,11,30,7,1,1,1
11,0,19,25,3,1,1,0
12,0,13,40,9,1,1,1
13,0,14,5,4,1,1,1
14,0,15,90,3,1,1,0
15,0,16,55,2,1,1,0
16,0,17,85,4,1,0,1
17,0,18,70,2,1,1,0
18,0,19,30,4,1,1,0
19,0,20,60,3,1,1,1
20,0,21,90,5,1,1,1
21,0,22,60,9,1,1,0
22,0,23,95,3,1,0,0
23,0,24,25,9,1,0,1
24,0,67,100,6,1,1,1
25,0,26,70,2,1,1,1
26,0,27,5,2,1,0,0
27,0,28,25,6,1,0,0
28,0,29,100,5,1,1,1
29,0,30,100,7,1,1,1
30,0,31,35,4,1,1,0
31,0,32,40,9,1,1,1
32,0,33,20,4,1,1,1
33,0,34,45,7,1,1,0
34,0,35,20,3,1,1,1
35,0,36,65,0,1,0,1
36,0,37,80,1,1,1,0
37,0,38,60,6,1,0,1
38,0,39,80,8,1,1,0
39,0,40,90,1,1,0,0
40,0,41,90,0,1,1,1
41,0,42,15,9,1,0,1
42,0,43,30,3,1,0,0
43,0,44,70,4,1,1,1
44,0,45,100,4,1,1,0
45,0,46,90,8,1,0,0
46,0,47,30,2,1,1,1
47,0,48,80,1,1,0,0
48,0,49,5,1,1,1,1
49,0,50,20,6,1,1,1
50,0,51,35,8,1,1,0
51,0,52,5,2,1,0,0
52,0,53,95,2,1,0,1
53,0,54,10,4,1,1,0
54,0,55,65,9,1,1,1
55,2,32,95,3,1,1,0
56,0,57,10,8,1,1,1
57,0,58,75,6,1,1,1
58,0,59,95,9,1,1,1
59,0,60,100,9,1,1,0
60,0,61,100,0,1,1,0
61,0,62,30,8,1,0,1
62,0,63,75,2,1,1,1
63,0,64,5,4,1,0,1
64,0,65,5,5,1,1,0
65,0,66,40,4,1,1,1
66,0,67,15,0,1,1,1
67,0,68,65,3,1,1,0
68,0,69,65,2,1,0,1
69,0,70,10,3,1,1,1
70,0,71,85,2,1,1,1
71,0,72,50,5,1,0,1
72,0,73,10,5,1,1,0
73,0,74,90,5,1,1,1
74,0,75,85,2,1,0,0
75,0,76,5,3,1,1,1
76,0,77,90,6,1,1,1
77,0,78,25,9,1,1,0
78,0,79,75,6,1,1,0
79,0,80,25,9,1,1,0
80,3,57,20,6,1,1,0
81,0,82,10,5,1,1,0
82,0,83,45,6,1,1,0
83,0,84,5,9,1,1,1
84,0,85,5,0,1,1,1
85,0,86,95,1,1,1,0
86,0,87,45,3,1,1,0
87,0,88,60,2,1,1,0
88,0,89,90,8,1,1,0
89,0,90,20,9,1,1,0
90,0,91,40,9,1,1,0
91,0,92,95,4,1,0,0
92,0,93,40,9,1,1,1
93,0,94,5,7,1,0,1
94,0,95,45,2,1,1,0
95,0,96,30,2,1,1,1
96,0,97,80,1,1,0,1
97,0,98,90,8,1,1,1
98,0,99,5,3,1,1,1
99,1,2,30,2,1,1,1
100,1,3,100,9,1,1,0
101,1,4,100,7,1,1,0
102,1,5,10,5,1,0,0
103,1,6,25,5,1,1,1
104,1,7,95,7,1,1,1
105,1,8,15,1,1,1,0
106,1,9,25,2,1,1,1
107,1,10,70,8,1,1,1
108,1,11,70,5,1,1,1
109,1,12,35,8,1,1,0
110,1,13,30,2,1,1,1
111,1,14,20,8,1,1,1
112,1,15,10,0,1,0,1
113,1,16,60,5,1,1,1
