# 548
index,content,likes
0,这是景区评论。里面超好玩儿啊啊啊! comment_id:0  ,192
1,这是景区评论。里面超好玩儿啊啊啊! comment_id:1  ,12
2,这是景区评论。里面超好玩，里面的人说话又好听。这里好玩。 comment_id:2  ,174
3,景区评论!今天在这里。。，今天很开心！这是我的景区评论。 comment_id:3  ,219
4,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:4  评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,153
5,景区评论!今天在这里。。，今天很开心！今天在这里。。，今天很开心！ comment_id:5  !今天在这里。。，今天很开心！今天在这里。。，今天很开心！ co,102
6,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区评论。 comment_id:6  �面超好玩儿啊啊啊，里面的人说话又好听。这是我的景区�,45
7,这是一条景区评论今天在这里。。，今天很开心！ comment_id:7  ,207
8,这是景区评论。今天在这里。。，今天很开心！ comment_id:8  ,51
9,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:9  ,165
10,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:10  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,207
11,这是景区评论。这是我的景区评论。 comment_id:11  ,201
12,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:12  超好玩，里面的人说话又好听。今天在这里。。，今天�,9
13,这是景区评论。这是我的景区评论。 comment_id:13  ,144
14,这是一条景区评论今天很开心！ comment_id:14  ,168
15,这是一条景区评论这里好玩。 comment_id:15  ,180
16,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:16  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,225
17,这是一条景区评论这是我的景区评论。 comment_id:17  ,51
18,这是景区评论。今天很开心！ comment_id:18  ,57
19,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:19  ��超好玩儿啊啊啊，里面的人说话又好听。里面超好玩儿�,6
20,这是一条景区评论这里好玩。 comment_id:20  ,219
21,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ comment_id:21  论。里面超好玩儿啊啊啊，里面的人说话又好听。今天很开心！ ,150
22,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:22  ,210
23,这是景区评论。这里好玩。 comment_id:23  ,111
24,这是一条景区评论这是我的景区评论。 comment_id:24  ,42
25,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:25  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,21
26,这是景区评论。里面超好玩儿啊啊啊! comment_id:26  ,168
27,这是景区评论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:27  ��论。里面超好玩，里面的人说话又好听。里面超好玩儿啊啊啊! co,153
28,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:28  ,15
29,这是景区评论。今天在这里。。，今天很开心！ comment_id:29  ,204
30,这是景区评论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 comment_id:30  论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 ,189
31,这是景区评论。里面超好玩，里面的人说话又好听。今天在这里。。，今天很开心！ comment_id:31  超好玩，里面的人说话又好听。今天在这里。。，今天�,108
32,这是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:32  是景区评论。里面超好玩儿，里面的人说话又好听。这里好玩。 comment_id:3,186
33,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:33  ,48
34,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:34  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,186
35,这是一条景区评论这是我的景区评论。 comment_id:35  ,111
36,这是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:36  是景区评论。里面超好玩，里面的人说话又好听。今天很开心！ comment_id:3,180
37,这是一条景区评论今天在这里。。，今天很开心！ comment_id:37  ,168
38,这是一条景区评论这里好玩。 comment_id:38  ,138
39,这是一条景区评论今天在这里。。，今天很开心！ comment_id:39  ,12
40,这是一条景区评论里面超好玩儿啊啊啊! comment_id:40  ,150
41,这是一条景区评论这是我的景区评论。 comment_id:41  ,21
42,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:42  ,192
43,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:43  ,87
44,这是景区评论。今天在这里。。，今天很开心！ comment_id:44  ,225
45,这是一条景区评论这里好玩。 comment_id:45  ,204
46,景区评论!今天在这里。。，今天很开心！里面超好玩儿啊啊啊! comment_id:46  ,201
47,这是景区评论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 comment_id:47  论。里面超好玩儿，里面的人说话又好听。这是我的景区评论。 ,15
48,景区评论!今天在这里。。，今天很开心！今天很开心！ comment_id:48  ,21
49,这是景区评论。这里好玩。 comment_id:49  ,84
50,景区评论!今天在这里。。，今天很开心！这里好玩。 comment_id:50  ,54
51,这是一条景区评论里面超好玩儿啊啊啊! comment_id:51  ,108
52,这是景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_id:52  景区评论。里面超好玩儿，里面的人说话又好听。今天很开心！ comment_i,39
53,这是景区评论。今天很开心！ comment_id:53  ,192
54,这是景区评论。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊! comment_id:54  ��。里面超好玩儿，里面的人说话又好听。里面超好玩儿啊啊啊!,144
55,这是一条景区评论里面超好玩儿啊啊啊! comment_id:55  ,213
56,这是景区评论。里面超好玩儿啊啊啊! comment_id:56  ,135
57,这是一条景区评论今天在这里。。，今天很开心！ comment_id:57  ,51
58,这是景区评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 comment_id:58  评论。里面超好玩儿啊啊啊，里面的人说话又好听。这里好玩。 com,114
