# 4807
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,0,1,5,0,1,1,0
1,0,2,15,6,1,1,0
2,0,3,55,5,1,1,1
3,0,4,45,8,1,1,1
4,0,5,45,5,1,1,1
5,0,6,50,9,1,0,1
6,0,7,85,1,1,1,0
7,0,8,15,1,1,1,0
8,0,9,10,9,1,1,0
9,0,10,10,2,1,1,1
10,0,11,35,9,1,1,0
11,0,12,25,5,1,1,0
12,0,13,90,4,1,1,0
13,0,14,95,9,1,0,0
14,0,15,5,5,1,1,0
15,0,16,55,0,1,0,1
16,0,17,30,7,1,0,1
17,0,18,65,3,1,1,0
18,0,19,50,9,1,1,1
19,0,20,45,3,1,1,1
20,0,21,55,9,1,1,1
21,0,22,70,0,1,0,0
22,0,23,25,7,1,1,1
23,0,24,70,2,1,0,0
24,0,25,95,9,1,1,1
25,0,26,15,3,1,0,1
26,0,27,40,8,1,1,1
27,0,28,50,1,1,0,1
28,0,29,70,4,1,0,1
29,0,30,20,2,1,1,0
30,0,31,5,7,1,1,0
31,0,32,95,4,1,0,1
32,0,33,35,3,1,1,1
33,0,34,85,4,1,1,1
34,0,35,100,0,1,1,0
35,0,36,50,1,1,1,1
36,0,37,75,1,1,0,0
37,0,38,30,8,1,1,0
38,0,39,5,9,1,0,1
39,0,40,100,8,1,1,1
40,0,41,20,8,1,1,1
41,0,42,90,4,1,1,0
42,0,43,75,8,1,1,1
43,0,44,10,2,1,1,0
44,0,45,95,5,1,0,0
45,2,3,40,7,1,1,1
46,0,47,85,1,1,1,1
47,0,48,5,4,1,0,1
48,0,49,5,9,1,1,0
49,0,50,85,0,1,0,1
50,0,51,10,7,1,1,1
51,0,52,80,9,1,0,1
52,0,53,10,6,1,1,1
53,0,54,5,8,1,1,1
54,0,55,45,2,1,1,1
55,0,56,60,9,1,1,0
56,0,57,40,9,1,0,1
57,0,58,20,6,1,1,0
58,0,59,15,7,1,1,0
59,0,60,95,9,1,1,0
60,0,61,100,7,1,1,1
61,0,62,60,4,1,1,1
62,0,63,80,3,1,1,0
63,0,64,95,8,1,0,1
64,0,65,25,5,1,1,1
65,0,66,65,4,1,1,0
66,0,67,85,3,1,1,1
67,0,68,60,7,1,1,1
68,0,69,95,6,1,1,0
69,0,70,35,2,1,1,0
70,0,71,65,2,1,1,1
71,0,72,5,6,1,1,0
72,0,73,70,0,1,1,0
73,0,74,50,4,1,1,1
74,0,75,85,8,1,1,1
75,0,76,40,1,1,1,0
76,0,77,35,5,1,1,0
77,0,78,25,0,1,1,1
78,0,79,85,2,1,1,1
79,0,80,100,0,1,1,0
80,0,81,90,3,1,0,1
81,0,82,75,3,1,1,0
82,0,83,35,4,1,1,1
83,0,84,70,3,1,1,0
84,0,85,95,1,1,1,1
85,0,86,45,3,1,1,0
86,0,87,50,8,1,1,1
87,0,88,90,7,1,1,1
88,0,89,45,1,1,1,0
89,3,96,10,9,1,0,1
90,0,91,45,6,1,1,0
91,0,92,40,7,1,1,0
92,0,93,70,4,1,0,1
93,0,94,80,9,1,1,0
94,0,95,70,5,1,1,1
95,0,96,85,6,1,1,1
96,0,97,65,5,1,1,1
97,0,98,30,8,1,1,0
98,0,99,90,8,1,1,0
99,1,2,95,6,1,1,1
100,1,3,85,6,1,1,0
101,1,4,70,0,1,1,1
102,1,5,45,8,1,1,0
103,1,6,20,1,1,1,1
104,1,7,100,2,1,1,0
105,1,8,65,5,1,0,1
106,1,9,65,2,1,1,1
107,1,10,25,6,1,1,1
108,1,11,30,6,1,1,0
109,1,12,45,1,1,1,0
110,1,13,50,3,1,1,0
111,1,14,50,8,1,1,0
112,1,15,55,8,1,1,0
113,1,16,100,4,1,1,0
114,1,17,25,5,1,1,0
115,1,18,20,0,1,1,1
116,1,19,5,2,1,1,1
117,1,20,20,0,1,0,1
118,1,21,30,6,1,1,0
119,1,22,15,6,1,1,1
120,1,23,25,9,1,1,0
121,1,24,90,4,1,1,1
122,1,25,80,6,1,1,1
123,1,26,85,7,1,1,0
124,1,27,70,5,1,1,1
125,1,28,40,0,1,1,0
126,1,29,85,2,1,0,0
127,1,30,5,4,1,1,0
128,1,31,50,3,1,0,1
129,1,32,55,8,1,1,1
130,1,33,35,3,1,1,0
131,1,34,30,3,1,1,0
132,1,35,30,2,1,0,1
133,1,36,25,6,1,1,0
134,1,37,65,2,1,0,0
135,1,38,20,4,1,1,0
136,1,39,75,2,1,0,1
137,1,40,40,4,1,1,0
138,1,41,25,2,1,0,1
139,1,42,15,9,1,1,0
140,1,43,45,9,1,1,0
141,1,44,85,0,1,1,1
142,6,48,40,1,1,0,0
143,1,46,30,8,1,0,1
144,1,47,20,7,1,1,1
145,1,48,75,4,1,1,1
146,1,49,35,3,1,1,1
147,1,50,100,7,1,0,1
148,1,51,15,9,1,1,0
149,1,52,55,8,1,1,1
150,1,53,70,7,1,1,0
151,1,54,85,6,1,0,0
152,1,55,75,7,1,1,1
153,1,56,80,0,1,1,0
154,1,57,30,3,1,1,1
155,1,58,90,5,1,1,0
156,1,59,50,6,1,0,1
157,1,60,55,3,1,1,1
158,1,61,70,6,1,0,1
159,1,62,45,7,1,1,1
160,1,63,95,5,1,1,1
161,1,64,80,8,1,1,1
162,1,65,50,3,1,1,1
163,1,66,15,6,1,1,0
164,1,67,15,8,1,1,0
165,1,68,35,3,1,1,1
166,1,69,20,8,1,1,0
167,1,70,15,4,1,1,0
168,1,71,80,4,1,1,1
169,1,72,20,4,1,1,1
170,1,73,40,9,1,1,0
171,1,74,45,8,1,1,0
172,1,75,30,8,1,1,1
173,1,76,70,7,1,1,1
174,1,77,20,4,1,1,1
175,1,78,65,7,1,1,0
176,1,79,5,8,1,1,0
177,1,80,5,3,1,1,0
178,1,81,75,1,1,1,0
179,1,82,75,8,1,1,0
180,1,83,65,0,1,1,0
181,1,84,10,6,1,0,1
182,1,85,85,2,1,1,1
183,1,86,25,3,1,1,0
184,1,87,35,6,1,1,1
185,1,88,40,5,1,1,0
186,1,89,65,7,1,1,1
187,1,90,70,5,1,1,0
188,1,91,95,6,1,1,1
189,1,92,95,7,1,1,0
190,1,93,95,8,1,1,1
191,1,94,5,5,1,1,1
192,1,95,85,1,1,0,0
193,1,96,30,9,1,1,0
194,1,97,30,9,1,0,0
195,1,98,65,0,1,1,1
196,1,99,60,7,1,1,0
197,2,3,45,5,1,1,0
198,2,4,60,4,1,1,0
199,2,5,50,4,1,0,1
200,9,46,45,8,1,1,0
201,2,7,50,8,1,1,1
202,2,8,10,2,1,0,0
203,2,9,15,7,1,0,1
204,9,86,50,6,1,0,0
205,2,11,100,5,1,1,0
206,2,12,45,1,1,1,0
207,2,13,50,7,1,1,0
208,2,14,85,0,1,1,1
209,10,20,5,4,1,1,0
210,2,16,50,1,1,1,1
211,2,17,80,9,1,0,1
212,2,18,5,5,1,0,0
213,2,19,40,1,1,1,0
214,2,20,100,9,1,1,1
215,2,21,50,3,1,0,1
216,2,22,25,3,1,0,1
217,2,23,95,3,1,0,0
