# 653
index,name,label,likes
0,涮毛肚 food_id:0,川菜 food_id:0,27
1,面皮 food_id:1,徽菜 food_id:1,0
2,毛血旺 food_id:2,川菜 food_id:2,3
3,涮毛肚 food_id:3,徽菜 food_id:3,93
4,毛血旺 food_id:4,粤菜 food_id:4,108
5,涮毛肚 food_id:5,闽菜 food_id:5,72
6,面皮 food_id:6,鲁菜 food_id:6,33
7,面皮 food_id:7,川菜 food_id:7,66
8,猪肉炒手 food_id:8,闽菜 food_id:8,117
9,麻辣烫 food_id:9,粤菜 food_id:9,111
10,麻辣烫 food_id:10,鲁菜 food_id:10,63
11,涮毛肚 food_id:11,闽菜 food_id:11,78
12,鱼香肉丝 food_id:12,鲁菜 food_id:12,78
13,牛肉拉面 food_id:13,鲁菜 food_id:13,111
14,面皮 food_id:14,鲁菜 food_id:14,72
15,面皮 food_id:15,鲁菜 food_id:15,39
16,毛血旺 food_id:16,浙菜 food_id:16,99
17,猪肉炒手 food_id:17,闽菜 food_id:17,75
18,面皮 food_id:18,湘菜 food_id:18,87
19,毛血旺 food_id:19,闽菜 food_id:19,48
20,毛血旺 food_id:20,鲁菜 food_id:20,3
21,山西刀削面 food_id:21,湘菜 food_id:21,87
22,涮毛肚 food_id:22,徽菜 food_id:22,51
23,猪肉炒手 food_id:23,浙菜 food_id:23,114
24,山西刀削面 food_id:24,徽菜 food_id:24,78
25,牛肉拉面 food_id:25,徽菜 food_id:25,93
26,涮毛肚 food_id:26,粤菜 food_id:26,57
27,猪肉炒手 food_id:27,徽菜 food_id:27,12
28,涮毛肚 food_id:28,鲁菜 food_id:28,84
29,麻辣烫 food_id:29,浙菜 food_id:29,54
30,涮毛肚 food_id:30,湘菜 food_id:30,0
31,面皮 food_id:31,川菜 food_id:31,21
32,牛肉拉面 food_id:32,闽菜 food_id:32,96
33,涮毛肚 food_id:33,鲁菜 food_id:33,12
34,面皮 food_id:34,浙菜 food_id:34,75
35,牛肉拉面 food_id:35,湘菜 food_id:35,111
36,山西刀削面 food_id:36,川菜 food_id:36,45
37,面皮 food_id:37,粤菜 food_id:37,18
38,涮毛肚 food_id:38,鲁菜 food_id:38,81
39,面皮 food_id:39,川菜 food_id:39,48
40,涮毛肚 food_id:40,鲁菜 food_id:40,111
41,牛肉拉面 food_id:41,苏菜 food_id:41,84
42,面皮 food_id:42,苏菜 food_id:42,117
43,山西刀削面 food_id:43,川菜 food_id:43,48
44,山西刀削面 food_id:44,苏菜 food_id:44,84
45,麻辣烫 food_id:45,粤菜 food_id:45,63
46,麻辣烫 food_id:46,苏菜 food_id:46,84
47,牛肉拉面 food_id:47,湘菜 food_id:47,69
48,鱼香肉丝 food_id:48,粤菜 food_id:48,102
49,鱼香肉丝 food_id:49,苏菜 food_id:49,12
50,鱼香肉丝 food_id:50,徽菜 food_id:50,78
51,牛肉拉面 food_id:51,粤菜 food_id:51,78
52,面皮 food_id:52,徽菜 food_id:52,15
53,牛肉拉面 food_id:53,湘菜 food_id:53,117
54,面皮 food_id:54,闽菜 food_id:54,0
55,面皮 food_id:55,闽菜 food_id:55,90
56,麻辣烫 food_id:56,鲁菜 food_id:56,48
57,山西刀削面 food_id:57,闽菜 food_id:57,45
58,涮毛肚 food_id:58,浙菜 food_id:58,51
59,牛肉拉面 food_id:59,川菜 food_id:59,75
60,山西刀削面 food_id:60,浙菜 food_id:60,90
61,面皮 food_id:61,鲁菜 food_id:61,27
62,毛血旺 food_id:62,粤菜 food_id:62,102
63,猪肉炒手 food_id:63,闽菜 food_id:63,54
64,面皮 food_id:64,粤菜 food_id:64,117
65,麻辣烫 food_id:65,苏菜 food_id:65,33
66,毛血旺 food_id:66,徽菜 food_id:66,48
67,猪肉炒手 food_id:67,鲁菜 food_id:67,6
68,牛肉拉面 food_id:68,湘菜 food_id:68,54
69,毛血旺 food_id:69,鲁菜 food_id:69,57
70,麻辣烫 food_id:70,鲁菜 food_id:70,96
71,面皮 food_id:71,闽菜 food_id:71,36
72,猪肉炒手 food_id:72,闽菜 food_id:72,54
73,鱼香肉丝 food_id:73,粤菜 food_id:73,36
74,鱼香肉丝 food_id:74,苏菜 food_id:74,21
75,涮毛肚 food_id:75,湘菜 food_id:75,102
76,毛血旺 food_id:76,川菜 food_id:76,57
77,涮毛肚 food_id:77,苏菜 food_id:77,99
78,面皮 food_id:78,浙菜 food_id:78,81
79,山西刀削面 food_id:79,苏菜 food_id:79,6
80,猪肉炒手 food_id:80,湘菜 food_id:80,45
81,牛肉拉面 food_id:81,鲁菜 food_id:81,66
82,山西刀削面 food_id:82,川菜 food_id:82,99
83,涮毛肚 food_id:83,徽菜 food_id:83,96
84,山西刀削面 food_id:84,鲁菜 food_id:84,87
85,猪肉炒手 food_id:85,川菜 food_id:85,108
86,牛肉拉面 food_id:86,湘菜 food_id:86,27
87,牛肉拉面 food_id:87,鲁菜 food_id:87,12
88,山西刀削面 food_id:88,湘菜 food_id:88,30
89,牛肉拉面 food_id:89,浙菜 food_id:89,15
90,猪肉炒手 food_id:90,徽菜 food_id:90,48
91,猪肉炒手 food_id:91,鲁菜 food_id:91,21
92,面皮 food_id:92,粤菜 food_id:92,6
93,面皮 food_id:93,浙菜 food_id:93,0
94,面皮 food_id:94,鲁菜 food_id:94,87
95,面皮 food_id:95,苏菜 food_id:95,51
96,猪肉炒手 food_id:96,粤菜 food_id:96,72
97,麻辣烫 food_id:97,徽菜 food_id:97,66
98,牛肉拉面 food_id:98,徽菜 food_id:98,90
99,山西刀削面 food_id:99,浙菜 food_id:99,90
100,山西刀削面 food_id:100,鲁菜 food_id:100,15
101,山西刀削面 food_id:101,徽菜 food_id:101,18
102,毛血旺 food_id:102,川菜 food_id:102,81
103,猪肉炒手 food_id:103,鲁菜 food_id:103,30
104,毛血旺 food_id:104,川菜 food_id:104,18
105,面皮 food_id:105,粤菜 food_id:105,111
106,涮毛肚 food_id:106,湘菜 food_id:106,33
107,麻辣烫 food_id:107,浙菜 food_id:107,30
108,毛血旺 food_id:108,粤菜 food_id:108,27
109,面皮 food_id:109,苏菜 food_id:109,3
110,鱼香肉丝 food_id:110,湘菜 food_id:110,18
111,牛肉拉面 food_id:111,川菜 food_id:111,12
112,猪肉炒手 food_id:112,川菜 food_id:112,102
113,面皮 food_id:113,粤菜 food_id:113,45
114,麻辣烫 food_id:114,浙菜 food_id:114,105
115,面皮 food_id:115,粤菜 food_id:115,96
116,麻辣烫 food_id:116,粤菜 food_id:116,27
117,涮毛肚 food_id:117,川菜 food_id:117,81
118,面皮 food_id:118,闽菜 food_id:118,36
