# 4807
index,from_place_index,to_place_index,length,congestion,walk_access,bike_access,ebike_access
0,0,1,90,3,1,1,1
1,0,2,25,2,1,1,1
2,0,3,60,0,1,1,1
3,0,4,90,0,1,1,1
4,0,5,80,1,1,1,1
5,0,6,95,5,1,1,1
6,0,7,60,0,1,0,0
7,0,8,5,2,1,0,0
8,0,9,90,3,1,1,1
9,0,10,70,9,1,1,1
10,0,11,35,4,1,1,0
11,0,12,65,9,1,1,1
12,0,13,85,8,1,1,1
13,0,14,70,1,1,0,1
14,0,20,85,4,1,0,1
15,0,16,20,3,1,1,0
16,0,17,45,8,1,1,1
17,0,18,75,9,1,0,0
18,0,19,40,0,1,1,1
19,0,20,60,9,1,0,1
20,0,21,65,8,1,1,0
21,0,22,90,7,1,1,1
22,0,23,75,9,1,0,1
23,0,24,30,0,1,0,1
24,0,25,85,8,1,1,0
25,0,26,85,6,1,0,1
26,0,27,50,9,1,0,1
27,0,28,100,9,1,1,0
28,0,29,60,1,1,0,1
29,0,30,80,6,1,1,1
30,0,31,35,0,1,1,0
31,0,32,90,2,1,1,1
32,0,33,75,3,1,1,0
33,0,34,15,4,1,1,0
34,0,35,100,1,1,1,0
35,0,36,55,1,1,0,1
36,0,37,95,1,1,1,0
37,0,38,60,2,1,1,0
38,0,39,100,0,1,1,1
39,0,40,70,7,1,1,1
40,0,41,15,1,1,1,1
41,0,42,25,6,1,1,1
42,0,43,5,9,1,0,0
43,0,44,30,1,1,0,1
44,0,45,45,5,1,1,0
45,0,46,90,1,1,1,0
46,0,47,100,9,1,0,1
47,0,48,95,0,1,1,0
48,0,49,50,7,1,1,0
49,0,50,30,3,1,1,0
50,0,51,90,1,1,1,0
51,0,52,25,8,1,1,1
52,0,53,55,5,1,1,0
53,0,54,30,2,1,1,0
54,0,55,25,2,1,1,0
55,0,56,55,9,1,1,1
56,0,57,50,2,1,1,0
57,0,58,25,8,1,1,0
58,0,59,10,1,1,1,0
59,0,60,95,0,1,1,1
60,0,61,80,2,1,1,1
61,0,62,75,9,1,1,1
62,0,63,95,6,1,1,0
63,0,64,25,2,1,0,0
64,0,65,20,3,1,1,1
65,0,66,55,5,1,1,1
66,0,67,20,9,1,0,1
67,0,68,20,7,1,1,0
68,0,69,50,6,1,1,0
69,0,70,50,1,1,1,0
70,0,71,90,3,1,1,1
71,0,72,45,8,1,1,0
72,0,73,30,6,1,1,1
73,0,74,5,3,1,1,0
74,0,75,95,8,1,1,0
75,3,52,80,6,1,1,0
76,0,77,20,6,1,1,1
77,0,78,55,1,1,1,1
78,0,79,15,9,1,1,1
79,0,80,35,6,1,1,0
80,0,81,45,4,1,1,0
81,0,82,40,9,1,1,0
82,0,83,60,8,1,0,0
83,0,84,30,4,1,1,1
84,0,85,85,2,1,0,1
85,0,86,15,1,1,1,0
86,0,87,55,0,1,1,1
87,0,88,40,7,1,1,1
88,0,89,20,6,1,1,0
89,4,12,15,4,1,1,1
90,0,91,20,2,1,1,0
91,0,92,90,4,1,1,1
92,0,93,30,0,1,1,0
93,0,94,10,3,1,1,1
94,0,95,60,1,1,0,0
95,0,96,35,0,1,1,0
96,0,97,5,7,1,1,1
97,0,98,30,5,1,1,0
98,0,99,100,0,1,1,1
99,1,2,40,0,1,1,1
100,1,3,70,5,1,1,0
101,1,4,80,3,1,1,0
102,1,5,25,3,1,0,0
103,1,6,10,2,1,1,1
104,1,7,65,0,1,1,0
105,1,8,65,4,1,0,1
106,1,9,30,2,1,1,1
107,1,10,30,5,1,1,0
108,1,11,15,5,1,1,0
109,1,12,35,8,1,1,1
110,1,13,70,3,1,1,1
111,1,14,55,5,1,1,1
112,1,15,95,0,1,1,1
113,1,16,15,7,1,0,1
114,1,17,85,0,1,0,0
115,1,18,65,0,1,1,1
116,1,19,55,7,1,1,1
117,1,20,15,4,1,1,1
118,1,21,20,6,1,1,1
119,1,22,30,7,1,1,0
120,1,23,50,8,1,1,0
121,1,24,55,2,1,1,1
122,1,25,80,4,1,0,0
123,1,26,70,2,1,0,1
124,6,25,80,0,1,1,1
125,1,28,25,5,1,1,0
126,1,29,65,8,1,0,0
127,1,30,80,2,1,1,1
128,1,31,90,2,1,1,0
129,1,32,20,6,1,0,0
